file;xml_id;form;sigle;pos_prior;grund;vers;kontext
GWTK.tei.xml;GWTK_91110529400_4;fro;GWTK;;mehrdeutig: auch lemma_7250;5294;alles ingesinde do / ward der edlen rede **fro** / dü ze der selben stunde
GWTK.tei.xml;GWTK_92210538100_5;fro;GWTK;;mehrdeutig: auch lemma_7250;5381;der tugend ain stetter aidgenoss / von throye ward der rede **fro** / ze dem ritter er aber do
GWTK.tei.xml;GWTK_92210539100_4;fro;GWTK;;mehrdeutig: auch lemma_7250;5391;tett dem küng daz mere kund / tryffon waz der mere **fro** / vier fürsten in do
GWTK.tei.xml;GWTK_99110577900_4;fro;GWTK;;mehrdeutig: auch lemma_7250;5779;ritter fryen dienstman / waren mit der süssen **fro** / daz in lïbe helffe do
GWTK.tei.xml;GWTK_102210597900_4;fro;GWTK;;mehrdeutig: auch lemma_7250;5979;das man üch prisse müsse jechen / sy waren des gebottes **fro** / ze kemonatten ylten sy do
GWTK.tei.xml;GWTK_108210632100_4;fro;GWTK;;mehrdeutig: auch lemma_7250;6321;marcus der fürste hoch gemütt / ward der gesichtte dike **fro** / dü burg mitt süben türmen hoch
GWTK.tei.xml;GWTK_109210638100_4;fro;GWTK;;mehrdeutig: auch lemma_7250;6381;pariss by mengem tag / ward rede nie so **fro** / lob sprach er dem hertzogen do
GWTK.tei.xml;GWTK_109210639700_4;fro;GWTK;;mehrdeutig: auch lemma_7250;6397;paris von fröden uff sprang / daz gesind ward alles **fro** / do er pflag sölicher sprünge hoch
GWTK.tei.xml;GWTK_117210684700_5;fro;GWTK;;mehrdeutig: auch lemma_7250;6847;versenkett in laide / und doch uss der massen **fro** / do es ergangen waz also
GWTK.tei.xml;GWTK_121210708400_5;fro;GWTK;;mehrdeutig: auch lemma_7250;7084;von in des in baiden do / gunde der kaysser vil **fro** / der gehürre furste ward
GWTK.tei.xml;GWTK_126110734700_6;fro;GWTK;;mehrdeutig: auch lemma_7250;7347;wa ich wib dü stättekaitt / gediennen mag des bin ich **fro** / recht min gemütte statt also
GWTK.tei.xml;GWTK_126120735800_1;fro;GWTK;;mehrdeutig: auch lemma_7250;7358;dü mineklich do ward / vil **fro** daz ir dü vart / von dem ritter ward geloptt
GWTK.tei.xml;GWTK_127210744000_6;fro;GWTK;;mehrdeutig: auch lemma_7250;7440;daz sol geschechen sprach do / dü süsse und waz der mere **fro** / paris by ainem ritter vand
GWTK.tei.xml;GWTK_132210772800_5;fro;GWTK;;mehrdeutig: auch lemma_7250;7728;mochten kum ain andren do / der wirtt den edlen gaste **fro** / batt an den selben zitten
GWTK.tei.xml;GWTK_134120782800_3;fro;GWTK;;mehrdeutig: auch lemma_7250;7828;die tätt ich üch sprach aber do / der ellende ritter **fro** / wa ir vindentt den man
GWTK.tei.xml;GWTK_139110810500_3;fro;GWTK;;mehrdeutig: auch lemma_7250;8105;der endeliche ritter gütt / ward gemaitt unde **fro** / sin gemütte daz stünd ho
GWTK.tei.xml;GWTK_146120853700_6;fro;GWTK;;mehrdeutig: auch lemma_7250;8537;daz were mins hertzen höster prisz / und wer sin in dem mütte **fro** / ain schaiden daz ergieng alldo
GWTK.tei.xml;GWTK_153210894400_6;fro;GWTK;;mehrdeutig: auch lemma_7250;8944;vil dik erbliktte do / an dü claider der er **fro** / von innenklichem hertzen was
GWTK.tei.xml;GWTK_156110912800_5;fro;GWTK;;mehrdeutig: auch lemma_7250;9128;getrukett inneklichen do / des ward menig edel ritter **fro** / dü frow zü dem fürsten sprach
GWTK.tei.xml;GWTK_162110948400_6;fro;GWTK;;mehrdeutig: auch lemma_7250;9484;ze dem vil ellenthaften do / sprach daz üwer hertze **fro** / von waren schulden wirtt
GWTK.tei.xml;GWTK_164110958200_3;fro;GWTK;;mehrdeutig: auch lemma_7250;9582;paris mit gütten züchten do / ward der antwurtt **fro** / edel ritter werde
GWTK.tei.xml;GWTK_172211007700_0;fröwen;GWTK;;mehrdeutig: auch lemma_7256;10077;untz er achonys ersach / **fröwen** sich der werde man / von sinen sinnen began
GWTK.tei.xml;GWTK_172211010100_4;fro;GWTK;;mehrdeutig: auch lemma_7250;10101;dü miltte wirtin zartt / waz ires lïben gastes **fro** / ich waiss daz dü weltt also
GWTK.tei.xml;GWTK_175221024900_4;fro;GWTK;;mehrdeutig: auch lemma_7250;10249;und dü mütter sunder hassz / der kaysser gar unmassen **fro** / waz des fürsten kunfte do
GWTK.tei.xml;GWTK_176221032000_3;fro;GWTK;;mehrdeutig: auch lemma_7250;10320;waz der selbe ritter do / menig edel fürste **fro** / ze stund sins gelükes waz
GWTK.tei.xml;GWTK_176221033000_4;fro;GWTK;;mehrdeutig: auch lemma_7250;10330;ein fröde von in allen do / beschach gar inneklichen **fro** / wurden man unde wib
GWTK.tei.xml;GWTK_178111040400_3;fro;GWTK;;mehrdeutig: auch lemma_7250;10404;nieman gab antwurtt do / dem edlen garzun **fro** / sy sachen alle ain ander an
GWTK.tei.xml;GWTK_183211072500_4;fro;GWTK;;mehrdeutig: auch lemma_7250;10725;dü vil edell kaysserin / ward irs vatters siges **fro** / dü starke schumpffentüre do
GWTK.tei.xml;GWTK_184111074700_3;fro;GWTK;;mehrdeutig: auch lemma_7250;10747;da wider aber die gaillen / warend fry unde **fro** / wem och ergangen was also
GWTK.tei.xml;GWTK_191111114000_4;fro;GWTK;;mehrdeutig: auch lemma_7250;11140;die zwen unversertten do / ilten dann und warend **fro** / daz in so wol gelungen waz
GWTK.tei.xml;GWTK_197211151700_5;fro;GWTK;;mehrdeutig: auch lemma_7250;11517;für den tisch in den sal / des ward in sinen hartte **fro** / carpius der gevangen do
GWTK.tei.xml;GWTK_203111184800_4;fro;GWTK;;mehrdeutig: auch lemma_7250;11848;baidentthalb von dannen do / schiedentt sy frölich unde **fro** / die drye wider ze husse ritten
GWTK.tei.xml;GWTK_204221195000_3;fro;GWTK;;mehrdeutig: auch lemma_7250;11950;sy begunden alle do / fragen und warend **fro** / wa die fürsten möchten sin
GWTK.tei.xml;GWTK_208211219300_5;fro;GWTK;;mehrdeutig: auch lemma_7250;12193;uff daz husse in den sal / sy warend all in züchten **fro** / do in sus selleklichen do
GWTK.tei.xml;GWTK_209111220600_4;fro;GWTK;;mehrdeutig: auch lemma_7250;12206;allü dü massnie do / ward von waren schulden **fro** / es ward nie jomer so gelich
GWTK.tei.xml;GWTK_215121257500_6;fro;GWTK;;mehrdeutig: auch lemma_7250;12575;daz tett dü raine wol / und ward sy in ierem hertzen **fro** / mit güttem willen sy do
GWTK.tei.xml;GWTK_217111267000_4;fro;GWTK;;mehrdeutig: auch lemma_7250;12670;lebten als sy tatten do / dü möchten iemer gernne **fro** / billich by ain andren sin
GWTK.tei.xml;GWTK_218111274200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;12742;der fursten riche wirtt do / ward des lïben gastes **fro** / mitt siner fründine
GWTK.tei.xml;GWTK_219111278000_6;fro;GWTK;;mehrdeutig: auch lemma_7250;12780;ze husse fürtte der fürste do / sin geste und waz ir **fro** / uff ainen rilichen sal
GWTK.tei.xml;GWTK_221221295200_3;fro;GWTK;;mehrdeutig: auch lemma_7250;12952;und ir dienner wurden do / von der ougenwaide **fro** / hector ain aventür kund
GWTK.tei.xml;GWTK_226221323800_4;fro;GWTK;;mehrdeutig: auch lemma_7250;13238;der rede ward der junge do / in sines hertzen grunde **fro** / der rede ward under in getagtt
GWTK.tei.xml;GWTK_227111326200_1;fro;GWTK;;mehrdeutig: auch lemma_7250;13262;der rede ward dü gütte / hartte **fro** in ierem mütte / nun waz der küng priamus
GWTK.tei.xml;GWTK_228211333600_5;fro;GWTK;;mehrdeutig: auch lemma_7250;13336;die wurden ze fröden do / ermantt ir aller sinne **fro** / ze fröden und ze richer tatt
GWTK.tei.xml;GWTK_238121391500_4;fro;GWTK;;mehrdeutig: auch lemma_7250;13915;die ich dir fürst han genantt / der rede ward unmassen **fro** / der vil riche kaisser do
GWTK.tei.xml;GWTK_241121409000_5;fro;GWTK;;mehrdeutig: auch lemma_7250;14090;das duchte die fürsten alle do / gütt und waren des rattes **fro** / ains tages do der kayser sass
GWTK.tei.xml;GWTK_247111442400_5;fro;GWTK;;mehrdeutig: auch lemma_7250;14424;alles troye daz ward do / von in in rechter kunste **fro** / sy tatten es von schulden
GWTK.tei.xml;GWTK_250211461000_6;fro;GWTK;;mehrdeutig: auch lemma_7250;14610;ulixes sprach aber do / kaysser du machtt werden **fro** / vil wol ob du selber wiltt
GWTK.tei.xml;GWTK_254211485600_4;fro;GWTK;;mehrdeutig: auch lemma_7250;14856;daz geschmide er in do / antwurtte sy waren **fro** / und hetten wunne denochtt mer
GWTK.tei.xml;GWTK_254211486500_4;fro;GWTK;;mehrdeutig: auch lemma_7250;14865;sinner fründe kunft vernan / des ward er innenklich **fro** / die erwelten er do
GWTK.tei.xml;GWTK_255111487900_4;fro;GWTK;;mehrdeutig: auch lemma_7250;14879;und kranker fröde pflag / der wunde waz unmassen **fro** / do er ersach sin künne do
GWTK.tei.xml;GWTK_261111525200_3;fro;GWTK;;mehrdeutig: auch lemma_7250;15252;ulixes hett geton also / hercules der ritter **fro** / ward do er den herren sach
GWTK.tei.xml;GWTK_262221533200_3;fro;GWTK;;mehrdeutig: auch lemma_7250;15332;gegen dem lande sy do / mitt willigem mütte **fro** / kertten segel unde mast
GWTK.tei.xml;GWTK_263111534800_4;fro;GWTK;;mehrdeutig: auch lemma_7250;15348;des ward in mannes sinnen do / der künne ritter vil **fro** / die ungetrüwen rotten
GWTK.tei.xml;GWTK_263221539400_2;fro;GWTK;;mehrdeutig: auch lemma_7250;15394;warend ires gevelles do / alle unmessenklichen **fro** / sy wurden gar in kurtzer stund
GWTK.tei.xml;GWTK_266211554600_4;fro;GWTK;;mehrdeutig: auch lemma_7250;15546;ward des gesindes do / in sines hertzen grunde **fro** / frölich er gegen dem stade gie
GWTK.tei.xml;GWTK_266211555500_7;fro;GWTK;;mehrdeutig: auch lemma_7250;15555;wie es ergangen were / sy sprach da soltu wessen **fro** / und lausse din gemütte ho
GWTK.tei.xml;GWTK_267211562200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;15622;antinuss der kunge do / waz mitt sinen gesten **fro** / lipplichen er sy dicke
GWTK.tei.xml;GWTK_269121571000_2;fro;GWTK;;mehrdeutig: auch lemma_7250;15710;dar zü tüch von syden braitt / sy wurden **fro** und gemaitt / suss ward och mitt sinne
GWTK.tei.xml;GWTK_272211589800_5;fro;GWTK;;mehrdeutig: auch lemma_7250;15898;suss erwaktte er in do / und saitte im gütte mere **fro** / ulixes waz von schwere komen
GWTK.tei.xml;GWTK_275121605200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;16052;uff daz mere sy füren do / ires hailles sy gemaine **fro** / warend alle geliche
GWTK.tei.xml;GWTK_280211637000_3;fro;GWTK;;mehrdeutig: auch lemma_7250;16370;in den kïlle alle do / trautten züchtig unde **fro** / mitt willigem mütte
GWTK.tei.xml;GWTK_283221653100_4;fro;GWTK;;mehrdeutig: auch lemma_7250;16531;sines herren zü kunft vernam / der held ward innenklichen **fro** / sin gemütte stünd im hoch
GWTK.tei.xml;GWTK_286111667400_2;fröwen;GWTK;;mehrdeutig: auch lemma_7256;16674;vil mangen usserwelten man / dü harbpffe **fröwen** do began / sich hüb da michel singen
GWTK.tei.xml;GWTK_286111667800_3;fro;GWTK;;mehrdeutig: auch lemma_7250;16678;der vil werde schyro / machett daz gesinde **fro** / achyles für den wirtt tratt
GWTK.tei.xml;GWTK_288121679200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;16792;wurden sy enpfangen do / von irem lïben heren **fro** / gemaine helffe unverspartt
GWTK.tei.xml;GWTK_289111684600_5;fro;GWTK;;mehrdeutig: auch lemma_7250;16846;die hiesse er im triben do / daz er by im belibe **fro** / schyro macht in one zill
GWTK.tei.xml;GWTK_289121685200_3;fro;GWTK;;mehrdeutig: auch lemma_7250;16852;des wurden alle die crïchen / der gemaitt unde **fro** / eines tages schiro
GWTK.tei.xml;GWTK_292111702000_5;fro;GWTK;;mehrdeutig: auch lemma_7250;17020;der kaysser zü der magte do / sprach mit züchten und waz **fro** / daz sy verfüren wollt die diett
GWTK.tei.xml;GWTK_293211711200_8;fro;GWTK;;mehrdeutig: auch lemma_7250;17112;nitt enspartte lenger do / er sprach fürste du solt **fro** / wessen miner angesichtt
GWTK.tei.xml;GWTK_298111738400_4;fro;GWTK;;mehrdeutig: auch lemma_7250;17384;hector sprach mit züchten do / zü sinem erwelten kempfer **fro** / ir herre werbend sunder nott
GWTK.tei.xml;GWTK_303111767000_6;fro;GWTK;;mehrdeutig: auch lemma_7250;17670;owe sprach der kaysser do / wie sol ich iemer werden **fro** / des daz du stritt nit ensparst
GWTK.tei.xml;GWTK_305221781300_4;fro;GWTK;;mehrdeutig: auch lemma_7250;17813;paris sprach diner hulden / bin ich dik gewessen **fro** / sid es denne statt also
GWTK.tei.xml;GWTK_309111801300_5;fro;GWTK;;mehrdeutig: auch lemma_7250;18013;sid daz din hertz manhaitt gertt / des ward der edel fürste **fro** / daz im da daz gelüke do
GWTK.tei.xml;GWTK_312211821900_5;fro;GWTK;;mehrdeutig: auch lemma_7250;18219;üch vil schöne tüge geritten / der rede ward der ellend **fro** / daz im der werde kaisser do
GWTK.tei.xml;GWTK_321221875300_0;fro;GWTK;;mehrdeutig: auch lemma_7250;18753;me niemer werden / **fro** als ich gewesen bin / din sterben nimpt mir minen sin
GWTK.tei.xml;GWTK_322221880000_5;fro;GWTK;;mehrdeutig: auch lemma_7250;18800;die fürsten die wurden do / sichtig ain ander hartte **fro** / waz ir manliche gemütte
GWTK.tei.xml;GWTK_329111916000_4;fro;GWTK;;mehrdeutig: auch lemma_7250;19160;waren all sunder do / von ires hertzen grunde **fro** / alsus der künne ritter zartt
GWTK.tei.xml;GWTK_332211936300_4;fro;GWTK;;mehrdeutig: auch lemma_7250;19363;alle nach maister schefte pflegen / als den edlen ritter **fro** / hett gelertt sin maister schyro
GWTK.tei.xml;GWTK_333121939200_6;fro;GWTK;;mehrdeutig: auch lemma_7250;19392;lag der held gestracks do / des ward der fürste von troye **fro** / in row sins brüder arbaitt
GWTK.tei.xml;GWTK_335121953200_5;fro;GWTK;;mehrdeutig: auch lemma_7250;19532;daz geviell in allen do / des ward der falsche fürste **fro** / morgens do der tag uff brach
GWTK.tei.xml;GWTK_336211961300_5;fro;GWTK;;mehrdeutig: auch lemma_7250;19613;won min sprach der usserlessen / das selbe gehiess mir **fro** thedis / ich sölte sin wesen gewiss
GWTK.tei.xml;GWTK_357112079700_5;fro;GWTK;;mehrdeutig: auch lemma_7250;20797;kertte für bas in daz schloss / sin hertz waz des siges **fro** / in ainen salle kertt er do
GWTK.tei.xml;GWTK_362112109700_4;fro;GWTK;;mehrdeutig: auch lemma_7250;21097;sattel by zame funde / des ward sy innenklichen **fro** / in irem rainen hertzen do
GWTK.tei.xml;GWTK_364222124200_5;fro;GWTK;;mehrdeutig: auch lemma_7250;21242;sich satzte daz im geschech also / des wer min senftes hertze **fro** / gabal sin baldes ende koss
GWTK.tei.xml;GWTK_372122170200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;21702;der rede ward dü elter do / in ires hertzen grunde **fro** / ab der zinnen wönneklich
GWTK.tei.xml;GWTK_372122170600_4;fro;GWTK;;mehrdeutig: auch lemma_7250;21706;hern iason sy enpfiengen do / und warend siner künfte **fro** / iedoch so ward an in gelaitt
GWTK.tei.xml;GWTK_376122193600_6;fro;GWTK;;mehrdeutig: auch lemma_7250;21936;gnade ain herre sprach sy do / so wirde ich niemer libes **fro** / des ir mich gebetten hand
GWTK.tei.xml;GWTK_382122228900_5;fro;GWTK;;mehrdeutig: auch lemma_7250;22289;nach grossem laide ward sy **fro** / sy kertte mit dem clainen do
GWTK.tei.xml;GWTK_385212248300_5;fro;GWTK;;mehrdeutig: auch lemma_7250;22483;wil der lïben frowen min / die fürsten waren ain andren **fro** / in achaya hüb sich do
GWTK.tei.xml;GWTK_391112279800_5;fro;GWTK;;mehrdeutig: auch lemma_7250;22798;wie maint ir daz sprach er do / unrechtz wird ich niemer **fro** / wa ich daz rechtt erkennen kan
GWTK.tei.xml;GWTK_392212290000_5;fro;GWTK;;mehrdeutig: auch lemma_7250;22900;mitt ir massnie do / des ward der troysche fürste **fro** / dü kungin und priamus
GWTK.tei.xml;GWTK_403112351000_5;fro;GWTK;;mehrdeutig: auch lemma_7250;23510;von in gar wechssenlichen do / sy waren all ain andren **fro** / dü raine on alle schande
GWTK.tei.xml;GWTK_405112361300_5;fro;GWTK;;mehrdeutig: auch lemma_7250;23613;min erbe ie nitt gewinnen / nie tages ward ich also **fro** / denn daz er mich in erstrolo
GWTK.tei.xml;GWTK_408112378900_3;fro;GWTK;;mehrdeutig: auch lemma_7250;23789;hette der küng vil helden da / der fürste waz **fro** unde gail / daz der kaisser halben taill
GWTK.tei.xml;GWTK_411212399400_4;fro;GWTK;;mehrdeutig: auch lemma_7250;23994;hüb sich frölichen do / des siges warend alle **fro** / der aber in dem ellende
GWTK.tei.xml;GWTK_413112409300_4;fro;GWTK;;mehrdeutig: auch lemma_7250;24093;vor innen allen do wartt / des waz er innenklichen **fro** / zü sinem rosse gieng er do
GWTK.tei.xml;GWTK_428112497000_7;fro;GWTK;;mehrdeutig: auch lemma_7250;24970;mit gütte grüst er in do / er sprach herre wesend **fro** / üch hatt bottschaft in daz land
GWTK.tei.xml;GWTK_430212511600_4;fro;GWTK;;mehrdeutig: auch lemma_7250;25116;der arge kaisser nero / des nieman dorfte wesen **fro** / der waz gewaltig daz ist war
HMT.tei.xml;HMT_17100_7;fro;HMT;;mehrdeutig: auch lemma_7250;;der küng nach seiner tohter medea daz siu zu im kom diu tohter waz dez **fro** und clait sich ze mal wol und kom und sazz zu irem vater do sprach
HMT.tei.xml;HMT_19110_11;fro;HMT;;mehrdeutig: auch lemma_7250;;daz gehaizz ich iu mit luter und unzerbrecher triu der red ward medea ze mal **fro** und anttwurt im also fründ jason der deinen gelübt wil ich daz du mich der
HMT.tei.xml;HMT_25240_6;fro;HMT;;mehrdeutig: auch lemma_7250;;daz jason daz het gewunnen wider die hut dez gotz martis medea diu waz vil **fro** und gieng auch daz si jasonen sach und hät im gern wär ez zimlich gewesen
HMT.tei.xml;HMT_44170_0;fro;HMT;;mehrdeutig: auch lemma_7250;;und erzaigtend sich in allen sachen willig sein dem küng dez ward der küng priamus **fro** und stund im do sein sin und mut wie er sich an den kriechen moht
HUG.tei.xml;HUG_60290_2;fro;HUG;;mehrdeutig: auch lemma_7250;29;das bekrenkt mir den mút / mitt willen **fro** des bin ich zwár / wann ich sich an dir ítel recht
HUG.tei.xml;HUG_60450_2;fro;HUG;;mehrdeutig: auch lemma_7250;45;das ist och dik beschehen / mitt wíllen **fro** des bin ich zwár / wann ich sich an dir ítel recht
HUG.tei.xml;HUG_290010_1;fro;HUG;;mehrdeutig: auch lemma_7250;1;**fro** welt ir sint gar húpsch und schón / und ewer lon fúr nichte
HUG.tei.xml;HUG_290810_1;fro;HUG;;mehrdeutig: auch lemma_7250;81;**fro** welt wend ir vergessen got / es wirt euch gerewen am iungsten tag
HUG.tei.xml;HUG_390080_6;fro;HUG;;mehrdeutig: auch lemma_7250;8;kem mir desselben flamen fúre / so wurd ich zwar ín herrtzen **fro** / wann an des hilff mag es nít bestan
HUG.tei.xml;HUG_390490_7;fro;HUG;;mehrdeutig: auch lemma_7250;49;und geschach daz sicher on alls belangen / síe ward des erhócht und von hertzen **fro** / díe engel sungen kyríeleýson
HUG.tei.xml;HUG_390690_5;fro;HUG;;mehrdeutig: auch lemma_7250;69;er gab dír zwar die sele sin / des ward er in hiemelrych **fro** / des las mích geníeßen herr ihesu crist
HUG.tei.xml;HUG_390860_6;fro;HUG;;mehrdeutig: auch lemma_7250;86;des erwarb sie din gottlich sun / síe ward des zwar ín hertzen **fro** / herr las mích des auch werden innen
HUG.tei.xml;HUG_391190_7;fro;HUG;;mehrdeutig: auch lemma_7250;119;und da abraham bat fur síe herr las sy frý / las ab din zorn und mach síe **fro** / abraham besích ob keyner onder ín sý
KVO.tei.xml;KVO_500800_3;fro;KVO;;mehrdeutig: auch lemma_7250;8;denne die vom stro / machen die lute **fro** / ez ist ein edelliche stiuer
LZT.tei.xml;LZT_79270_3;fro;LZT;;mehrdeutig: auch lemma_7250;7;und fragt seins namens und auch macht / das er wer **fro** des muetes durch ir mynne
LZT.tei.xml;LZT_104250_5;fro;LZT;;mehrdeutig: auch lemma_7250;5;hört das er was des leibes unverdorben / do ward er nie so **fro** in menigen jaren / all erst man ritter vallen sach
MAN.tei.xml;MAN_792_7;frô;MAN;;mehrdeutig: auch lemma_7250;792;ach leides wê waz ich tuo / disiu sprach ich wirdes niemer **frô** / sô wurben mit einander zwô
MLB.tei.xml;MLB_100_3;fro;MLB;;mehrdeutig: auch lemma_7250;10;künt es iemants getichten pas / des wer ich **fro** tet er das / und künt sein wol gelachen
MLB.tei.xml;MLB_600_3;fro;MLB;;mehrdeutig: auch lemma_7250;60;dasselb was ir auch nit lait / und was ausdermosen **fro** / behent liste vand sie do
MML.tei.xml;MML_11720_15;fro;MML;;mehrdeutig: auch lemma_7250;20;adamin nam er bi der hant daz was sin erstir erdin cloz / er half ieme same duo uns god mit ieme ane alliz ende **fro**
MML.tei.xml;MML_60214_14;fro;MML;;mehrdeutig: auch lemma_7250;14;daz ich hie leb also / und ich mich halt in dinem dienst daz myn der dufel it werd **fro** / so wir zuo samen komen uff den juongestlichen tag
MNB.tei.xml;MNB_3013590_5;fro;MNB;;mehrdeutig: auch lemma_7250;1359;von rechter lieb drucket smertz / daz sie den leydes machen **fro** / mit wider mynne und doch also
MNB.tei.xml;MNB_3030090_7;fro;MNB;;mehrdeutig: auch lemma_7250;3009;hie fur die burk dem kinde / do daz geschach daz kint wart **fro** / ez sprach zu sinem gesinde do
MNB.tei.xml;MNB_3044320_6;fro;MNB;;mehrdeutig: auch lemma_7250;4432;dem hertzen min ich weiz wol wo / mit der so waz ich dicke **fro** / mit eren wo ich zu ir kom
MR1.tei.xml;MR1_10221115800_4;fro;MR1;;mehrdeutig: auch lemma_7250;1158;das nünd geböt daß lut also / mit züchten soltu weßen **fro** / und der frowen gehorsam sin
MR1.tei.xml;MR1_10272154200_0;fröwen;MR1;;mehrdeutig: auch lemma_7256;1542;sunder wie er guot gewin / **fröwen** muot will haben die minn / zwar kainer recht lieb tregt
MR1.tei.xml;MR1_10311172300_6;fröwen;MR1;;mehrdeutig: auch lemma_7256;1723;ob sie dich tröst mit irer huld / daß wir sie bitten die **fröwen** din / will sie vor schand behüttet sin
MR1.tei.xml;MR1_20342005600_2;fröwen;MR1;;mehrdeutig: auch lemma_7256;56;und mag niemand rech ön mich / inder welt **fröwen** sich / mich umb fahen ermlin wiß
MR1.tei.xml;MR1_30561036800_2;fröwen;MR1;;mehrdeutig: auch lemma_7256;368;ich muoß näch lust der lieb stellen / und mich **fröwen** mins gesellen / und nit sehen claffen an
MR1.tei.xml;MR1_60972012100_4;fro;MR1;;mehrdeutig: auch lemma_7250;121;da von din hercze freude lat / also enwirst du nymmer **fro** / die frawe zörniclich do
MR1.tei.xml;MR1_61002024900_5;fro;MR1;;mehrdeutig: auch lemma_7250;249;daz mich sin mynne hette enzuont / mit guter geselleschafft bin ich **fro** / dar under ich mich hüten so
MR1.tei.xml;MR1_61011028200_5;fro;MR1;;mehrdeutig: auch lemma_7250;282;wan ez stet leider nuo also / ist ein frawe mit yman **fro** / mit welchem sie ez nit entuot
MR1.tei.xml;MR1_61062052100_5;fro;MR1;;mehrdeutig: auch lemma_7250;521;sült nuo der mynnen stür nit fruomen / so enwürde kein hercze nymmer **fro** / wie noch cunrat wie verstu so
MR1.tei.xml;MR1_71162039200_9;fro;MR1;;mehrdeutig: auch lemma_7250;392;die fraw snelle antwürte do / si sprach nuo enwart ich nye so **fro** / als daz ich dich han bekert
MR1.tei.xml;MR1_91371013200_3;fro;MR1;;mehrdeutig: auch lemma_7250;132;mich nuo vertriben / ir mügt noch **fro** beliben / swy joch der valke si verlorn
MR2.tei.xml;MR2_6383200132100_4;fro;MR2;;mehrdeutig: auch lemma_7250;132;wan ich mich benugen las / unnd bin von nicht **fro** / wenn myn gemüt stet also
MR2.tei.xml;MR2_6383200146100_3;fro;MR2;;mehrdeutig: auch lemma_7250;146;du weist nit wie es sin dag verczert / sust ist stet **fro** das hercz myn / die ander sprach das las sin
MR2.tei.xml;MR2_10468200143100_5;fro;MR2;;mehrdeutig: auch lemma_7250;143;so find man manchen stolczen degen / den ein fraw dut machen **fro** / der sich auch lat sehenn also
MR2.tei.xml;MR2_16129100085100_5;fro;MR2;;mehrdeutig: auch lemma_7250;85;ir redenn glich aim kindelin / wie movcht mich ain machen **fro** / sid ir min gedenck nün wissen so
MR2.tei.xml;MR2_16131100162100_4;fro;MR2;;mehrdeutig: auch lemma_7250;162;solt den sin dienst verfachen also / das die frowen mecht **fro** / ainr under aim kutzhuot
MR2.tei.xml;MR2_33288100195100_6;fro;MR2;;mehrdeutig: auch lemma_7250;195;auch beleibt nit untterwegen / des manig fraw vil offt wirt **fro** / frosel vonn lednitz rett also es folgen in allen hss verschiedene schlußverse der schreiber in st
MRL.tei.xml;MRL_60304_2;fro;MRL;;mehrdeutig: auch lemma_7250;4;wil ich leren daz / er si **fro** dar zuo gemeit / sich niht sere sen
NAR.tei.xml;NAR_102900_5;fro;NAR;;mehrdeutig: auch lemma_7250;29;so kan ich jta sprechen jo / des tütschen orden bin ich **fro** / dann jch gar wenig kan latin
NAR.tei.xml;NAR_2703100_5;fro;NAR;;mehrdeutig: auch lemma_7250;31;das gelt das ist verzeret do / der truckery sint wir dann **fro** / vnd das man lert vfftragen wyn
NAR.tei.xml;NAR_2901100_7;fro;NAR;;mehrdeutig: auch lemma_7250;11;vnd kan sagen / der dett also / / der was zuo wild / der seltten **fro** / der hatt diß / vnd der jhens gethan
NEIC.tei.xml;NEIC_8906050_5;fro;NEIC;;mehrdeutig: auch lemma_7250;5;des bedarf ich wol / ich wer mit euch gern **fro** / nu wil mich vertreiben
NEIC.tei.xml;NEIC_9508070_2;fro;NEIC;;mehrdeutig: auch lemma_7250;7;das ist on laugen / ich was **fro** mein hercz das stund in stricken / wann sie warf den slaier also dicken
NEIC.tei.xml;NEIC_10106130_3;fro;NEIC;;mehrdeutig: auch lemma_7250;13;oder ich het albegen ein newes herczenlaidt / und bin doch **fro** in grossem meinem sere / von der guten die mir lieb in dem herczen traitt
NEIC.tei.xml;NEIC_10401030_2;fro;NEIC;;mehrdeutig: auch lemma_7250;3;- schier so / wurd ich **fro** - / sprach sie nach den hulden ich da singe
NEIC.tei.xml;NEIC_10501080_2;fro;NEIC;;mehrdeutig: auch lemma_7250;8;recht alda / wir da **fro** / bey einander warn
NEIC.tei.xml;NEIC_10802070_8;fro;NEIC;;mehrdeutig: auch lemma_7250;7;mich vehent ane schuld der ich selten ye vergaß / es ist wunder das ymmer ein weill **fro** beleib / seitt das mich die gut in ungenaden hatt
NEIC.tei.xml;NEIC_10905030_2;fro;NEIC;;mehrdeutig: auch lemma_7250;3;ye laider vnd auch laider das pin ich ir das ist mir laidt / pin ich **fro** das kumpt von einem herczenlieben wan / seit sie mir gnade vnd alles gut widersaitt
NEIC.tei.xml;NEIC_11702140_9;fro;NEIC;;mehrdeutig: auch lemma_7250;14;in meinem herczen taugen - / das ich von aller werlt der wirdigkait pin so **fro**
NEIC.tei.xml;NEIC_12308120_5;fro;NEIC;;mehrdeutig: auch lemma_7250;12;ir sult wissen aller kriegen gold / kúnd ein hercz nit so **fro** machen / als rayner weib mynne das ist ein freuden werder solt
