file;xml_id;form;normalisiert;action;review_grund;neu_lemmaRef;neu_pos;regel;regel_text;konfidenz;beleg;ziel_lemma_form;lemma_kandidaten;lemma_pos_alle;vers;umfeld
WZB.tei.xml;WZB_209va_13_2;gehŏrn;gehoern;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;sie mugen gehŏrn, Infinitiv;hœren;lemma_2885;INJ NOM VRB;Und ire kinder die iczunt nicht enwissen sodas sie mugen **gehŏrn** vnd vorchten iren herren gote alle die tage die sie wonen in der erden zu der ir vber den czihet zu behaben;enwissen sodas sie mugen **gehŏrn** vnd vorchten iren herren
WZB.tei.xml;WZB_210va_37_1;hŏchste;hoechste;ANNOTATE;;lexicon.xml#lemma_2866;NOM;R2;Substantivierung: besetzt die Nominalstelle selbst;hoch;do der hŏchste teilte die heiden;hôch;lemma_2866;ADJ ADV GRA NOM;Do der **hŏchste** teilte die heiden NOMIUS vnd svnderte die kinder do er saczste die creisse der volke noch der czal der svne;zu dir Do der **hŏchste** teilte die heiden NOMIUS
WZB.tei.xml;WZB_213ra_5_0;hŏrde;hoerde;REVIEW;ziel-lemma-passt-nicht/Z2;;;Z2;'die vorporgin hŏrde des sandes' (thesauros absconditos harenarum) ist der Hort, nicht das Hoeren. lemma_2908 hort NOM waere richtig. Die Zeile hoerde -> lemma_2885 in variants.xml ist fuer sich richtig (Praeteritum von hoeren) und nur fuer dieses Token falsch.;;;hœren;lemma_2885;INJ NOM VRB;Die volk werden sie rufen zu dem perge vnd aldo werden sie opfern opfer DEUTRO tir der gerechticheit die den vbergus des meres als milch werden sougen vnd die vorporgin **hŏrde** des sandes;sougen vnd die vorporgin **hŏrde** des sandes Und zu
WZB.tei.xml;WZB_218rb_16_0;Ŭmme;uemme;ANNOTATE;;lexicon.xml#lemma_6422;ADV;R8;Partikel eines Partikelverbs (POS-TAGSET 6.5);hoch;Ŭmme geet die stat, Partikel zu umbegan;umbe;lemma_6422;ADV PRP;**Ŭmme** geet die stat alle streitende man des tagis zu einem male also sult ir tvn sechs tage;vnd alle starke man **Ŭmme** geet die stat alle
WZB.tei.xml;WZB_220ra_18_0;Hŏren;hoeren;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;Hŏren werden, Infinitiv;hœren;lemma_2885;INJ NOM VRB;**Hŏren** werden das die vnd alle woner der erden mit ein ander werden sie voreynet vnd werden vns vmmeringen vnd werden vortilgen vnsern namen von der erden Und was tustu deinem grosen namen;veinden die rucke keren **Hŏren** werden das die vnd
WZB.tei.xml;WZB_224va_36_1;vŏr;voer;ANNOTATE;;lexicon.xml#lemma_7194;ADV;R8;Partikel eines Partikelverbs (POS-TAGSET 6.5);hoch;furet her vŏr zu mir, Partikel;vor;lemma_7194;ADV GRA PRP;Und gepot sprechende Tut ouf den mvnt des holes vnd furet her **vŏr** zu mir die funf kvni IOSUE ge die dorinne loussen;holes vnd furet her **vŏr** zu mir die funf
WZB.tei.xml;WZB_23vb_37_0;Ŭmb;uemb;ANNOTATE;;lexicon.xml#lemma_6422;PRP;R7;Praeposition mit Rektion;hoch;Ŭmb dise geschicht;umbe;lemma_6422;ADV PRP;Und sprach Gib mir ouch von dem roten gekochte wenne ich bin gar mude **Ŭmb** dise geschicht wart sein GEN name geheissen;ich bin gar mude **Ŭmb** dise geschicht wart sein
WZB.tei.xml;WZB_24va_12_1;mŏchte;moechte;ANNOTATE;;lexicon.xml#lemma_4240;VEM;R5;Modalverb mit abhaengigem Infinitiv;hoch;es mŏchte yemant ... haben vmb gegangen;mügen;lemma_4240;VEM VRB;Und der sprach v Worumb hastu vns das getan Es **mŏchte** yemant ous dem volke mit deinem wibe haben vmb gegangen vnd hettest ouf vns gefurt grose svnde;vns das getan Es **mŏchte** yemant ous dem volke
WZB.tei.xml;WZB_26vb_34_5;tŏch;toech;REVIEW;ziel-lemma-passt-nicht/Z3;;;Z3;'von den tŏch XXVIII GENE tern deines ŏhems': das Token ist kein Wort, sondern die erste Haelfte von tŏchtern, zerrissen durch einen eingeschobenen Blattmarker. lemma_6135 tohter NOM waere das Ziel, aber vorher gehoert das Token zusammengesetzt. Dieselbe Bauart wie Punkt 1 des Tickets.;;;ziehen;lemma_7861;NOM VRB;sunder gee vnd czeuch in das lant in die stat zu in das hous deiner muter vater Und nym dir ein housvrow von den **tŏch** XXVIII GENE tern deines ŏhems;ein housvrow von den **tŏch** XXVIII GENE tern deines
WZB.tei.xml;WZB_28rb_12_4;blŏde;bloede;ANNOTATE;;lexicon.xml#lemma_764;ADJ;R1;Adjektiv mit Bezugsnomen in der Phrase oder als Praedikat;hoch;blŏde vnd trifende ougen;blœde;lemma_764;ADJ ADV GRA NOM;hete aber **blŏde** vnd trifende ougen was aber schonerr gestalt vnd ersamers angesichtes;was genant hete aber **blŏde** vnd trifende ougen was
WZB.tei.xml;WZB_28rb_34_12;gewŏnlichen;gewoenlichen;REVIEW;konfidenz-mittel;;;R3;"Vorschlag ADV nach R3; dagegen: ADJ, wenn 'als gewŏnlichen ist' als Praedikatsnomen gelesen wird statt als Adverb";mittel;als gewŏnlichen ist, adverbiale -en-Form;gewonlich;lemma_2355;ADJ ADV;vnd gab der ein mait die hies mit namen Und do bei der geslafen het als **gewŏnlichen** ist Und do es morgen wart do sach er das es was GENE;der geslafen het als **gewŏnlichen** ist Und do es
WZB.tei.xml;WZB_31ra_22_3;Tŏrlichen;toerlichen;ANNOTATE;;lexicon.xml#lemma_6117;ADV;R3;modifiziert ein Verb oder ein Adjektiv;hoch;Tŏrlichen hastu getan;tôrlich;lemma_6117;ADJ ADV GRA;Du hast nicht gehengit das ich gekust hette meine kinder vnd meine tochter **Tŏrlichen** hastu getan;kinder vnd meine tochter **Tŏrlichen** hastu getan Und nv
WZB.tei.xml;WZB_31rb_2_4;tŏte;toete;ANNOTATE;;lexicon.xml#lemma_6133;VRB;R4;Vollverb;hoch;den tŏte man vor vnsern brudern;tœten;lemma_6133;NOM VRB;Das du mich aber deupstrafest Bei welchem du deine SIS gŏte vindest den **tŏte** man vor vnsern brudern Suche was du vindest bei mir des deinen das nym Das sprechende enwost er nicht das hette die gŏte vorstoln;SIS gŏte vindest den **tŏte** man vor vnsern brudern
WZB.tei.xml;WZB_31va_3_5;Ŭmb;uemb;ANNOTATE;;lexicon.xml#lemma_6422;PRP;R7;Praeposition mit Rektion;hoch;Ŭmb was schult;umbe;lemma_6422;ADV PRP;Und wart vnmutig vnd sprach mit czorne **Ŭmb** was schult oder vmb welche sunde bistu gegen mir enczunt;vnd sprach mit czorne **Ŭmb** was schult oder vmb
WZB.tei.xml;WZB_33rb_31_4;Ŭmb;uemb;ANNOTATE;;lexicon.xml#lemma_6422;PRP;R7;Praeposition mit Rektion;hoch;Ŭmb dise sache;umbe;lemma_6422;ADV PRP;**Ŭmb** dise sache essen nicht die adern wenne sie vordorte in der huf bis ouf disen hutigen tag Do von das er rurte die ader seiner huf Und vor GENE wunder erschrack XX;huffalczte mit dem fuze **Ŭmb** dise sache essen nicht
WZB.tei.xml;WZB_33rb_9_3;rŏte;roete;ANNOTATE;;lexicon.xml#lemma_10840;NOM;R9;Substantiv;hoch;yczunt geet ouf die morgen rŏte;roete;lemma_10840;ADJ NOM;Und sprach zu im Las mich wenne yczunt geet ouf die morgen **rŏte** Und antworte Ich las dich nicht du gesegenst denne mir;geet ouf die morgen **rŏte** Und antworte Ich las
WZB.tei.xml;WZB_37rb_34_0;Hŏret;hoeret;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;Hŏret meinen trovm, Imperativ;hœren;lemma_2885;INJ NOM VRB;Und her sprach zu in **Hŏret** meinen trovm den ich GENE hab gesehen;her sprach zu in **Hŏret** meinen trovm den ich
WZB.tei.xml;WZB_37vb_30_6;hŏrn;hoern;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;ich hab sie hŏrn sprechende;hœren;lemma_2885;INJ NOM VRB;Und der man antworte Sie sint weck geczogen von diser stat Ich hab sie **hŏrn** sprechende Gee wir gegen czoch dorumbe noch seinen brudern Und vant sie zu;stat Ich hab sie **hŏrn** sprechende Gee wir gegen
WZB.tei.xml;WZB_38ra_4_2;tŏte;toete;ANNOTATE;;lexicon.xml#lemma_6133;VRB;R4;Vollverb;hoch;kvmet dan vnd tŏte wir in;tœten;lemma_6133;NOM VRB;Kvmet dan vnd **tŏte** wir in vnd lasen in in ein alde cistern vnd sprechen Ein bozes wildes tyr hat in vressen Und denne wirt scheinen was im vromen seyne trovme;kumet Kvmet dan vnd **tŏte** wir in vnd lasen
WZB.tei.xml;WZB_40ra_19_2;schŏnes;schoenes;ANNOTATE;;lexicon.xml#lemma_5280;ADJ;R1;Adjektiv mit Bezugsnomen in der Phrase oder als Praedikat;hoch;schŏnes antliczes;schœne;lemma_5280;ADJ ADV GRA NOM;Und er woste in sein selbis house anders nichtes nicht wenne das er czu sas vnd as also gar hett er das bevoln aber was **schŏnes** antliczes vnd czirlicher angesicht;das bevoln aber was **schŏnes** antliczes vnd czirlicher angesicht
WZB.tei.xml;WZB_40ra_24_4;bŏsen;boesen;ANNOTATE;;lexicon.xml#lemma_788;ADJ;R1;Adjektiv mit Bezugsnomen in der Phrase oder als Praedikat;hoch;den bŏsen vnczimlichen wercken;bœse;lemma_788;ADJ ADV GRA NOM;Er wolde aber mit nichte gehengen den **bŏsen** vnczimlichen wercken Und sprach zu ir Sich mein herre hat mir alles sein gut bevoln vnd er en weis selber nicht was er hat in seinem house;mit nichte gehengen den **bŏsen** vnczimlichen wercken Und sprach
WZB.tei.xml;WZB_44va_20_10;tŏte;toete;ANNOTATE;;lexicon.xml#lemma_6133;VRB;R4;Vollverb;hoch;mein czwen svne die tŏte;tœten;lemma_6133;NOM VRB;Dem antworte Mein czwen svne die **tŏte** Ist das ich dir in nicht wider brenge Gib mirn in meyn hant vnd ich wil dirn wider antworten;Mein czwen svne die **tŏte** Ist das ich dir
WZB.tei.xml;WZB_44vb_26_2;ŏrdenlich;oerdenlich;ANNOTATE;;lexicon.xml#lemma_4497;ADV;R3;modifiziert ein Verb oder ein Adjektiv;hoch;vragte vns ŏrdenlich;ordenlich;lemma_4497;ADJ ADV;Und sie antworten Der mensche vragte vns **ŏrdenlich** noch ein ander noch vnserm geslechte ob der vater lebte ob wir hetten eynen bruder Dem antwort wir noch ein ander noch dem vnd er gevorschet hett Nu was mochte wir gewissen das er wurde sprechen Furet mit euch alher ewern bruder;Der mensche vragte vns **ŏrdenlich** noch ein ander noch
WZB.tei.xml;WZB_47va_2_5;vŏrcht;voercht;ANNOTATE;;lexicon.xml#lemma_7298;VRB;R4;Vollverb;hoch;nicht vŏrcht euch, Imperativ;vürhten;lemma_7298;NOM VRB;Nicht **vŏrcht** euch noch laset euch das nicht herte duncken das ir mich vorkouft habt in dise reich Wenne vmb ewer heil hat mich got vor euch gesant in;GENE habt in Nicht **vŏrcht** euch noch laset euch
WZB.tei.xml;WZB_49vb_11_1;bŏse;boese;ANNOTATE;;lexicon.xml#lemma_788;ADJ;R1;Adjektiv mit Bezugsnomen in der Phrase oder als Praedikat;hoch;die tage ... sint ... wenig vnd bŏse;bœse;lemma_788;ADJ ADV GRA NOM;Er antworte Die tage der pilgereimunge meines lebens sint drisick vnd hundert iare vnd wenig vnd **bŏse** Und sint nicht komen bis zu den tagen meiner veter in den sie gepilgereimet haben;iare vnd wenig vnd **bŏse** Und sint nicht komen
WZB.tei.xml;WZB_54vb_23_3;tŏch;toech;REVIEW;ziel-lemma-passt-nicht/Z3;;;Z3;'von siben tŏch EXO ter die quamen wasser schĕpfen': erste Haelfte von tŏchter, zerrissen durch den Blattmarker EXO. Siehe oben.;;;ziehen;lemma_7861;NOM VRB;Nu hatt der priester von siben **tŏch** EXO ter die quamen wasser schĕpfen vnd fulten die gerinne vnd begerten die schaf zu trenken ires vaters;der priester von siben **tŏch** EXO ter die quamen
WZB.tei.xml;WZB_57ra_6_1;gehŏrn;gehoern;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;die dingen die got an gehŏrn;hœren;lemma_2885;INJ NOM VRB;Her wirt reden vor dich zu dem volke vnd wirt dein mvnt aber du wirdest im vorsein in den dingen die got an **gehŏrn**;dingen die got an **gehŏrn** Und dise rute nim
WZB.tei.xml;WZB_65ra_27_3;gehŏrt;gehoert;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;des das zu essen gehŏrt;hœren;lemma_2885;INJ NOM VRB;Uon dem ersten tage vncz bis zu dem sibenden Der erste tag wirt heilig vnd lobsam vnd der sibende tag der selben hochczeit zu veiern wirdiclichen Nichtesnicht werkis tut an im ous genomen des das zu essen **gehŏrt** vnd halden sult ir oster brot;des das zu essen **gehŏrt** vnd halden sult ir
WZB.tei.xml;WZB_67ra_8_5;tŏte;toete;ANNOTATE;;lexicon.xml#lemma_6133;VRB;R4;Vollverb;hoch;do tŏte vnser herre alle erstegeburt;tœten;lemma_6133;NOM VRB;wenne do nv vorhertet was herr vnd wolde vns nicht lasen do **tŏte** vnser herre alle erstegeburt in von der ersten geburt des menschen bis an die erstegeburt des vihes Dorumme opfer ich vnserm herren alle knechtels geslechte das do ouf tut die permuter vnd lose alle erstegeburt;vns nicht lasen do **tŏte** vnser herre alle erstegeburt
WZB.tei.xml;WZB_68ra_14_3;grŏze;groeze;ANNOTATE;;lexicon.xml#lemma_2534;NOM;R2;Substantivierung: besetzt die Nominalstelle selbst;hoch;secht die grŏze der wunder;grôz;lemma_2534;ADJ ADV GRA NOM;U Und sprach zu dem volke Nicht vorchtet euch Stet vnd secht die **grŏze** der wunder vnsers herren die her wirt h heute tvn Wenne die die ir y̆czunt secht mit nichte nicht werdet ir die furbas sehen ewiclich;Stet vnd secht die **grŏze** der wunder vnsers herren
WZB.tei.xml;WZB_68vb_14_2;vŏr;voer;ANNOTATE;;lexicon.xml#lemma_7194;PRP;R7;Praeposition mit Rektion;hoch;waren in vŏr ein mawer, rechts Nominalphrase;vor;lemma_7194;ADV GRA PRP;Aber czogen trucken durch die mitte des meres Und die wasser waren in **vŏr** ein mawer czu der rechten hant vnd czu der lincken;die wasser waren in **vŏr** ein mawer czu der
WZB.tei.xml;WZB_74ra_6_4;hŏrn;hoern;ANNOTATE;;lexicon.xml#lemma_2885;VRB;R4;Vollverb;hoch;begonde man doner zu hŏrn;hœren;lemma_2885;INJ NOM VRB;Nu was komen der dritte tag vnd der morgen was erschinen Und secht do begonde man doner zu **hŏrn** vnd plicczen begonden erschĭnen vnd ein dicke wolken bedacte den perck vnd der schal der busovnen sterclichen erschalte Nu vorchte sich das volk das do was in den purgen;begonde man doner zu **hŏrn** vnd plicczen begonden erschĭnen
WZB.tei.xml;WZB_75ra_2_6;vŏrchtet;voerchtet;ANNOTATE;;lexicon.xml#lemma_7298;VRB;R4;Vollverb;hoch;nicht vŏrchtet euch, Imperativ;vürhten;lemma_7298;NOM VRB;Und sprach tho ho bzde thoho EXO zu dem volke Nicht **vŏrchtet** euch Wenne dorumbe das euch got prufte so ist her komen vnd das sein vorchte in euch sei vnd das ir nicht svndigte;zu dem volke Nicht **vŏrchtet** euch Wenne dorumbe das
WZB.tei.xml;WZB_77va_23_1;bŏzen;boezen;ANNOTATE;;lexicon.xml#lemma_788;NOM;R2;Substantivierung: besetzt die Nominalstelle selbst;hoch;ich wider sage dem bŏzen, ohne Bezugsnomen;bœse;lemma_788;ADJ ADV GRA NOM;Fleuhe lugen Den vnschuldigen vnd den gerechten saltu nicht tŏten wenne ich wider sage dem **bŏzen**;ich wider sage dem **bŏzen** Nicht nim gabe wenne
WZB.tei.xml;WZB_7ra_27_3;bŏsten;boesten;ANNOTATE;;lexicon.xml#lemma_788;NOM;R2;Substantivierung: besetzt die Nominalstelle selbst;hoch;geneiget ... zu dem bŏsten, ad malum;bœse;lemma_788;ADJ ADV GRA NOM;Aber got sach das vil bozheit der leute was in der erden Und alle gedancken des herczens geneiget waren zu dem **bŏsten** alle czeit;geneiget waren zu dem **bŏsten** alle czeit vnd berawe
WZB.tei.xml;WZB_85ra_17_3;tŏte;toete;ANNOTATE;;lexicon.xml#lemma_6133;VRB;R4;Vollverb;hoch;vnd tŏte das in der angesichte;tœten;lemma_6133;NOM VRB;vnd **tŏte** das in der angesichte vnsers herren bei der tur des geczeldis des geczeuknusses;houbet des kalbes vnd **tŏte** das in der angesichte
WZB.tei.xml;WZB_8ra_35_0;hŏher;hoeher;ANNOTATE;;lexicon.xml#lemma_2866;ADJ;R1;Adjektiv mit Bezugsnomen in der Phrase oder als Praedikat;hoch;was das wasser hŏher, praedikativ;hôch;lemma_2866;ADJ ADV GRA NOM;Funfczehen dovmelen was das wasser **hŏher** vber die perge die es hett bedackt;dovmelen was das wasser **hŏher** vber die perge die
WZB.tei.xml;WZB_98vb_8_5;vŏr;voer;REVIEW;konfidenz-mittel;;;R8;"Vorschlag ADV nach R8; dagegen: PRP, wenn 'vŏr' die Praeposition zu 'in dem ein gange' ist; das gemessene Kriterium traegt hier nur 158 zu 105";mittel;czihende vŏr in dem ein gange, Partikel;vor;lemma_7194;ADV GRA PRP;Ouch richte her ouf das groze geczelt in dem vmringe dicz geczeldis vnd des alters czihende **vŏr** in dem ein gange einen vorhang Aber do alle dink volkomen wurden;vnd des alters czihende **vŏr** in dem ein gange
