lemma_id	majority_sense_id	majority_count	total_count	majority_pct	pending_tokens	note
lemma_7150	lemma_7150_sense_11593	31	32	96.9	8	2 senses in corpus
lemma_2200	lemma_2200_sense_3478	45	134	33.6	8	6 senses in corpus
lemma_757	lemma_757_sense_1234	47	71	66.2	8	2 senses in corpus
lemma_3465	lemma_3465_sense_5490	66	154	42.9	8	4 senses in corpus
lemma_2024	lemma_2024_sense_3122	12	15	80.0	8	3 senses in corpus
lemma_4811	lemma_4811_sense_7439	16	17	94.1	8	2 senses in corpus
lemma_5946	lemma_5946_sense_9422	200	201	99.5	8	2 senses in corpus
lemma_640	lemma_640_sense_1012	1370	1378	99.4	8	3 senses in corpus
lemma_7442	lemma_7442_sense_12110	11	32	34.4	8	5 senses in corpus
lemma_4893	lemma_4893_sense_7593	18	20	90.0	8	3 senses in corpus
lemma_3541	lemma_3541_sense_5611	225	243	92.6	8	3 senses in corpus
lemma_1696	lemma_1696_sense_2666	12	22	54.5	8	2 senses in corpus
lemma_609	lemma_609_sense_963	5	8	62.5	8	4 senses in corpus
lemma_2316	lemma_2316_sense_3707	28	37	75.7	8	2 senses in corpus
lemma_6401	lemma_6401_sense_10117	5	6	83.3	8	2 senses in corpus
lemma_4446	lemma_4446_sense_6931	32	32	100.0	8	1 senses in corpus
lemma_5647	lemma_5647_sense_8835	35	39	89.7	8	2 senses in corpus
lemma_7542	lemma_7542_sense_12318	68	73	93.2	8	2 senses in corpus
lemma_6820	lemma_6820_sense_10872	10	19	52.6	8	5 senses in corpus
lemma_20574	lemma_20574_sense_34081	2	3	66.7	8	2 senses in corpus
lemma_953	lemma_953_sense_1583	55	67	82.1	8	2 senses in corpus
lemma_5295	lemma_5295_sense_8253	587	595	98.7	7	4 senses in corpus
lemma_6761	lemma_6761_sense_10743	428	863	49.6	7	7 senses in corpus
lemma_7089	lemma_7089_sense_11483	3	6	50.0	7	2 senses in corpus
lemma_471	lemma_471_sense_658	66	84	78.6	7	3 senses in corpus
lemma_1571	lemma_1571_sense_2438	20	50	40.0	7	7 senses in corpus
lemma_790	lemma_790_sense_1286	35	45	77.8	7	4 senses in corpus
lemma_256	lemma_256_sense_321	33	47	70.2	7	3 senses in corpus
lemma_22850	lemma_22850_sense_41178	2	2	100.0	7	1 senses in corpus
lemma_2213	lemma_2213_sense_3512	146	226	64.6	7	5 senses in corpus
lemma_4067	lemma_4067_sense_6392	11	12	91.7	7	2 senses in corpus
lemma_2152	lemma_2152_sense_3352	18	19	94.7	7	2 senses in corpus
lemma_6327	lemma_6327_sense_9965	209	272	76.8	7	6 senses in corpus
lemma_6790	lemma_6790_sense_10815	39	55	70.9	7	2 senses in corpus
lemma_7499	lemma_7499_sense_12232	59	77	76.6	7	4 senses in corpus
lemma_3702	lemma_3702_sense_5863	3	4	75.0	7	2 senses in corpus
lemma_1723	lemma_1723_sense_2708	18	18	100.0	7	1 senses in corpus
lemma_7282	lemma_7282_sense_11805	72	147	49.0	7	3 senses in corpus
lemma_4441	lemma_4441_sense_6921	6	12	50.0	7	3 senses in corpus
lemma_7750	lemma_7750_sense_14381	10	15	66.7	7	5 senses in corpus
lemma_5376	lemma_5376_sense_8395	121	122	99.2	7	2 senses in corpus
lemma_7119	lemma_7119_sense_11525	2	6	33.3	7	4 senses in corpus
lemma_7034	lemma_7034_sense_11405	24	41	58.5	7	4 senses in corpus
lemma_4862	lemma_4862_sense_7533	73	93	78.5	7	4 senses in corpus
lemma_7462	lemma_7462_sense_12143	34	36	94.4	7	3 senses in corpus
lemma_4264	lemma_4264_sense_6672	427	892	47.9	6	3 senses in corpus
lemma_2256	lemma_2256_sense_3599	3	3	100.0	6	1 senses in corpus
lemma_917	lemma_917_sense_1515	109	139	78.4	6	4 senses in corpus
lemma_7546	lemma_7546_sense_12325	2742	2742	100.0	6	1 senses in corpus
lemma_1402	lemma_1402_sense_2165	116	153	75.8	6	2 senses in corpus
lemma_6487	lemma_6487_sense_10284	67	108	62.0	6	3 senses in corpus
lemma_7638	lemma_7638_sense_12523	123	146	84.2	6	4 senses in corpus
lemma_15281	lemma_15281_sense_25269	3	5	60.0	6	2 senses in corpus
lemma_516	lemma_516_sense_742	58	73	79.5	6	4 senses in corpus
lemma_6410	lemma_6410_sense_10137	92	111	82.9	6	5 senses in corpus
lemma_442	lemma_442_sense_607	21	24	87.5	6	3 senses in corpus
lemma_3555	lemma_3555_sense_5634	189	209	90.4	6	2 senses in corpus
lemma_5332	lemma_5332_sense_8328	303	405	74.8	6	3 senses in corpus
lemma_6615	lemma_6615_sense_10495	114	116	98.3	6	2 senses in corpus
lemma_5340	lemma_5340_sense_8343	189	189	100.0	6	1 senses in corpus
lemma_3371	lemma_3371_sense_5304	3	6	50.0	6	2 senses in corpus
lemma_3485	lemma_3485_sense_5521	10	13	76.9	6	3 senses in corpus
lemma_7817	lemma_7817_sense_12813	13	16	81.2	6	3 senses in corpus
lemma_615	lemma_615_sense_974	114	152	75.0	6	2 senses in corpus
lemma_4498	lemma_4498_sense_7017	20	36	55.6	6	6 senses in corpus
lemma_5835	lemma_5835_sense_9240	489	489	100.0	6	1 senses in corpus
lemma_2481	lemma_2481_sense_3974	17	17	100.0	6	1 senses in corpus
lemma_2085	lemma_2085_sense_3229	12	15	80.0	6	2 senses in corpus
lemma_28906	lemma_28906_sense_117907	14	14	100.0	6	1 senses in corpus
lemma_6215	lemma_6215_sense_9801	478	902	53.0	5	4 senses in corpus
lemma_870	lemma_870_sense_1431	62	98	63.3	5	5 senses in corpus
lemma_18264	lemma_18264_sense_30787	52	57	91.2	5	3 senses in corpus
lemma_3330	lemma_3330_sense_5216	177	293	60.4	5	4 senses in corpus
lemma_5798	lemma_5798_sense_9149	285	285	100.0	5	1 senses in corpus
lemma_957	lemma_957_sense_1588	79	79	100.0	5	1 senses in corpus
lemma_6211	lemma_6211_sense_9792	11	18	61.1	5	5 senses in corpus
lemma_3686	lemma_3686_sense_5838	41	41	100.0	5	1 senses in corpus
lemma_14422	lemma_14422_sense_23906	3	5	60.0	5	2 senses in corpus
lemma_2352	lemma_2352_sense_3789	7	9	77.8	5	2 senses in corpus
lemma_5738	lemma_5738_sense_9012	19	20	95.0	5	2 senses in corpus
lemma_10497	lemma_10497_sense_114451	12	13	92.3	5	2 senses in corpus
lemma_19874	lemma_19874_sense_33165	2	2	100.0	5	1 senses in corpus
lemma_27272	lemma_27272_sense_43287	6	6	100.0	5	1 senses in corpus
lemma_5234	lemma_5234_sense_8158	4158	4269	97.4	5	2 senses in corpus
lemma_2223	lemma_2223_sense_3535	121	147	82.3	5	2 senses in corpus
lemma_450	lemma_450_sense_618	33	37	89.2	5	2 senses in corpus
lemma_5528	lemma_5528_sense_8618	24	24	100.0	5	1 senses in corpus
lemma_611	lemma_611_sense_967	48	53	90.6	5	3 senses in corpus
lemma_2097	lemma_2097_sense_3246	148	179	82.7	5	4 senses in corpus
lemma_3609	lemma_3609_sense_5713	3	4	75.0	5	2 senses in corpus
lemma_6768	lemma_6768_sense_10763	94	390	24.1	5	11 senses in corpus
lemma_723	lemma_723_sense_1180	25	37	67.6	5	3 senses in corpus
lemma_7704	lemma_7704_sense_12625	24	48	50.0	5	4 senses in corpus
lemma_2198	lemma_2198_sense_3475	6	12	50.0	5	3 senses in corpus
lemma_61071	lemma_61071_sense_97399	1	1	100.0	5	1 senses in corpus
lemma_7316	lemma_7316_sense_11857	102	102	100.0	5	1 senses in corpus
lemma_5199	lemma_5199_sense_8094	43	43	100.0	5	1 senses in corpus
lemma_1100	lemma_1100_sense_1746	17	28	60.7	5	4 senses in corpus
lemma_9775		0	0		5	no corpus data
lemma_395	lemma_395_sense_535	139	139	100.0	5	1 senses in corpus
lemma_1979	lemma_1979_sense_3041	20	33	60.6	5	4 senses in corpus
lemma_24378	lemma_24378_sense_39263	1	1	100.0	5	1 senses in corpus
lemma_2022	lemma_2022_sense_3119	51	51	100.0	5	1 senses in corpus
lemma_2217	lemma_2217_sense_3521	48	60	80.0	4	2 senses in corpus
lemma_5229	lemma_5229_sense_8145	162	174	93.1	4	2 senses in corpus
lemma_7205	lemma_7205_sense_11676	25	26	96.2	4	2 senses in corpus
lemma_2540	lemma_2540_sense_4065	138	261	52.9	4	3 senses in corpus
lemma_4997	lemma_4997_sense_7769	59	65	90.8	4	4 senses in corpus
lemma_5026	lemma_5026_sense_7808	184	184	100.0	4	1 senses in corpus
lemma_8818	lemma_8818_sense_21007	26	26	100.0	4	1 senses in corpus
lemma_8188	lemma_8188_sense_20674	41	56	73.2	4	4 senses in corpus
lemma_2889	lemma_2889_sense_4636	12	18	66.7	4	2 senses in corpus
lemma_2122	lemma_2122_sense_3294	11	13	84.6	4	2 senses in corpus
lemma_6905	lemma_6905_sense_11060	215	343	62.7	4	4 senses in corpus
lemma_3437	lemma_3437_sense_5412	642	802	80.0	4	4 senses in corpus
lemma_763	lemma_763_sense_1242	59	123	48.0	4	4 senses in corpus
lemma_5725	lemma_5725_sense_8983	7	17	41.2	4	5 senses in corpus
lemma_2304	lemma_2304_sense_3679	25	48	52.1	4	4 senses in corpus
lemma_7401	lemma_7401_sense_12040	12	12	100.0	4	1 senses in corpus
lemma_2622	lemma_2622_sense_4214	7	8	87.5	4	2 senses in corpus
lemma_4495	lemma_4495_sense_7012	53	127	41.7	4	5 senses in corpus
lemma_15483	lemma_15483_sense_25559	7	9	77.8	4	2 senses in corpus
lemma_5158	lemma_5158_sense_8014	122	193	63.2	4	8 senses in corpus
lemma_3296	lemma_3296_sense_14095	12	28	42.9	4	3 senses in corpus
lemma_4170	lemma_4170_sense_6541	5	6	83.3	4	2 senses in corpus
lemma_5722	lemma_5722_sense_8972	18	33	54.5	4	3 senses in corpus
lemma_4953	lemma_4953_sense_7706	4	4	100.0	4	1 senses in corpus
lemma_40667	lemma_40667_sense_63158	1	1	100.0	4	1 senses in corpus
lemma_272	lemma_272_sense_352	965	970	99.5	4	2 senses in corpus
lemma_6792	lemma_6792_sense_10818	144	188	76.6	4	4 senses in corpus
lemma_4602	lemma_4602_sense_7157	25	29	86.2	4	2 senses in corpus
lemma_7603	lemma_7603_sense_12450	14	18	77.8	4	3 senses in corpus
lemma_1409	lemma_1409_sense_2174	40	41	97.6	4	2 senses in corpus
lemma_6083	lemma_6083_sense_9608	35	46	76.1	3	4 senses in corpus
lemma_6210	lemma_6210_sense_9790	1706	1706	100.0	3	1 senses in corpus
lemma_7191	lemma_7191_sense_11653	8	9	88.9	3	2 senses in corpus
lemma_4238	lemma_4238_sense_6631	1698	2545	66.7	3	4 senses in corpus
lemma_1878	lemma_1878_sense_2895	16	19	84.2	3	2 senses in corpus
lemma_2175	lemma_2175_sense_3405	830	894	92.8	3	5 senses in corpus
lemma_7023	lemma_7023_sense_11382	10	10	100.0	3	1 senses in corpus
lemma_4810	lemma_4810_sense_7438	26	42	61.9	3	5 senses in corpus
lemma_4562	lemma_4562_sense_7110	98	98	100.0	3	1 senses in corpus
lemma_1484	lemma_1484_sense_2294	2	8	25.0	3	4 senses in corpus
lemma_7171	lemma_7171_sense_11622	35	40	87.5	3	2 senses in corpus
lemma_9261	lemma_9261_sense_14848	28	66	42.4	3	4 senses in corpus
lemma_594	lemma_594_sense_913	127	225	56.4	3	6 senses in corpus
lemma_7177	lemma_7177_sense_11633	34	45	75.6	3	3 senses in corpus
lemma_5532	lemma_5532_sense_8625	26	61	42.6	3	3 senses in corpus
lemma_2714	lemma_2714_sense_4375	73	116	62.9	3	3 senses in corpus
lemma_595	lemma_595_sense_920	72	79	91.1	3	4 senses in corpus
lemma_1835	lemma_1835_sense_2835	53	53	100.0	3	1 senses in corpus
lemma_7391	lemma_7391_sense_12014	9	21	42.9	3	4 senses in corpus
lemma_3439	lemma_3439_sense_5418	86	162	53.1	3	4 senses in corpus
lemma_7355	lemma_7355_sense_11933	479	496	96.6	3	2 senses in corpus
lemma_5505	lemma_5505_sense_8575	108	170	63.5	3	2 senses in corpus
lemma_2179	lemma_2179_sense_74985	8	15	53.3	3	4 senses in corpus
lemma_5937	lemma_5937_sense_9409	56	57	98.2	3	2 senses in corpus
lemma_5613	lemma_5613_sense_8777	492	503	97.8	3	2 senses in corpus
lemma_5	lemma_5_sense_5	20	22	90.9	3	3 senses in corpus
lemma_5231	lemma_5231_sense_8149	81	86	94.2	3	4 senses in corpus
lemma_5216	lemma_5216_sense_8118	3	6	50.0	3	3 senses in corpus
lemma_8139	lemma_8139_sense_21337	18	37	48.6	3	4 senses in corpus
lemma_7496	lemma_7496_sense_12225	186	473	39.3	3	4 senses in corpus
lemma_5328	lemma_5328_sense_8320	8	20	40.0	3	4 senses in corpus
lemma_4461	lemma_4461_sense_6962	17	39	43.6	3	4 senses in corpus
lemma_4475	lemma_4475_sense_6985	14	27	51.9	3	3 senses in corpus
lemma_5236	lemma_5236_sense_8164	20	20	100.0	3	1 senses in corpus
lemma_7587	lemma_7587_sense_12411	47	67	70.1	3	2 senses in corpus
lemma_1958	lemma_1958_sense_3004	65	67	97.0	3	2 senses in corpus
lemma_853	lemma_853_sense_1396	44	56	78.6	3	6 senses in corpus
lemma_7540	lemma_7540_sense_12309	79	156	50.6	3	6 senses in corpus
lemma_7212	lemma_7212_sense_11685	116	116	100.0	3	1 senses in corpus
lemma_733	lemma_733_sense_1199	31	38	81.6	3	3 senses in corpus
lemma_1136	lemma_1136_sense_1789	164	387	42.4	3	6 senses in corpus
lemma_2511	lemma_2511_sense_4025	350	440	79.5	3	3 senses in corpus
lemma_1351	lemma_1351_sense_2091	11	14	78.6	3	2 senses in corpus
lemma_2841	lemma_2841_sense_4563	31	31	100.0	3	1 senses in corpus
lemma_1637	lemma_1637_sense_2553	2	4	50.0	3	2 senses in corpus
lemma_3414	lemma_3414_sense_5383	147	172	85.5	3	2 senses in corpus
lemma_840	lemma_840_sense_1360	5	8	62.5	3	2 senses in corpus
lemma_5736	lemma_5736_sense_9008	92	100	92.0	3	3 senses in corpus
lemma_7478	lemma_7478_sense_12170	9	12	75.0	3	3 senses in corpus
lemma_5156	lemma_5156_sense_14341	37	45	82.2	3	3 senses in corpus
lemma_3343	lemma_3343_sense_5248	25	27	92.6	3	2 senses in corpus
lemma_3390	lemma_3390_sense_5343	7	7	100.0	3	1 senses in corpus
lemma_6733	lemma_6733_sense_10694	55	102	53.9	3	4 senses in corpus
lemma_1564	lemma_1564_sense_2427	14	18	77.8	3	2 senses in corpus
lemma_3797	lemma_3797_sense_5997	46	49	93.9	3	3 senses in corpus
lemma_7397	lemma_7397_sense_12027	40	47	85.1	3	4 senses in corpus
lemma_902	lemma_902_sense_1483	6	8	75.0	3	3 senses in corpus
lemma_2730	lemma_2730_sense_4400	89	102	87.3	3	3 senses in corpus
lemma_6996	lemma_6996_sense_11304	116	143	81.1	3	4 senses in corpus
lemma_6892	lemma_6892_sense_11033	89	170	52.4	3	2 senses in corpus
lemma_24316	lemma_24316_sense_39167	103	103	100.0	3	1 senses in corpus
lemma_7052	lemma_7052_sense_11433	35	35	100.0	3	1 senses in corpus
lemma_68308	lemma_68308_sense_105703	1	1	100.0	3	1 senses in corpus
lemma_17377	lemma_17377_sense_29708	7	7	100.0	3	1 senses in corpus
lemma_5491	lemma_5491_sense_8556	95	120	79.2	2	2 senses in corpus
lemma_5484	lemma_5484_sense_8545	459	577	79.5	2	3 senses in corpus
lemma_4400	lemma_4400_sense_6861	475	743	63.9	2	7 senses in corpus
lemma_5779	lemma_5779_sense_9095	101	113	89.4	2	5 senses in corpus
lemma_4130	lemma_4130_sense_6485	1009	1089	92.7	2	4 senses in corpus
lemma_3691	lemma_3691_sense_5847	858	1106	77.6	2	4 senses in corpus
lemma_7479	lemma_7479_sense_12173	185	299	61.9	2	9 senses in corpus
lemma_7274	lemma_7274_sense_11790	104	123	84.6	2	3 senses in corpus
lemma_7276	lemma_7276_sense_11795	77	115	67.0	2	2 senses in corpus
lemma_7045	lemma_7045_sense_11425	8	10	80.0	2	2 senses in corpus
lemma_7447	lemma_7447_sense_12119	7	14	50.0	2	3 senses in corpus
lemma_15339	lemma_15339_sense_25354	3	3	100.0	2	1 senses in corpus
lemma_6535	lemma_6535_sense_10369	292	417	70.0	2	4 senses in corpus
lemma_8281	lemma_8281_sense_11468	13	13	100.0	2	1 senses in corpus
lemma_8305	lemma_8305_sense_23219	21	51	41.2	2	5 senses in corpus
lemma_3538	lemma_3538_sense_5605	1769	2334	75.8	2	3 senses in corpus
lemma_1349	lemma_1349_sense_2089	15	16	93.8	2	2 senses in corpus
lemma_5677	lemma_5677_sense_8886	69	93	74.2	2	6 senses in corpus
lemma_5795	lemma_5795_sense_9145	23	38	60.5	2	3 senses in corpus
lemma_3679	lemma_3679_sense_5822	8	9	88.9	2	2 senses in corpus
lemma_1680	lemma_1680_sense_2630	54	60	90.0	2	3 senses in corpus
lemma_7295	lemma_7295_sense_11829	14	15	93.3	2	2 senses in corpus
lemma_1556	lemma_1556_sense_2409	255	290	87.9	2	4 senses in corpus
lemma_3373	lemma_3373_sense_5311	69	74	93.2	2	4 senses in corpus
lemma_4222	lemma_4222_sense_6607	258	258	100.0	2	1 senses in corpus
lemma_4230	lemma_4230_sense_6619	69	70	98.6	2	2 senses in corpus
lemma_9046	lemma_9046_sense_12578	14	15	93.3	2	2 senses in corpus
lemma_4990	lemma_4990_sense_7754	8	20	40.0	2	3 senses in corpus
lemma_6745	lemma_6745_sense_10720	25	25	100.0	2	1 senses in corpus
lemma_5774	lemma_5774_sense_9087	24	51	47.1	2	3 senses in corpus
lemma_3687	lemma_3687_sense_24191	7	17	41.2	2	3 senses in corpus
lemma_5052	lemma_5052_sense_7870	155	179	86.6	2	2 senses in corpus
lemma_2844	lemma_2844_sense_13735	13	17	76.5	2	2 senses in corpus
lemma_7679	lemma_7679_sense_12588	43	43	100.0	2	1 senses in corpus
lemma_7259	lemma_7259_sense_11762	28	28	100.0	2	1 senses in corpus
lemma_607	lemma_607_sense_957	94	181	51.9	2	4 senses in corpus
lemma_5685	lemma_5685_sense_8903	57	67	85.1	2	3 senses in corpus
lemma_5810	lemma_5810_sense_9174	61	85	71.8	2	2 senses in corpus
lemma_6221	lemma_6221_sense_9811	292	368	79.3	2	4 senses in corpus
lemma_5628	lemma_5628_sense_8799	5	10	50.0	2	3 senses in corpus
lemma_646	lemma_646_sense_1027	81	110	73.6	2	3 senses in corpus
lemma_17554	lemma_17554_sense_29932	9	11	81.8	2	2 senses in corpus
lemma_5107	lemma_5107_sense_7946	68	92	73.9	2	5 senses in corpus
lemma_6726	lemma_6726_sense_10675	23	77	29.9	2	7 senses in corpus
lemma_9918	lemma_9918_sense_15942	237	245	96.7	2	3 senses in corpus
lemma_486	lemma_486_sense_19384	16	41	39.0	2	6 senses in corpus
lemma_11677	lemma_11677_sense_18524	4	4	100.0	2	1 senses in corpus
lemma_6981	lemma_6981_sense_11260	70	138	50.7	2	8 senses in corpus
lemma_3573	lemma_3573_sense_5669	79	141	56.0	2	5 senses in corpus
lemma_1451	lemma_1451_sense_2236	11	18	61.1	2	3 senses in corpus
lemma_45911	lemma_45911_sense_71820	3	3	100.0	2	1 senses in corpus
lemma_4772	lemma_4772_sense_7372	2	2	100.0	2	1 senses in corpus
lemma_5259	lemma_5259_sense_8197	96	96	100.0	2	1 senses in corpus
lemma_5185	lemma_5185_sense_8066	133	144	92.4	2	2 senses in corpus
lemma_3913	lemma_3913_sense_6172	141	239	59.0	2	5 senses in corpus
lemma_12011	lemma_12011_sense_19016	7	18	38.9	2	4 senses in corpus
lemma_4777	lemma_4777_sense_7379	47	60	78.3	2	3 senses in corpus
lemma_8161	lemma_8161_sense_21376	18	40	45.0	2	3 senses in corpus
lemma_7725	lemma_7725_sense_12656	67	77	87.0	2	2 senses in corpus
lemma_5737	lemma_5737_sense_9011	40	41	97.6	2	2 senses in corpus
lemma_5954	lemma_5954_sense_9434	3	3	100.0	2	1 senses in corpus
lemma_751	lemma_751_sense_1227	182	182	100.0	2	1 senses in corpus
lemma_5557	lemma_5557_sense_8685	25	36	69.4	2	2 senses in corpus
lemma_2148	lemma_2148_sense_3340	57	103	55.3	2	6 senses in corpus
lemma_98	lemma_98_sense_122	21	29	72.4	2	4 senses in corpus
lemma_5782	lemma_5782_sense_15036	31	50	62.0	2	5 senses in corpus
lemma_16008	lemma_16008_sense_26341	25	32	78.1	2	2 senses in corpus
lemma_5564	lemma_5564_sense_8697	128	128	100.0	2	1 senses in corpus
lemma_5110	lemma_5110_sense_7952	111	111	100.0	2	1 senses in corpus
lemma_3107	lemma_3107_sense_4934	39	39	100.0	2	1 senses in corpus
lemma_48	lemma_48_sense_62	8	8	100.0	2	1 senses in corpus
lemma_3469	lemma_3469_sense_5496	41	41	100.0	2	1 senses in corpus
lemma_535	lemma_535_sense_788	27	27	100.0	2	1 senses in corpus
lemma_9507	lemma_9507_sense_15446	64	66	97.0	2	3 senses in corpus
lemma_7613	lemma_7613_sense_12467	38	83	45.8	2	4 senses in corpus
lemma_22821	lemma_22821_sense_37122	11	11	100.0	2	1 senses in corpus
lemma_232	lemma_232_sense_295	48	51	94.1	2	3 senses in corpus
lemma_1227	lemma_1227_sense_1930	62	144	43.1	2	4 senses in corpus
lemma_4112	lemma_4112_sense_6463	67	106	63.2	2	2 senses in corpus
lemma_6144	lemma_6144_sense_9694	4	6	66.7	2	3 senses in corpus
lemma_15846	lemma_15846_sense_26107	10	18	55.6	2	3 senses in corpus
lemma_7207	lemma_7207_sense_11679	20	20	100.0	2	1 senses in corpus
lemma_4317	lemma_4317_sense_6745	98	98	100.0	2	1 senses in corpus
lemma_36222	lemma_36222_sense_56473	2	4	50.0	2	3 senses in corpus
lemma_7918	lemma_7918_sense_12992	705	713	98.9	2	3 senses in corpus
lemma_5786	lemma_5786_sense_9126	18	22	81.8	2	2 senses in corpus
lemma_2186	lemma_2186_sense_3435	10	11	90.9	2	2 senses in corpus
lemma_16272	lemma_16272_sense_28025	9	9	100.0	2	1 senses in corpus
lemma_3889	lemma_3889_sense_6140	119	168	70.8	2	2 senses in corpus
lemma_1655	lemma_1655_sense_2584	16	26	61.5	2	3 senses in corpus
lemma_6371	lemma_6371_sense_10044	3	7	42.9	2	3 senses in corpus
lemma_644	lemma_644_sense_1017	14	32	43.8	2	3 senses in corpus
lemma_3975	lemma_3975_sense_6260	1649	1649	100.0	2	1 senses in corpus
lemma_8314	lemma_8314_sense_21097	56	69	81.2	2	4 senses in corpus
lemma_1872	lemma_1872_sense_2886	16	17	94.1	2	2 senses in corpus
lemma_5542	lemma_5542_sense_8647	12	28	42.9	2	5 senses in corpus
lemma_556	lemma_556_sense_814	23	24	95.8	2	2 senses in corpus
lemma_5847	lemma_5847_sense_9261	103	145	71.0	2	5 senses in corpus
lemma_500	lemma_500_sense_713	7	7	100.0	2	1 senses in corpus
lemma_482	lemma_482_sense_679	31	35	88.6	2	2 senses in corpus
lemma_9652	lemma_9652_sense_49487	32	32	100.0	2	1 senses in corpus
lemma_2205	lemma_2205_sense_3495	7	7	100.0	2	1 senses in corpus
lemma_5246	lemma_5246_sense_8175	457	457	100.0	2	1 senses in corpus
lemma_5153	lemma_5153_sense_8007	202	272	74.3	1	4 senses in corpus
lemma_1560	lemma_1560_sense_2421	84	93	90.3	1	3 senses in corpus
lemma_6280	lemma_6280_sense_9901	780	978	79.8	1	2 senses in corpus
lemma_4205	lemma_4205_sense_6582	7	7	100.0	1	1 senses in corpus
lemma_477	lemma_477_sense_667	83	93	89.2	1	2 senses in corpus
lemma_3635	lemma_3635_sense_5742	12	12	100.0	1	1 senses in corpus
lemma_625	lemma_625_sense_989	15	21	71.4	1	3 senses in corpus
lemma_6916	lemma_6916_sense_11089	42	56	75.0	1	4 senses in corpus
lemma_2347	lemma_2347_sense_3771	105	144	72.9	1	2 senses in corpus
lemma_7181	lemma_7181_sense_11641	13	19	68.4	1	2 senses in corpus
lemma_2856	lemma_2856_sense_4585	8	13	61.5	1	3 senses in corpus
lemma_20036	lemma_20036_sense_33421	26	26	100.0	1	1 senses in corpus
lemma_6099	lemma_6099_sense_9625	78	190	41.1	1	5 senses in corpus
lemma_6223	lemma_6223_sense_9818	118	119	99.2	1	2 senses in corpus
lemma_705	lemma_705_sense_1144	9	17	52.9	1	3 senses in corpus
lemma_35326	lemma_35326_sense_54959	3	4	75.0	1	2 senses in corpus
lemma_1173	lemma_1173_sense_1854	38	38	100.0	1	1 senses in corpus
lemma_1953	lemma_1953_sense_2996	129	283	45.6	1	3 senses in corpus
lemma_4940	lemma_4940_sense_7684	528	528	100.0	1	1 senses in corpus
lemma_7805	lemma_7805_sense_12794	63	113	55.8	1	4 senses in corpus
lemma_737	lemma_737_sense_1206	23	25	92.0	1	2 senses in corpus
lemma_70029	lemma_70029_sense_107603	5	6	83.3	1	2 senses in corpus
lemma_19575	lemma_19575_sense_32568	1	2	50.0	1	2 senses in corpus
lemma_4920	lemma_4920_sense_7660	49	97	50.5	1	5 senses in corpus
lemma_11622	lemma_11622_sense_20976	3	3	100.0	1	1 senses in corpus
lemma_7566	lemma_7566_sense_12365	53	58	91.4	1	3 senses in corpus
lemma_5188	lemma_5188_sense_8072	25	25	100.0	1	1 senses in corpus
lemma_2343	lemma_2343_sense_17380	71	143	49.7	1	5 senses in corpus
lemma_2082	lemma_2082_sense_3225	174	175	99.4	1	2 senses in corpus
lemma_9798	lemma_9798_sense_15800	139	139	100.0	1	1 senses in corpus
lemma_13708	lemma_13708_sense_22580	14	14	100.0	1	1 senses in corpus
lemma_2216	lemma_2216_sense_3518	74	109	67.9	1	3 senses in corpus
lemma_5257	lemma_5257_sense_8191	17	21	81.0	1	3 senses in corpus
lemma_5050	lemma_5050_sense_7868	7	13	53.8	1	2 senses in corpus
lemma_3392	lemma_3392_sense_5348	5	5	100.0	1	1 senses in corpus
lemma_10524	lemma_10524_sense_16837	50	74	67.6	1	2 senses in corpus
lemma_9578	lemma_9578_sense_15532	26	48	54.2	1	2 senses in corpus
lemma_441	lemma_441_sense_606	13	36	36.1	1	3 senses in corpus
lemma_9750	lemma_9750_sense_15750	68	68	100.0	1	1 senses in corpus
lemma_6482	lemma_6482_sense_10260	9	16	56.2	1	5 senses in corpus
lemma_7208	lemma_7208_sense_11680	11	16	68.8	1	2 senses in corpus
lemma_11029	lemma_11029_sense_17608	3	3	100.0	1	1 senses in corpus
lemma_6846	lemma_6846_sense_10922	24	68	35.3	1	6 senses in corpus
lemma_2134	lemma_2134_sense_3323	27	30	90.0	1	3 senses in corpus
lemma_4350	lemma_4350_sense_6802	830	831	99.9	1	2 senses in corpus
lemma_19581	lemma_19581_sense_32588	2	2	100.0	1	1 senses in corpus
lemma_5159	lemma_5159_sense_8024	20	20	100.0	1	1 senses in corpus
lemma_1954	lemma_1954_sense_2999	113	121	93.4	1	2 senses in corpus
lemma_5686	lemma_5686_sense_8905	220	229	96.1	1	3 senses in corpus
lemma_8572	lemma_8572_sense_23235	4	7	57.1	1	3 senses in corpus
lemma_3925	lemma_3925_sense_6199	12	12	100.0	1	1 senses in corpus
lemma_431	lemma_431_sense_580	2	3	66.7	1	2 senses in corpus
lemma_3225	lemma_3225_sense_5087	28	29	96.6	1	2 senses in corpus
lemma_7968	lemma_7968_sense_13056	2	2	100.0	1	1 senses in corpus
lemma_430	lemma_430_sense_578	88	88	100.0	1	1 senses in corpus
lemma_1475	lemma_1475_sense_2275	5	7	71.4	1	3 senses in corpus
lemma_5407	lemma_5407_sense_8436	6	6	100.0	1	1 senses in corpus
lemma_9196	lemma_9196_sense_13711	76	106	71.7	1	2 senses in corpus
lemma_5190	lemma_5190_sense_8075	34	35	97.1	1	2 senses in corpus
lemma_7734	lemma_7734_sense_12676	9	16	56.2	1	5 senses in corpus
lemma_5113	lemma_5113_sense_7955	40	47	85.1	1	2 senses in corpus
