lemmaRef	resolved_sense	confidence	note
lexicon.xml#lemma_2122	lemma_2122_sense_3294	medium	heuristic-bulk: 84.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3437	lemma_3437_sense_5412	medium	heuristic-bulk: 80.0% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7401	lemma_7401_sense_12040	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2622	lemma_2622_sense_4214	medium	heuristic-bulk: 87.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4170	lemma_4170_sense_6541	medium	heuristic-bulk: 83.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4953	lemma_4953_sense_7706	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_40667	lemma_40667_sense_63158	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_272	lemma_272_sense_352	high	heuristic-bulk: 99.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4602	lemma_4602_sense_7157	medium	heuristic-bulk: 86.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1409	lemma_1409_sense_2174	high	heuristic-bulk: 97.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6210	lemma_6210_sense_9790	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7191	lemma_7191_sense_11653	medium	heuristic-bulk: 88.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1878	lemma_1878_sense_2895	medium	heuristic-bulk: 84.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2175	lemma_2175_sense_3405	high	heuristic-bulk: 92.8% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7023	lemma_7023_sense_11382	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4562	lemma_4562_sense_7110	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7171	lemma_7171_sense_11622	medium	heuristic-bulk: 87.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_595	lemma_595_sense_920	high	heuristic-bulk: 91.1% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1835	lemma_1835_sense_2835	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7355	lemma_7355_sense_11933	high	heuristic-bulk: 96.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5937	lemma_5937_sense_9409	high	heuristic-bulk: 98.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5613	lemma_5613_sense_8777	high	heuristic-bulk: 97.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5	lemma_5_sense_5	high	heuristic-bulk: 90.9% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5231	lemma_5231_sense_8149	high	heuristic-bulk: 94.2% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5236	lemma_5236_sense_8164	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1958	lemma_1958_sense_3004	high	heuristic-bulk: 97.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7212	lemma_7212_sense_11685	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_733	lemma_733_sense_1199	medium	heuristic-bulk: 81.6% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2841	lemma_2841_sense_4563	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3414	lemma_3414_sense_5383	medium	heuristic-bulk: 85.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5736	lemma_5736_sense_9008	high	heuristic-bulk: 92.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5156	lemma_5156_sense_14341	medium	heuristic-bulk: 82.2% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3343	lemma_3343_sense_5248	high	heuristic-bulk: 92.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3390	lemma_3390_sense_5343	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3797	lemma_3797_sense_5997	high	heuristic-bulk: 93.9% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7397	lemma_7397_sense_12027	medium	heuristic-bulk: 85.1% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2730	lemma_2730_sense_4400	medium	heuristic-bulk: 87.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6996	lemma_6996_sense_11304	medium	heuristic-bulk: 81.1% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_24316	lemma_24316_sense_39167	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7052	lemma_7052_sense_11433	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_68308	lemma_68308_sense_105703	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_17377	lemma_17377_sense_29708	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5779	lemma_5779_sense_9095	medium	heuristic-bulk: 89.4% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4130	lemma_4130_sense_6485	high	heuristic-bulk: 92.7% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7274	lemma_7274_sense_11790	medium	heuristic-bulk: 84.6% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7045	lemma_7045_sense_11425	medium	heuristic-bulk: 80.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_15339	lemma_15339_sense_25354	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_8281	lemma_8281_sense_11468	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1349	lemma_1349_sense_2089	high	heuristic-bulk: 93.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3679	lemma_3679_sense_5822	medium	heuristic-bulk: 88.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1680	lemma_1680_sense_2630	high	heuristic-bulk: 90.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7295	lemma_7295_sense_11829	high	heuristic-bulk: 93.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1556	lemma_1556_sense_2409	medium	heuristic-bulk: 87.9% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3373	lemma_3373_sense_5311	high	heuristic-bulk: 93.2% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4222	lemma_4222_sense_6607	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4230	lemma_4230_sense_6619	high	heuristic-bulk: 98.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9046	lemma_9046_sense_12578	high	heuristic-bulk: 93.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6745	lemma_6745_sense_10720	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5052	lemma_5052_sense_7870	medium	heuristic-bulk: 86.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7679	lemma_7679_sense_12588	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7259	lemma_7259_sense_11762	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5685	lemma_5685_sense_8903	medium	heuristic-bulk: 85.1% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_17554	lemma_17554_sense_29932	medium	heuristic-bulk: 81.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9918	lemma_9918_sense_15942	high	heuristic-bulk: 96.7% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_11677	lemma_11677_sense_18524	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_45911	lemma_45911_sense_71820	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4772	lemma_4772_sense_7372	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5259	lemma_5259_sense_8197	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5185	lemma_5185_sense_8066	high	heuristic-bulk: 92.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7725	lemma_7725_sense_12656	medium	heuristic-bulk: 87.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5737	lemma_5737_sense_9011	high	heuristic-bulk: 97.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5954	lemma_5954_sense_9434	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_751	lemma_751_sense_1227	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5564	lemma_5564_sense_8697	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5110	lemma_5110_sense_7952	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3107	lemma_3107_sense_4934	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_48	lemma_48_sense_62	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3469	lemma_3469_sense_5496	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_535	lemma_535_sense_788	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9507	lemma_9507_sense_15446	high	heuristic-bulk: 97.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_22821	lemma_22821_sense_37122	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_232	lemma_232_sense_295	high	heuristic-bulk: 94.1% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7207	lemma_7207_sense_11679	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4317	lemma_4317_sense_6745	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7918	lemma_7918_sense_12992	high	heuristic-bulk: 98.9% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5786	lemma_5786_sense_9126	medium	heuristic-bulk: 81.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2186	lemma_2186_sense_3435	high	heuristic-bulk: 90.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_16272	lemma_16272_sense_28025	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3975	lemma_3975_sense_6260	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_8314	lemma_8314_sense_21097	medium	heuristic-bulk: 81.2% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1872	lemma_1872_sense_2886	high	heuristic-bulk: 94.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_556	lemma_556_sense_814	high	heuristic-bulk: 95.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_500	lemma_500_sense_713	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_482	lemma_482_sense_679	medium	heuristic-bulk: 88.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9652	lemma_9652_sense_49487	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2205	lemma_2205_sense_3495	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5246	lemma_5246_sense_8175	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1560	lemma_1560_sense_2421	high	heuristic-bulk: 90.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4205	lemma_4205_sense_6582	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_477	lemma_477_sense_667	medium	heuristic-bulk: 89.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3635	lemma_3635_sense_5742	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_20036	lemma_20036_sense_33421	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6223	lemma_6223_sense_9818	high	heuristic-bulk: 99.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1173	lemma_1173_sense_1854	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4940	lemma_4940_sense_7684	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_737	lemma_737_sense_1206	high	heuristic-bulk: 92.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_70029	lemma_70029_sense_107603	medium	heuristic-bulk: 83.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_11622	lemma_11622_sense_20976	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7566	lemma_7566_sense_12365	high	heuristic-bulk: 91.4% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5188	lemma_5188_sense_8072	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2082	lemma_2082_sense_3225	high	heuristic-bulk: 99.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9798	lemma_9798_sense_15800	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_13708	lemma_13708_sense_22580	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5257	lemma_5257_sense_8191	medium	heuristic-bulk: 81.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3392	lemma_3392_sense_5348	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9750	lemma_9750_sense_15750	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_11029	lemma_11029_sense_17608	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2134	lemma_2134_sense_3323	high	heuristic-bulk: 90.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4350	lemma_4350_sense_6802	high	heuristic-bulk: 99.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_19581	lemma_19581_sense_32588	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5159	lemma_5159_sense_8024	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1954	lemma_1954_sense_2999	high	heuristic-bulk: 93.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5686	lemma_5686_sense_8905	high	heuristic-bulk: 96.1% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3925	lemma_3925_sense_6199	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3225	lemma_3225_sense_5087	high	heuristic-bulk: 96.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7968	lemma_7968_sense_13056	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_430	lemma_430_sense_578	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5407	lemma_5407_sense_8436	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5190	lemma_5190_sense_8075	high	heuristic-bulk: 97.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5113	lemma_5113_sense_7955	medium	heuristic-bulk: 85.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3118	lemma_3118_sense_4948	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2541	lemma_2541_sense_4069	medium	heuristic-bulk: 86.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5957	lemma_5957_sense_9442	medium	heuristic-bulk: 88.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3919	lemma_3919_sense_6184	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3937	lemma_3937_sense_6214	medium	heuristic-bulk: 87.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5931	lemma_5931_sense_9399	high	heuristic-bulk: 90.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2728	lemma_2728_sense_4396	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2692	lemma_2692_sense_4337	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6139	lemma_6139_sense_9684	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_14271	lemma_14271_sense_23642	high	heuristic-bulk: 93.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5114	lemma_5114_sense_7959	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4923	lemma_4923_sense_7663	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9503	lemma_9503_sense_15442	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_15630	lemma_15630_sense_25797	medium	heuristic-bulk: 83.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5587	lemma_5587_sense_8737	high	heuristic-bulk: 97.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_22461	lemma_22461_sense_36535	medium	heuristic-bulk: 88.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_27030	lemma_27030_sense_42995	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_18088	lemma_18088_sense_30555	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5660	lemma_5660_sense_8860	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2204	lemma_2204_sense_3494	medium	heuristic-bulk: 81.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4359	lemma_4359_sense_6811	high	heuristic-bulk: 90.7% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5314	lemma_5314_sense_8278	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_8147	lemma_8147_sense_4625	medium	heuristic-bulk: 87.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7235	lemma_7235_sense_11731	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_13595	lemma_13595_sense_22395	medium	heuristic-bulk: 80.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2670	lemma_2670_sense_4300	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4122	lemma_4122_sense_6475	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1435	lemma_1435_sense_2210	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5712	lemma_5712_sense_8956	high	heuristic-bulk: 98.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3352	lemma_3352_sense_5266	high	heuristic-bulk: 94.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1087	lemma_1087_sense_1730	high	heuristic-bulk: 99.4% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_11522	lemma_11522_sense_18372	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6794	lemma_6794_sense_10832	medium	heuristic-bulk: 83.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6048	lemma_6048_sense_9571	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6264	lemma_6264_sense_9878	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3341	lemma_3341_sense_5244	medium	heuristic-bulk: 88.6% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_54856	lemma_54856_sense_89722	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4823	lemma_4823_sense_7461	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_25517	lemma_25517_sense_40851	high	heuristic-bulk: 94.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5821	lemma_5821_sense_9205	high	heuristic-bulk: 96.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1996	lemma_1996_sense_3067	medium	heuristic-bulk: 81.6% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
