xml_id	resolved_sense	confidence	note
WZB_205rb_3_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_205vb_5_0	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_207vb_8_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_207vb_18_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_209rb_11_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_210rb_27_2	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_210vb_3_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_213vb_30_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_214ra_3_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_215ra_8_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_215rb_2_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_216vb_3_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_216vb_20_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_217vb_20_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_218vb_6_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_220ra_32_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_221va_22_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_223ra_35_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_226rb_32_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_226vb_3_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_227va_18_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_231rb_17_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_231vb_6_6	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_232ra_21_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_232ra_31_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_234ra_26_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_234ra_35_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_235ra_12_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_236ra_18_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_237rb_35_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_238ra_3_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_238ra_13_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
