file;xml_id;form;normalisiert;action;review_grund;neu_lemmaRef;neu_pos;ziel_lemma_form;lemma_kandidaten;lemma_pos_alle;vers_n;vorvers;vers;folgevers;umfeld
WZB.tei.xml;WZB_41va_35_4;wunderschŏne;wunderschoene;ANNOTATE;;lexicon.xml#lemma_9118;ADJ;wunderschoene;lemma_9118;ADJ;;Und anderr siben ochsen oufstunden ous dem wasser gar vngenemer vnd vorkrankt an durre vnd an mager Und giengen an einer weide an dem vber des wassers an grvnen vnd an fruchtbern stetin;vnd die selben magern ochsen die vrasen gene siben ochsen die des leibes veiste vnd **wunderschŏne** waren Nu erschrak SIS;vnd entslief wider vnd sach einen andern trovm Siben eher die wuchsen ous einem halme voller getreides vnd gar schŏner;des leibes veiste vnd **wunderschŏne** waren Nu erschrak SIS
WZB.tei.xml;WZB_42rb_4_1;ŏchsen;oechsen;ANNOTATE;;lexicon.xml#lemma_4480;NOM;ohse;lemma_4480;NOM;;vnd sach siben ochsen gar schŏner ous dem wasser steigen groses vnd vbir veistes vleisches die an der weide des pfules SIS die grvne abrupften;Und sich den selben volgten nach ander siben **ŏchsen** gar vngestalterr vnd magerr das ich ny vngestalter in lande hab gesehen;die vrassen die vordersten;volgten nach ander siben **ŏchsen** gar vngestalterr vnd magerr
WZB.tei.xml;WZB_43ra_7_0;wŏsten;woesten;REVIEW;lemma-kein-treffer;;;;;;;vnd nam das vingerlein von seiner hant vnd gab im das an seine hant vnd cleidet in mit einem sneweissen seideinen gewande vnd vm GENE legte im ein guldein golnir vmb seinen hals;Und hies in steigen ouf seinen wagen vnd noch der gewonheit schreien einen butil das sie alle vor im knyten vnd **wŏsten** in einen probst vber alle;Und der kvnig sprach zu Ich bins An dein gepot sol nymant wegen sein hant noch seinen fuz in aller erden;vor im knyten vnd **wŏsten** in einen probst vber
WZB.tei.xml;WZB_44va_20_10;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;sprach Ane kinder macht ir mich der ist nicht der leit gevangen wolt ir hin furen In mich ist alles dicz bŏze bekomen;Dem antworte Mein czwen svne die **tŏte** Ist das ich dir in nicht wider brenge Gib mirn in meyn hant vnd ich wil dirn wider antworten;Und Nicht sprach her czeucht mein svn mit euch Sein bruder ist tot Er ist alleine bliben Ist das im icht wider vert in der erden do ir hin czihet mein alden tage werdet ir mit trauren furen zu der;Mein czwen svne die **tŏte** Ist das ich dir
WZB.tei.xml;WZB_44vb_26_2;ŏrdenlich;oerdenlich;REVIEW;pos-mehrdeutig;;;ordenlich;lemma_4497;ADJ ADV;;Do sprach Czu meinem vngemache habt ir das getan das ir im habt geczeiget euch noch einen bruder haben;Und sie antworten Der mensche vragte vns **ŏrdenlich** noch ein ander noch vnserm geslechte ob der vater lebte ob wir hetten eynen bruder Dem antwort wir noch ein ander noch dem vnd er gevorschet hett Nu was mochte wir gewissen das er wurde sprechen Furet mit euch alher ewern bruder;Und der sprach zu seinem vater Las das kint mit mir so das wir czihen vnd mugen geleben das wir GENE icht sterben vnd vnser kinder;Der mensche vragte vns **ŏrdenlich** noch ein ander noch
WZB.tei.xml;WZB_46ra_33_1;bŏzes;boezes;REVIEW;lemma-kein-treffer;;;;;;;Und do sie ous der stat quamen vnd warn geczogen ein wenig furbas Do hies rufen dem schaffer seines houses vnd sprach Ste ouf vnd czeuch den mannen noch vnd vach sie vnd sprich Worumbe habt ir gegebn vbil vmb gut;Den kopf den ir habt gestoln der ist der kopf do mein herre ous trincket Und in dem er pfligt zu weissagen Gar ein **bŏzes** dinck habt ir getan;Und diser tat als er hies vnd vienk sie noch ein ander vnd sprach das;zu weissagen Gar ein **bŏzes** dinck habt ir getan
WZB.tei.xml;WZB_47va_2_5;vŏrcht;voercht;REVIEW;pos-mehrdeutig;;;vürhten;lemma_7298;NOM VRB;;Czu den sprach her senfticlichen Geet her zu mir vnd do sie nahen zu im quamen Ich bins so sprach her ewer bruder den ir vorkouft xlv GENE habt in;Nicht **vŏrcht** euch noch laset euch das nicht herte duncken das ir mich vorkouft habt in dise reich Wenne vmb ewer heil hat mich got vor euch gesant in;Wenne czwei iar ist das sich der hunger hat gehaben in der erden vnd noch funfe ander iar sint dorinne man weder geackern mag noch gesneiden;GENE habt in Nicht **vŏrcht** euch noch laset euch
WZB.tei.xml;WZB_49vb_11_1;bŏse;boese;REVIEW;pos-mehrdeutig;;;bœse;lemma_788;ADJ ADV GRA NOM;;vnd vragte von im Wie vil sint die tage der iare deines lebens;Er antworte Die tage der pilgereimunge meines lebens sint drisick vnd hundert iare vnd wenig vnd **bŏse** Und sint nicht komen bis zu den tagen meiner veter in den sie gepilgereimet haben;Und her gesegente den kvnig vnd gienk her fur;iare vnd wenig vnd **bŏse** Und sint nicht komen
WZB.tei.xml;WZB_53ra_28_0;trŏste;troeste;REVIEW;lemma-mehrdeutig;;;;lemma_6221 lemma_6223;;;Ir habit gedacht von mir bŏses vnd got hat das vorkart in gut also das her mich erhube als irs gegenn orticlichen schowet das er heil machte vil volkis;Nicht vorchtet euch ich wil euch neren vnd ewer kindlein vnd **trŏste** sie vnd sprach in lindlichen vnd gutlichen zu;Vnd wonte in mit alles seines vaters hous Und lebte czehen iar vnd hundert iare vnd sach kinder bis in die dritte geperunge Und die kinder seines svnes wurden geborn ouf SIS den knien;vnd ewer kindlein vnd **trŏste** sie vnd sprach in
WZB.tei.xml;WZB_53rb_20_4;fŭnf;fuenf;ANNOTATE;;lexicon.xml#lemma_7285;NUM;vünf;lemma_7285;NUM;;;;;do heisset Genesis der **fŭnf** buch ein ende Dornach
WZB.tei.xml;WZB_54vb_23_3;tŏch;toech;REVIEW;pos-mehrdeutig;;;ziehen;lemma_7861;NOM VRB;;vnd erhorte dise rede vnd suchte zu vorterben Der vloh von seiner angesicht vnd wonte in der erden vnd sas bei einem brvnne;Nu hatt der priester von siben **tŏch** EXO ter die quamen wasser schĕpfen vnd fulten die gerinne vnd begerten die schaf zu trenken ires vaters;Nu quamen vber sie die hierten vnd triben sie do von v vnd stund ouf vnd rett die iuncvrowen vnd trenkte in die schaf;der priester von siben **tŏch** EXO ter die quamen
WZB.tei.xml;WZB_55va_10_6;Lŏse;loese;REVIEW;lemma-mehrdeutig;;;;lemma_3818 lemma_3837;;;Nu sach vnser herre das er czoch zu sehen vnd rufte ous der mitte des pusches Der antworte Ich bin hie bei;Und vnser sprach N Nicht gee her czu **Lŏse** deine schuh von deinen fuzen wenne die stat an der du stest ist die heilige erde;Und sprach Ich bins der got deines vaters Got got vnd got vorbarge sein antlicz wenne er torste nicht sehen gegen gote;Nicht gee her czu **Lŏse** deine schuh von deinen
WZB.tei.xml;WZB_56vb_18_5;geschŏpfet;geschoepfet;REVIEW;lemma-kein-treffer;;;;;;;sprach Ich bite dich herre wenne ich bin nicht geredick von gestern vnd von egestern vnd sint dem male das du hast gesprochen zu deinem knechte ich bin gehinderter vnd tregir czungen;Und vnser herre sprach zu im Wer hat gemacht des menschen mvnt oder wer hat **geschŏpfet** den stvmmen vnd den touben den gesehenden vnd den blinden Uorwar ich;Czeuch hin dorumbe vnd ich wil sein in deinem mvnde vnd wil dich leren was du redist;mvnt oder wer hat **geschŏpfet** den stvmmen vnd den
WZB.tei.xml;WZB_57ra_6_1;gehŏrn;gehoern;REVIEW;pos-mehrdeutig;;;hœren;lemma_2885;INJ NOM VRB;;Sprich czu ym vnd secze meine wort in seinen mvnt vnd ich wil sein in deinem mvnde vnd in ienes munde vnd wil euch czeigen was ir hec dicit Jeremia ppherr EXO sullet tvn;Her wirt reden vor dich zu dem volke vnd wirt dein mvnt aber du wirdest im vorsein in den dingen die got an **gehŏrn**;Und dise rute nim in deine hant in der du czeichn tvn wirst;dingen die got an **gehŏrn** Und dise rute nim
WZB.tei.xml;WZB_58rb_4_6;gewŏnliche;gewoenliche;REVIEW;lemma-kein-treffer;;;;;;;Der sprach Ir geet musik vnd dorvmme sprechet ir Gee wir vnd opfer hic pharao facit n gere qui nt laborare ppter hoc Rex pharao con emp quod nox DUS wir vnserm herren;Geet dorvmbe vnd arbeitet Sprev gibt man euch nicht vnd die **gewŏnliche** czal der czigel die gebet;Nu sahen die prŏbste sich sein in vbel do von das man sprach zu in nichstesnicht sol gemynnert werden von den czigeln alle tage;euch nicht vnd die **gewŏnliche** czal der czigel die
WZB.tei.xml;WZB_58rb_6_3;prŏbste;proebste;REVIEW;lemma-kein-treffer;;;;;;;Geet dorvmbe vnd arbeitet Sprev gibt man euch nicht vnd die gewŏnliche czal der czigel die gebet;Nu sahen die **prŏbste** sich sein in vbel do von das man sprach zu in nichstesnicht sol gemynnert werden von den czigeln alle tage;Und giengen enkegen vnd die do stunden hinden gegen in do sie ous giengen von herren;gebet Nu sahen die **prŏbste** sich sein in vbel
WZB.tei.xml;WZB_60rb_10_5;crŏten;croeten;REVIEW;lemma-kein-treffer;;;;;;;Und vnser herre sprach zu Gee ein czu dem vnd sprich zu im Las mein volk das es mir opfer;Ist aber das du sie nicht wilt lasen sich so wil ich slahen alle deines landes ende mit **crŏten**;vnd quellen wirt das wasser crŏten die werden ouf steigen vnd werden krichen in dein hovz vnd in das leger deines bettis vnd ouf dein bette vnd in die heuser deiner knechte vnd in dein ouen vnd in die bleibelinge deiner speise;deines landes ende mit **crŏten** vnd quellen wirt das
WZB.tei.xml;WZB_60rb_12_0;crŏten;croeten;REVIEW;lemma-kein-treffer;;;;;;;Ist aber das du sie nicht wilt lasen sich so wil ich slahen alle deines landes ende mit crŏten;vnd quellen wirt das wasser **crŏten** die werden ouf steigen vnd werden krichen in dein hovz vnd in das leger deines bettis vnd ouf dein bette vnd in die heuser deiner knechte vnd in dein ouen vnd in die bleibelinge deiner speise;vnd czu dir vnd zu deinem volke vnd zu allen deinen knechten werden ein geen die krŏten;quellen wirt das wasser **crŏten** die werden ouf steigen
WZB.tei.xml;WZB_60rb_21_3;krŏten;kroeten;ANNOTATE;;lexicon.xml#lemma_3485;NOM;krote;lemma_3485;NOM;;vnd quellen wirt das wasser crŏten die werden ouf steigen vnd werden krichen in dein hovz vnd in das leger deines bettis vnd ouf dein bette vnd in die heuser deiner knechte vnd in dein ouen vnd in die bleibelinge deiner speise;vnd czu dir vnd zu deinem volke vnd zu allen deinen knechten werden ein geen die **krŏten**;Vnd toho toho toho toho EXO vnser herre sprach zu Sprich zu Recke ous dein hant vber die wasser vnd vber die brvnne vnd vber die pfuczen vnd fur ous croten ouf die;werden ein geen die **krŏten** Vnd toho toho toho
WZB.tei.xml;WZB_62va_34_3;knŏpil;knoepil;REVIEW;lemma-kein-treffer;;;;;;;Aber ich weis so das du vnd deine knechte noch nicht vorchten vnsern herren got;Aber der lein vnd die gersten was vorseret do von das die gerste grvne was vnd der lein nv **knŏpil** ous sproste;Aber der weicz vnd das DUS korn wurden nicht vorseret W wenne sie waren spetig;vnd der lein nv **knŏpil** ous sproste Aber der
WZB.tei.xml;WZB_62vb_26_3;ŏren;oeren;ANNOTATE;;lexicon.xml#lemma_4447;NOM;ôr;lemma_4447;NOM;;Und vnser herre sprach zu Gee ein czu hern wenne ich habe gehertet sein hercze vnd seiner knechte das ich meine czeichen tv an im;Das du das k kvndest in die **ŏren** deiner kinder vnd deiner kinder kinder wie ofte ich czu muschet han die Und meine czeichen die ich hab in yn getan Und wisset das ich sei der herre;Nu giengen ein dorvmme vnd zu herren vnd sprachen zu im Also spricht got herre der hebreer Worumbe wiltu mir x EXO nicht vndertenig sein Las geen mein volk das es mir opfer;k kvndest in die **ŏren** deiner kinder vnd deiner
WZB.tei.xml;WZB_64ra_2_4;vŏrdrist;voerdrist;REVIEW;lemma-kein-treffer;;;;;;;Und der sprach Opfer tyr vnd gancz enczuntes opfer wirstu vns geben die wir opfern sullen vnserm herren;Alle vnsere hert werden gen mit vns Ein kla bleibt nicht hie ous den das vns notdurft ist zu dem dienste vnsers herren EXO gotis vnd zu **vŏrdrist** wenne wir noch nicht en wissen was man sol opfern vncz bis wir zu der selben stat komen;Und vnser herre vorherte das hercze vnd her wolde sie nicht lasen;EXO gotis vnd zu **vŏrdrist** wenne wir noch nicht
WZB.tei.xml;WZB_65ra_27_3;gehŏrt;gehoert;REVIEW;pos-mehrdeutig;;;hœren;lemma_2885;INJ NOM VRB;;Siben tage sult ir essen vngesaurtes brot An dem ersten tage so sol nicht sowerteig sein in ewern heusern Welcher gesourteigtes isset des sele sol vorterben ous;Uon dem ersten tage vncz bis zu dem sibenden Der erste tag wirt heilig vnd lobsam vnd der sibende tag der selben hochczeit zu veiern wirdiclichen Nichtesnicht werkis tut an im ous genomen des das zu essen **gehŏrt** vnd halden sult ir oster brot;wenne an dem selben tage wil ich ous furen ewer her ous Und be huten vnd halten sult ir den tag yn ewern geperungen in ewigen rechten;des das zu essen **gehŏrt** vnd halden sult ir
WZB.tei.xml;WZB_66vb_34_0;lŏsen;loesen;ANNOTATE;;lexicon.xml#lemma_3837;VRB;lœsen;lemma_3837;VRB;;so saltu ous svndern alles das do ouf tut die permuter vnd das do sei das erste in deinem vihe Welcherlei du hast knechtleins geslechte das heilige vnserm herren;Das erstgeborne des esils saltu wechsiln mit einem schafe vnd ist das du das nicht wilt **lŏsen** so vorterbe es Aber alle erstegeburt des menschen ous deinen svnen die lose mit lone;Und wenne dich dein svn morgen vrogit was ist das so antworte im In starcker hant hat vns got ous gefurt von von dem house des dienstes;du das nicht wilt **lŏsen** so vorterbe es Aber
WZB.tei.xml;WZB_67ra_8_5;tŏte;toete;REVIEW;pos-mehrdeutig;;;tœten;lemma_6133;NOM VRB;;Und wenne dich dein svn morgen vrogit was ist das so antworte im In starcker hant hat vns got ous gefurt von von dem house des dienstes;wenne do nv vorhertet was herr vnd wolde vns nicht lasen do **tŏte** vnser herre alle erstegeburt in von der ersten geburt des menschen bis an die erstegeburt des vihes Dorumme opfer ich vnserm herren alle knechtels geslechte das do ouf tut die permuter vnd lose alle erstegeburt;Und dorumbe wirt als ein czeichen in deiner hant vnd als etwas angehangens zu einer gedechtnusse vnder deinen ougen Do von das in starcker hant vnser herre vns ous gefurt hat von;vns nicht lasen do **tŏte** vnser herre alle erstegeburt
WZB.tei.xml;WZB_68ra_14_3;grŏze;groeze;REVIEW;pos-mehrdeutig;;;grôz;lemma_2534;ADJ ADV GRA NOM;;Ist das nicht die rede die wir redten zu dir in sprechende Czeuch von vns so das wir dienen den M Michels bessir wer gewesen zu dienen den wenne sterben in der wustenunge;U Und sprach zu dem volke Nicht vorchtet euch Stet vnd secht die **grŏze** der wunder vnsers herren die her wirt h heute tvn Wenne die die ir y̆czunt secht mit nichte nicht werdet ir die furbas sehen ewiclich;Unser herre wirt fur euch streiten vnd ir werdet sweigen;Stet vnd secht die **grŏze** der wunder vnsers herren
WZB.tei.xml;WZB_68vb_14_2;vŏr;voer;REVIEW;pos-mehrdeutig;;;vor;lemma_7194;ADV GRA PRP;;vnd die wasser wider karten vnd bedakten die wegen vnd die reitenden vnd alles her herren das noch volgende ein geczogt was in das mer noch einer bleib nicht vber ous in;Aber czogen trucken durch die mitte des meres Und die wasser waren in **vŏr** ein mawer czu der rechten hant vnd czu der lincken;Und vnser herre lŏste an dem selben tage ous den henden der Und sie sahen die toten ouf dem vber des meres;die wasser waren in **vŏr** ein mawer czu der
WZB.tei.xml;WZB_68vb_16_6;lŏste;loeste;ANNOTATE;;lexicon.xml#lemma_3837;VRB;lœsen;lemma_3837;VRB;;Aber czogen trucken durch die mitte des meres Und die wasser waren in vŏr ein mawer czu der rechten hant vnd czu der lincken;Und vnser herre **lŏste** an dem selben tage ous den henden der Und sie sahen die toten ouf dem vber des meres;vnd die grose hant die vnser herre gevbet hette wider sie Und das volk vorchte vnsern herren vnd geloubte vnserm herren vnd seinem diener etcetera;lincken Und vnser herre **lŏste** an dem selben tage
WZB.tei.xml;WZB_68vb_30_5;gegrŏset;gegroeset;REVIEW;lemma-kein-treffer;;;;;;;vnd die grose hant die vnser herre gevbet hette wider sie Und das volk vorchte vnsern herren vnd geloubte vnserm herren vnd seinem diener etcetera;DO sanck einen newen gesanck vnd vnserm herren vnd sprachen Singe wir vnserm herren erlichen ist her **gegrŏset** das ros vnd den oufsteiger hat her geworffen in das mer;Mein stercke vnd mein lob ist mein herre vnd worden ist her mir zu heile Der ist meyn got vnd ich wil in eren got xv EXO meines vaters vnd ich wil in hoen;herren erlichen ist her **gegrŏset** das ros vnd den
WZB.tei.xml;WZB_69va_9_4;gegrŏset;gegroeset;REVIEW;lemma-kein-treffer;;;;;;;Nu nam dorumbe die weissaginne die swester in ir hant ein pouken vnd ous giengen alle vrowen noch ir scherecht mit pouken;den sank sie vor sprechende Singe wir dem herren wenne erlichn ist her **gegrŏset** Das ros vnd den oufsteiger hat her geworffen in das mer;Nu nam das volk ous dem vnd czogen in die wustenunge Und sie wanderten drei tage in der eynot vnd funden nichte wassers;wenne erlichn ist her **gegrŏset** Das ros vnd den
WZB.tei.xml;WZB_70ra_5_1;tŏpfen;toepfen;REVIEW;lemma-kein-treffer;;;;;;;Und alles volk von murmelte wider W xvi EXO vnd in der eynod;vnd zu in so sprachen O were wir tot von der hant vnsers herren in der do wir sasen ouf den **tŏpfen** vleisches vnd asen das brot in seticheit Worumb habt ir vns ein gefurt in dise wustenunge so das ir vorterbet alle dise menige hungers;Aber vnser herre sprach zu Secht ich wil euch brot regen von himel Gee ous das volk vnd cloub alle tage das sie genvk haben so das ich sie vor suche ob sie wandern in meiner e oder nicht;wir sasen ouf den **tŏpfen** vleisches vnd asen das
WZB.tei.xml;WZB_70va_16_1;stŏsil;stoesil;REVIEW;lemma-kein-treffer;;;;;;;Nu geschach das dorvmme des abendes vnd des kvniges vogil quamen gevlogen vnd bedakten ire purge vnd des morgens lag der taw in dem vmringe irr purge;vnd do her bedakt hette die gestalt der erden do erschein her in der eynode zu mulet vnd als mit einem **stŏsil** zu stosen gleich einem reif ouf der erden;Do das ersahen do sprachen sie wider ein ander Manhu das ist also vil gesprochen Was ist das Wenne sie wosten nicht was es were Czu den so sprache Das ist das brot das euch got vnser herre hat gegeben zu essen;vnd als mit einem **stŏsil** zu stosen gleich einem
WZB.tei.xml;WZB_70va_33_3;schŏffils;schoeffils;REVIEW;lemma-kein-treffer;;;;;;;Do das ersahen do sprachen sie wider ein ander Manhu das ist also vil gesprochen Was ist das Wenne sie wosten nicht was es were Czu den so sprache Das ist das brot das euch got vnser herre hat gegeben zu essen;Das ist die rede die euch gepoten hat vnser herre Cloube do von ein yeclicher also vil das her genvg habe zu essen besunderlich ein yeclich mensch die mase vol die do genant ist gomor das ist nicht vollen ein vierteil vnsers **schŏffils** noch der czal der selen die do wonen in ewern geczelten also sult ir ouf heben;Vnd DUS also taten vnd cloubten einer mere der ander mynner;vollen ein vierteil vnsers **schŏffils** noch der czal der
WZB.tei.xml;WZB_74ra_6_4;hŏrn;hoern;REVIEW;pos-mehrdeutig;;;hœren;lemma_2885;INJ NOM VRB;;do sprach her zu in Seit bereit an dem dritte tage vnd EXO nicht nehent euch ewern housvrowen;Nu was komen der dritte tag vnd der morgen was erschinen Und secht do begonde man doner zu **hŏrn** vnd plicczen begonden erschĭnen vnd ein dicke wolken bedacte den perck vnd der schal der busovnen sterclichen erschalte Nu vorchte sich das volk das do was in den purgen;Und do sie got enkegen sie ous gefurt hett von den steten der purge do stunden sie an die ende des pergis;begonde man doner zu **hŏrn** vnd plicczen begonden erschĭnen
WZB.tei.xml;WZB_75ra_2_6;vŏrchtet;voerchtet;REVIEW;pos-mehrdeutig;;;vürhten;lemma_7298;NOM VRB;;vnd sprachen zu Du rede vns zu vnd wir wolln dich hŏren Nicht rede vns vnser herre czu das wir leicht icht sterben;Und sprach tho ho bzde thoho EXO zu dem volke Nicht **vŏrchtet** euch Wenne dorumbe das euch got prufte so ist her komen vnd das sein vorchte in euch sei vnd das ir nicht svndigte;Und das volk stunt von verrens aber gink hin zu in den nebil in dem do got was;zu dem volke Nicht **vŏrchtet** euch Wenne dorumbe das
WZB.tei.xml;WZB_75rb_37_4;ŏre;oere;ANNOTATE;;lexicon.xml#lemma_4447;NOM;ôr;lemma_4447;NOM;;"vnd ist das der knecht sprichet M Meinen herren hab ich liep vnd housvrow vnd kinder Ich wil nicht ous geen vrei;";so sol in der herre opfern den gŏten vnd halde in zu der tvr vnd zu dem tvr studil Vnd durch bore im sein **ŏre** mit ei W EXO ner alen vnd wirt im ein ewiger knecht;Ist das yemant sein tochter vorkoufet czu einer dienerinne die sol nicht ous geen als ein dierne ous pfliget zu geen;durch bore im sein **ŏre** mit ei W EXO
WZB.tei.xml;WZB_76ra_12_2;hŏrnern;hoernern;REVIEW;lemma-kein-treffer;;;;;;;Und eynen czan ist das ymant ous sleht seinem knechte oder seiner meide gleicher weise sol her sie frei lasen geen;Ist das ein ochse mit den **hŏrnern** stŏset einen man oder ein vrowe so das si sterben mit steinen sol man sie erwerfen vnd sein vleisch sol man nicht essen Und der herre des ochsens bleibt vnschuldig;Ist das ein ochse horn tobig ist von gestern vnd von egestern vnd man seinen herren dorvber besworn hat noch en hat in nicht vorslossen vnd her erstŏset einen man oder eine vrowe vnd den ochsen schol man mit steinen erwerfen vnd den herren tŏten;ein ochse mit den **hŏrnern** stŏset einen man oder
WZB.tei.xml;WZB_76ra_12_3;stŏset;stoeset;REVIEW;lemma-kein-treffer;;;;;;;Und eynen czan ist das ymant ous sleht seinem knechte oder seiner meide gleicher weise sol her sie frei lasen geen;Ist das ein ochse mit den hŏrnern **stŏset** einen man oder ein vrowe so das si sterben mit steinen sol man sie erwerfen vnd sein vleisch sol man nicht essen Und der herre des ochsens bleibt vnschuldig;Ist das ein ochse horn tobig ist von gestern vnd von egestern vnd man seinen herren dorvber besworn hat noch en hat in nicht vorslossen vnd her erstŏset einen man oder eine vrowe vnd den ochsen schol man mit steinen erwerfen vnd den herren tŏten;ochse mit den hŏrnern **stŏset** einen man oder ein
WZB.tei.xml;WZB_76ra_22_5;erstŏset;erstoeset;REVIEW;lemma-kein-treffer;;;;;;;Ist das ein ochse mit den hŏrnern stŏset einen man oder ein vrowe so das si sterben mit steinen sol man sie erwerfen vnd sein vleisch sol man nicht essen Und der herre des ochsens bleibt vnschuldig;Ist das ein ochse horn tobig ist von gestern vnd von egestern vnd man seinen herren dorvber besworn hat noch en hat in nicht vorslossen vnd her **erstŏset** einen man oder eine vrowe vnd den ochsen schol man mit steinen erwerfen vnd den herren tŏten;vnd ist das im pesserunge wirt gesaczt so geb her fur sein sele was er von im heischet;nicht vorslossen vnd her **erstŏset** einen man oder eine
WZB.tei.xml;WZB_76ra_31_3;stŏsset;stoesset;REVIEW;lemma-kein-treffer;;;;;;;vnd ist das im pesserunge wirt gesaczt so geb her fur sein sele was er von im heischet;Eines svn oder eines tochter ist das her das horn **stŏsset** gleich sulchem vrteil sol her vnderligen;Ist das her einen kneht oder ein mait vorterbet dreissig scot sol her geben seinem herren Den ochsen vorwar sol man mit steinen erwer DUS fen;das her das horn **stŏsset** gleich sulchem vrteil sol
WZB.tei.xml;WZB_77va_23_1;bŏzen;boezen;REVIEW;pos-mehrdeutig;;;bœse;lemma_788;ADJ ADV GRA NOM;;Nicht neige dich in dem gerichte des armen;Fleuhe lugen Den vnschuldigen vnd den gerechten saltu nicht tŏten wenne ich wider sage dem **bŏzen**;Nicht nim gabe wenne gabe vorblenden ouch die clugen vnd vmbekeren die wort der gerechten;ich wider sage dem **bŏzen** Nicht nim gabe wenne
WZB.tei.xml;WZB_77vb_3_4;ŏlgerten;oelgerten;REVIEW;lemma-kein-treffer;;;;;;;Sechs iar besee deinen acker vnd fure zu samen dein getreide;Aber in dem sibenden iare las in vnd rven las yn so das do von essen die armen deines volkes Und was des andern sei das essen die wilt DUS der ecker Also tu in deinen weingerten vnd in deinen **ŏlgerten**;Sechs tage wirke in dem sibenden tage hŏre ouf so das dein ochse rue vnd dein esil vnd das dirkule der svn deiner dierne vnd der fremde;weingerten vnd in deinen **ŏlgerten** Sechs tage wirke in
WZB.tei.xml;WZB_78rb_6_4;stŏre;stoere;REVIEW;lemma-mehrdeutig;;;;lemma_5786 lemma_78709;;;Und vor dir wirt czihen mein engil vnd wirt dich ein furen zu dem Und DUS zu dem vnd zu dem vnd zu dem zu dem vnd zu dem Die ich wil vorterben;Nicht bete an ir gŏte noch bowe ir nicht Nicht bow̆o ir werk svnder **stŏre** sie vnd zu brich ire seulen;vnd dienet ewerm herren gote so das ich gesegen deinen broten vnd deinen wassern vnd heb ouf den sichtum von deiner mitte;bow̆o ir werk svnder **stŏre** sie vnd zu brich
WZB.tei.xml;WZB_80rb_29_5;kŏpfe;koepfe;ANNOTATE;;lexicon.xml#lemma_3405;NOM;kopf;lemma_3405;NOM;;Und lege ouf den tisch die brot des fursaczes in meiner angesichte alle czeit;Mache ouch eynen gehemerten leuchter von reinem golde seinen schaft vnd seine stengel **kŏpfe** vnd ringel vnd lilgen von im ous geende;Sechs stengil sullen von im ous geen von den seiten Drei stengil ous einer seiten vnd drei von der andern;schaft vnd seine stengel **kŏpfe** vnd ringel vnd lilgen
WZB.tei.xml;WZB_80va_10_1;kŏpfe;koepfe;ANNOTATE;;lexicon.xml#lemma_3405;NOM;kopf;lemma_3405;NOM;;Drei kopfe in der gestalt sam ein nvs an einen yclichen stengil vnd ringel e EXO vnd ouch lilgen Und glicher weise drei kopfe in der gestalt einer nvs an dem stengil vnd ringel vnd ein lilgen Das ist das werck der sechs stengel die do ous gefurt sullen werden von dem schafte;Aber an dem leuchter selben werden vir **kŏpfe** in der gestalt einer nvs vnd ringlein an yclichen vnd lilgen;Ringelein vnder czweien stengiln an dreien steten der gleichs sechse werden geende von einem schafte;leuchter selben werden vir **kŏpfe** in der gestalt einer
WZB.tei.xml;WZB_81ra_30_0;ŏrl;oerl;REVIEW;lemma-kein-treffer;;;;;;;Ous den fuge funf zu samen hinder sich Und die sechse saltu ouch gleich zu samen spannen also das du die sechste vbirdecke an der stirn des daches czwiualdigest;Mache ouch funfczig orn an dem savme einer vbirdecke das man sie mit der andern zu samen muge gefugen vnd funfczig **ŏrl** oder slingel an dem sovme der andern vbirdecke das man in mit dem andern zu samen muge gespannen;Und funfczig ereine heftel mit den man zu samen spanne die ŏrl oder die slingel so das ein vbirdecke werde ous DUS den allen;muge gefugen vnd funfczig **ŏrl** oder slingel an dem
WZB.tei.xml;WZB_81ra_36_1;ŏrl;oerl;REVIEW;lemma-kein-treffer;;;;;;;Mache ouch funfczig orn an dem savme einer vbirdecke das man sie mit der andern zu samen muge gefugen vnd funfczig ŏrl oder slingel an dem sovme der andern vbirdecke das man in mit dem andern zu samen muge gespannen;Und funfczig ereine heftel mit den man zu samen spanne die **ŏrl** oder die slingel so das ein vbirdecke werde ous DUS den allen;Das aber vbrig ist in den vbirdecken die do werden gemachet dem vbirdache das ist ein vbirdecke der do mer ist;zu samen spanne die **ŏrl** oder die slingel so
WZB.tei.xml;WZB_82rb_2_1;tŏpfe;toepfe;ANNOTATE;;lexicon.xml#lemma_6144;NOM;topf;lemma_6144;NOM;;Aber horner von den vier winkeln des alters sullen sein Und bedecke den alter mit ere;vnd mache ouch im zu dienste vnd zu hantreich DUS ereine **tŏpfe** die die asche enpfahen vnd czangen vnd crewel vnd des fewers geczeuge Alle vas smide ous ere;vnd einen rost zu gleicher weise als ein necze An des vier winkel sullen sein vir ereine ringe;zu hantreich DUS ereine **tŏpfe** die die asche enpfahen
