xml_id	form	context	lemma_id	candidate_pos	resolved_pos	confidence	reviewer
WZB_70va_7_4	Nu	ich bin ew̆er herre got [Nu] geschach das dorvmme des abendes	lemma_4432	ADV|CNJ	ADV	high	claude
WZB_70va_7_6	das	ew̆er herre got Nu geschach [das] dorvmme des abendes vnd des	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70va_8_1	abendes	Nu geschach das dorvmme des [abendes] vnd des kvniges vogil quamen	lemma_3	ADV|NOM	NOM	high	claude
WZB_70va_9_1	quamen	abendes vnd des kvniges vogil [quamen] gevlogen vnd bedakten ire purge	lemma_3400	NOM|VRB	VRB	high	claude
WZB_70va_9_2	gevlogen	vnd des kvniges vogil quamen [gevlogen] vnd bedakten ire purge vnd	lemma_7128	NOM|VRB	VRB	high	claude
WZB_70va_10_1	bedakten	kvniges vogil quamen gevlogen vnd [bedakten] ire purge vnd des morgens					
WZB_70va_10_2	ire	vogil quamen gevlogen vnd bedakten [ire] purge vnd des morgens lag	lemma_5454	POS|PRO	POS	high	claude
WZB_70va_11_1	morgens	bedakten ire purge vnd des [morgens] lag der taw in dem	lemma_4201	ADJ|ADV|NOM	NOM	high	claude
WZB_70va_11_2	lag	ire purge vnd des morgens [lag] der taw in dem vmringe	lemma_3770	NOM|VRB	VRB	high	claude
WZB_70va_12_2	irr	der taw in dem vmringe [irr] purge vnd do her bedakt	lemma_5454	POS|PRO	POS	high	claude
WZB_70va_13_1	her	vmringe irr purge vnd do [her] bedakt hette die gestalt der	lemma_1517	POS|PRO	PRO	high	claude
WZB_70va_13_3	hette	purge vnd do her bedakt [hette] die gestalt der erden do	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70va_13_5	gestalt	do her bedakt hette die [gestalt] der erden do erschein her	lemma_2246	ADJ|NOM	NOM	high	claude
WZB_70va_14_1	erden	bedakt hette die gestalt der [erden] do erschein her in der	lemma_1545	ADJ|ADV|NOM	NOM	high	claude
WZB_70va_14_6	her	gestalt der erden do erschein [her] in der eynode zu mulet	lemma_1517	POS|PRO	PRO	high	claude
WZB_70va_15_0	eynode	do erschein her in der [eynode] zu mulet vnd als mit					
WZB_70va_15_1	zu	erschein her in der eynode [zu] mulet vnd als mit einem	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70va_15_2	mulet	her in der eynode zu [mulet] vnd als mit einem stŏsil					
WZB_70va_16_0	einem	zu mulet vnd als mit [einem] stŏsil zu stosen gleich einem	lemma_1331	ART|NUM	DET	medium	claude-context
WZB_70va_16_1	stŏsil	mulet vnd als mit einem [stŏsil] zu stosen gleich einem reif					
WZB_70va_16_2	zu	vnd als mit einem stŏsil [zu] stosen gleich einem reif ouf	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70va_16_3	stosen	als mit einem stŏsil zu [stosen] gleich einem reif ouf der	lemma_5783	NOM|VRB	VRB	high	claude
WZB_70va_16_5	gleich	mit einem stŏsil zu stosen [gleich] einem reif ouf der erden	lemma_2065	ADJ|ADV|NOM	ADV	high	claude
WZB_70va_17_0	einem	einem stŏsil zu stosen gleich [einem] reif ouf der erden Do	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70va_17_1	reif	stŏsil zu stosen gleich einem [reif] ouf der erden Do das					
WZB_70va_17_2	ouf	zu stosen gleich einem reif [ouf] der erden Do das ersahen	lemma_6330	ADV|PRP	PRP	high	claude-context
WZB_70va_17_4	erden	gleich einem reif ouf der [erden] Do das ersahen do sprachen	lemma_1545	ADJ|ADV|NOM	NOM	high	claude
WZB_70va_18_0	das	reif ouf der erden Do [das] ersahen do sprachen sie wider	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70va_18_5	sprachen	erden Do das ersahen do [sprachen] sie wider ein ander Manhu	lemma_5693	NOM|VRB	VRB	high	claude
WZB_70va_18_6	sie	Do das ersahen do sprachen [sie] wider ein ander Manhu das	lemma_5454	POS|PRO	PRO	high	claude
WZB_70va_18_7	wider	das ersahen do sprachen sie [wider] ein ander Manhu das ist	lemma_7557	ADV|PRP	PRP	high	claude-context
WZB_70va_19_0	ein	ersahen do sprachen sie wider [ein] ander Manhu das ist also	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70va_19_1	ander	do sprachen sie wider ein [ander] Manhu das ist also vil	lemma_204	ADJ|ADV|NOM	ADJ	high	claude
WZB_70va_19_4	Manhu	sprachen sie wider ein ander [Manhu] das ist also vil gesprochen					
WZB_70va_19_7	das	sie wider ein ander Manhu [das] ist also vil gesprochen Was	lemma_1097	ART|CNJ	DET	medium	claude-context
WZB_70va_19_8	ist	wider ein ander Manhu das [ist] also vil gesprochen Was ist	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70va_20_1	vil	ander Manhu das ist also [vil] gesprochen Was ist das Wenne	lemma_7075	ADJ|ADV|GRA	ADV	high	claude
WZB_70va_20_2	gesprochen	Manhu das ist also vil [gesprochen] Was ist das Wenne sie	lemma_5693	NOM|VRB	VRB	high	claude
WZB_70va_20_5	Was	das ist also vil gesprochen [Was] ist das Wenne sie wosten	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70va_20_6	ist	ist also vil gesprochen Was [ist] das Wenne sie wosten nicht	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70va_21_0	das	also vil gesprochen Was ist [das] Wenne sie wosten nicht was	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70va_21_3	Wenne	vil gesprochen Was ist das [Wenne] sie wosten nicht was es	lemma_7385	ADV|CNJ	SCNJ	high	claude
WZB_70va_21_4	sie	gesprochen Was ist das Wenne [sie] wosten nicht was es were	lemma_5454	POS|PRO	PRO	high	claude
WZB_70va_21_5	wosten	Was ist das Wenne sie [wosten] nicht was es were Czu	lemma_7672	NOM|VRB	VRB	high	claude
WZB_70va_21_6	nicht	ist das Wenne sie wosten [nicht] was es were Czu den	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
WZB_70va_22_0	was	das Wenne sie wosten nicht [was] es were Czu den so	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70va_22_1	es	Wenne sie wosten nicht was [es] were Czu den so sprache	lemma_1762	POS|PRO	PRO	high	claude
WZB_70va_22_2	were	sie wosten nicht was es [were] Czu den so sprache Das	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70va_22_5	Czu	wosten nicht was es were [Czu] den so sprache Das ist	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70va_23_2	Das	were Czu den so sprache [Das] ist das brot das euch	lemma_1097	ART|CNJ	DET	medium	claude-context
WZB_70va_23_3	ist	Czu den so sprache Das [ist] das brot das euch got	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70va_23_4	das	den so sprache Das ist [das] brot das euch got vnser	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_70va_24_0	das	sprache Das ist das brot [das] euch got vnser herre hat	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70va_24_1	euch	Das ist das brot das [euch] got vnser herre hat gegeben	lemma_56117	POS|PRO	PRO	high	claude
WZB_70va_24_3	vnser	das brot das euch got [vnser] herre hat gegeben zu essen	lemma_7643	POS|PRO	POS	high	claude
WZB_70va_24_5	hat	das euch got vnser herre [hat] gegeben zu essen Das ist	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70va_25_0	gegeben	euch got vnser herre hat [gegeben] zu essen Das ist die	lemma_1961	NOM|VRB	VRB	high	claude
WZB_70va_25_1	zu	got vnser herre hat gegeben [zu] essen Das ist die rede	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70va_25_2	essen	vnser herre hat gegeben zu [essen] Das ist die rede die	lemma_1764	NOM|VRB	VRB	high	claude
WZB_70va_25_5	Das	herre hat gegeben zu essen [Das] ist die rede die euch	lemma_1097	ART|CNJ	DET	medium	claude-context
WZB_70va_25_6	ist	hat gegeben zu essen Das [ist] die rede die euch gepoten	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70va_26_3	euch	Das ist die rede die [euch] gepoten hat vnser herre Cloube	lemma_56117	POS|PRO	PRO	high	claude
WZB_70va_26_4	gepoten	ist die rede die euch [gepoten] hat vnser herre Cloube do	lemma_1971	NOM|VRB	VRB	high	claude
WZB_70va_26_5	hat	die rede die euch gepoten [hat] vnser herre Cloube do von	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70va_26_6	vnser	rede die euch gepoten hat [vnser] herre Cloube do von ein	lemma_7643	POS|PRO	POS	high	claude
WZB_70va_27_3	Cloube	euch gepoten hat vnser herre [Cloube] do von ein yeclicher also					
WZB_70va_27_6	ein	vnser herre Cloube do von [ein] yeclicher also vil das her	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70va_28_2	vil	do von ein yeclicher also [vil] das her genvg habe zu	lemma_7075	ADJ|ADV|GRA	ADV	high	claude
WZB_70va_28_4	das	von ein yeclicher also vil [das] her genvg habe zu essen	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70va_28_5	her	ein yeclicher also vil das [her] genvg habe zu essen besunderlich	lemma_1517	POS|PRO	PRO	high	claude
WZB_70va_28_6	genvg	yeclicher also vil das her [genvg] habe zu essen besunderlich ein	lemma_2141	ADJ|ADV	ADV	high	claude
WZB_70va_29_0	habe	also vil das her genvg [habe] zu essen besunderlich ein yeclich	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70va_29_1	zu	vil das her genvg habe [zu] essen besunderlich ein yeclich mensch	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70va_29_2	essen	das her genvg habe zu [essen] besunderlich ein yeclich mensch die	lemma_1764	NOM|VRB	VRB	high	claude
WZB_70va_29_4	besunderlich	her genvg habe zu essen [besunderlich] ein yeclich mensch die mase	lemma_607	ADJ|ADV	ADV	high	claude
WZB_70va_30_0	ein	genvg habe zu essen besunderlich [ein] yeclich mensch die mase vol	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70va_31_0	mase	besunderlich ein yeclich mensch die [mase] vol die do genant ist	lemma_3912	NOM|VRB	NOM	high	claude
WZB_70va_31_1	vol	ein yeclich mensch die mase [vol] die do genant ist gomor	lemma_7163	ADJ|ADV|GRA	ADJ	high	claude
WZB_70va_31_6	genant	die mase vol die do [genant] ist gomor das ist nicht	lemma_4331	NOM|VRB	VRB	high	claude
WZB_70va_31_7	ist	mase vol die do genant [ist] gomor das ist nicht vollen	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70va_32_3	das	die do genant ist gomor [das] ist nicht vollen ein vierteil	lemma_1097	ART|CNJ	DET	medium	claude-context
WZB_70va_32_4	ist	do genant ist gomor das [ist] nicht vollen ein vierteil vnsers	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70va_32_5	nicht	genant ist gomor das ist [nicht] vollen ein vierteil vnsers schŏffils	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
WZB_70va_32_6	vollen	ist gomor das ist nicht [vollen] ein vierteil vnsers schŏffils noch	lemma_7163	ADJ|ADV|GRA	ADJ	high	claude
WZB_70va_33_0	ein	gomor das ist nicht vollen [ein] vierteil vnsers schŏffils noch der	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70va_33_1	vierteil	das ist nicht vollen ein [vierteil] vnsers schŏffils noch der czal	lemma_9767	NOM|NUM	NOM	high	claude
WZB_70va_33_2	vnsers	ist nicht vollen ein vierteil [vnsers] schŏffils noch der czal der	lemma_7643	POS|PRO	POS	high	claude
WZB_70va_33_3	schŏffils	nicht vollen ein vierteil vnsers [schŏffils] noch der czal der selen					
WZB_70va_34_0	noch	vollen ein vierteil vnsers schŏffils [noch] der czal der selen die	lemma_4415	ADV|CNJ|NEG	PRP	medium	claude-context
WZB_70va_35_2	ewern	selen die do wonen in [ewern] geczelten also sult ir ouf	lemma_56117	POS|PRO	POS	high	claude
WZB_70va_36_1	sult	wonen in ewern geczelten also [sult] ir ouf heben Vnd DUS	lemma_5608	VEM|VRB	VEM	high	claude
WZB_70va_36_2	ir	in ewern geczelten also sult [ir] ouf heben Vnd DUS also	lemma_56117	POS|PRO	PRO	high	claude-context
WZB_70va_36_3	ouf	ewern geczelten also sult ir [ouf] heben Vnd DUS also taten	lemma_6330	ADV|PRP	ADV	high	claude-context
WZB_70vb_2_1	taten	ouf heben Vnd DUS also [taten] vnd cloubten einer mere der	lemma_6301	NOM|VRB	VRB	high	claude
WZB_70vb_2_3	cloubten	Vnd DUS also taten vnd [cloubten] einer mere der ander mynner					
WZB_70vb_2_4	einer	DUS also taten vnd cloubten [einer] mere der ander mynner Und	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70vb_3_1	ander	vnd cloubten einer mere der [ander] mynner Und masen das ander	lemma_204	ADJ|ADV|NOM	ADJ	high	claude
WZB_70vb_3_2	mynner	cloubten einer mere der ander [mynner] Und masen das ander mas	lemma_4134	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_3_5	masen	mere der ander mynner Und [masen] das ander mas gomor noch	lemma_3912	NOM|VRB	NOM	high	claude
WZB_70vb_4_0	das	der ander mynner Und masen [das] ander mas gomor noch der	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_70vb_4_1	ander	ander mynner Und masen das [ander] mas gomor noch der der	lemma_204	ADJ|ADV|NOM	ADJ	high	claude
WZB_70vb_5_0	noch	masen das ander mas gomor [noch] der der do mer gecloubt	lemma_4415	ADV|CNJ|NEG	PRP	medium	claude-context
WZB_70vb_5_6	mer	gomor noch der der do [mer] gecloubt hatte hette mer noch	lemma_4034	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_5_7	gecloubt	noch der der do mer [gecloubt] hatte hette mer noch der					
WZB_70vb_6_0	hatte	der der do mer gecloubt [hatte] hette mer noch der der	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70vb_6_3	hette	der do mer gecloubt hatte [hette] mer noch der der do	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70vb_6_4	mer	do mer gecloubt hatte hette [mer] noch der der do mynner	lemma_4034	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_6_7	noch	mer gecloubt hatte hette mer [noch] der der do mynner bereitet	lemma_4415	ADV|CNJ|NEG	PRP	medium	claude-context
WZB_70vb_7_1	mynner	mer noch der der do [mynner] bereitet hette vant mynner Sunder	lemma_4134	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_7_3	hette	der der do mynner bereitet [hette] vant mynner Sunder ycliche noch	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70vb_8_0	mynner	do mynner bereitet hette vant [mynner] Sunder ycliche noch dem vnd	lemma_4134	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_8_3	Sunder	mynner bereitet hette vant mynner [Sunder] ycliche noch dem vnd sie	lemma_5884	ADJ|ADV|CNJ|NOM	CCNJ	high	claude
WZB_70vb_8_5	noch	hette vant mynner Sunder ycliche [noch] dem vnd sie gessen mochten	lemma_4415	ADV|CNJ|NEG	PRP	medium	claude-context
WZB_70vb_9_2	sie	Sunder ycliche noch dem vnd [sie] gessen mochten hetten gesamment Und	lemma_5454	POS|PRO	PRO	high	claude
WZB_70vb_9_3	gessen	ycliche noch dem vnd sie [gessen] mochten hetten gesamment Und sprach	lemma_1764	NOM|VRB	VRB	high	claude
WZB_70vb_9_4	mochten	noch dem vnd sie gessen [mochten] hetten gesamment Und sprach zu	lemma_4240	VEM|VRB	VEM	high	claude
WZB_70vb_10_0	hetten	dem vnd sie gessen mochten [hetten] gesamment Und sprach zu in	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70vb_10_5	sprach	gessen mochten hetten gesamment Und [sprach] zu in Niemant las do	lemma_5693	NOM|VRB	VRB	high	claude
WZB_70vb_10_6	zu	mochten hetten gesamment Und sprach [zu] in Niemant las do von	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70vb_10_10	Niemant	gesamment Und sprach zu in [Niemant] las do von vber bleiben	lemma_4366	ADJ|NEG|PRO	NEG	high	claude
WZB_70vb_10_11	las	Und sprach zu in Niemant [las] do von vber bleiben vncz	lemma_3567	NOM|VRB	VRB	high	claude
WZB_70vb_11_3	bleiben	Niemant las do von vber [bleiben] vncz bis vru Und sie	lemma_504	NOM|VRB	VRB	high	claude
WZB_70vb_12_0	vru	von vber bleiben vncz bis [vru] Und sie horten sein nicht	lemma_7277	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_12_4	sie	bleiben vncz bis vru Und [sie] horten sein nicht sunder etliche	lemma_5454	POS|PRO	PRO	high	claude
WZB_70vb_12_5	horten	vncz bis vru Und sie [horten] sein nicht sunder etliche hielten	lemma_2885	INJ|NOM|VRB	VRB	high	claude
WZB_70vb_12_6	sein	bis vru Und sie horten [sein] nicht sunder etliche hielten des	lemma_1517	POS|PRO	POS	high	claude
WZB_70vb_12_7	nicht	vru Und sie horten sein [nicht] sunder etliche hielten des vncz	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
WZB_70vb_13_0	sunder	Und sie horten sein nicht [sunder] etliche hielten des vncz bis	lemma_5884	ADJ|ADV|CNJ|NOM	CCNJ	high	claude
WZB_70vb_13_2	hielten	horten sein nicht sunder etliche [hielten] des vncz bis vru Und	lemma_2629	INJ|VRB	VRB	high	claude
WZB_70vb_14_1	vru	etliche hielten des vncz bis [vru] Und quellen begonden dar ous	lemma_7277	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_14_4	quellen	des vncz bis vru Und [quellen] begonden dar ous wurme vnd	lemma_4777	NOM|VRB	VRB	high	claude
WZB_70vb_15_0	dar	bis vru Und quellen begonden [dar] ous wurme vnd vorvoulte Und	lemma_1055	ADJ|ADV|CNJ	ADV	high	claude
WZB_70vb_15_1	ous	vru Und quellen begonden dar [ous] wurme vnd vorvoulte Und czornig	lemma_6342	ADV|PRP	PRP	high	claude-context
WZB_70vb_15_4	vorvoulte	begonden dar ous wurme vnd [vorvoulte] Und czornig wart wider sie					
WZB_70vb_16_3	czornig	ous wurme vnd vorvoulte Und [czornig] wart wider sie Aber vru	lemma_7898	ADJ|ADV|GRA	ADJ	high	claude
WZB_70vb_16_4	wart	wurme vnd vorvoulte Und czornig [wart] wider sie Aber vru cloubten	lemma_7489	VEX|VRB	VRB	medium	claude-context
WZB_70vb_17_0	wider	vnd vorvoulte Und czornig wart [wider] sie Aber vru cloubten sie	lemma_7557	ADV|PRP	PRP	high	claude-context
WZB_70vb_17_1	sie	vorvoulte Und czornig wart wider [sie] Aber vru cloubten sie ein	lemma_5454	POS|PRO	PRO	high	claude
WZB_70vb_17_4	Aber	Und czornig wart wider sie [Aber] vru cloubten sie ein yeclicher	lemma_35	ADV|CNJ	CCNJ	high	claude
WZB_70vb_17_5	vru	czornig wart wider sie Aber [vru] cloubten sie ein yeclicher das	lemma_7277	ADJ|ADV|GRA|NOM	ADV	high	claude
WZB_70vb_18_0	cloubten	wart wider sie Aber vru [cloubten] sie ein yeclicher das sie					
WZB_70vb_18_1	sie	wider sie Aber vru cloubten [sie] ein yeclicher das sie genvg	lemma_5454	POS|PRO	PRO	high	claude
WZB_70vb_18_2	ein	sie Aber vru cloubten sie [ein] yeclicher das sie genvg mochten	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70vb_18_5	das	vru cloubten sie ein yeclicher [das] sie genvg mochten gehaben zu	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70vb_19_0	sie	cloubten sie ein yeclicher das [sie] genvg mochten gehaben zu essen	lemma_5454	POS|PRO	PRO	high	claude
WZB_70vb_19_1	genvg	sie ein yeclicher das sie [genvg] mochten gehaben zu essen Und	lemma_2141	ADJ|ADV	ADV	high	claude
WZB_70vb_19_2	mochten	ein yeclicher das sie genvg [mochten] gehaben zu essen Und so	lemma_4240	VEM|VRB	VEM	high	claude
WZB_70vb_20_0	zu	das sie genvg mochten gehaben [zu] essen Und so die svnne	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70vb_20_1	essen	sie genvg mochten gehaben zu [essen] Und so die svnne ł	lemma_1764	NOM|VRB	VRB	high	claude
WZB_70vb_21_0	was	Und so die svnne ł [was] warme worden so czusmalcz es	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70vb_21_1	warme	so die svnne ł was [warme] worden so czusmalcz es An	lemma_7401	ADJ|GRA	ADJ	high	claude
WZB_70vb_21_2	worden	die svnne ł was warme [worden] so czusmalcz es An dem	lemma_7489	VEX|VRB	VEX	high	claude
WZB_70vb_21_5	czusmalcz	ł was warme worden so [czusmalcz] es An dem sechsten tage					
WZB_70vb_22_0	es	was warme worden so czusmalcz [es] An dem sechsten tage vorwar	lemma_1762	POS|PRO	PRO	high	claude
WZB_70vb_23_0	tage	czusmalcz es An dem sechsten [tage] vorwar cloubten si czwiualdige speise	lemma_5994	ADV|NOM	NOM	high	claude
WZB_70vb_23_2	cloubten	An dem sechsten tage vorwar [cloubten] si czwiualdige speise das ist					
WZB_70vb_23_3	si	dem sechsten tage vorwar cloubten [si] czwiualdige speise das ist ein	lemma_5454	POS|PRO	PRO	high	claude
WZB_70vb_23_4	czwiualdige	sechsten tage vorwar cloubten si [czwiualdige] speise das ist ein yeclich					
WZB_70vb_24_3	das	vorwar cloubten si czwiualdige speise [das] ist ein yeclich mensche czwu	lemma_1097	ART|CNJ	DET	medium	claude-context
WZB_70vb_24_4	ist	cloubten si czwiualdige speise das [ist] ein yeclich mensche czwu gomor	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70vb_24_5	ein	si czwiualdige speise das ist [ein] yeclich mensche czwu gomor mase	lemma_1331	ART|NUM	DET	high	claude-context
WZB_70vb_25_1	czwu	das ist ein yeclich mensche [czwu] gomor mase vol Nu quamen	lemma_7929	ADJ|NUM	NUM	high	claude
WZB_70vb_26_0	mase	ein yeclich mensche czwu gomor [mase] vol Nu quamen alle fursten	lemma_3912	NOM|VRB	NOM	high	claude
WZB_70vb_26_1	vol	yeclich mensche czwu gomor mase [vol] Nu quamen alle fursten der	lemma_7163	ADJ|ADV|GRA	ADJ	high	claude
WZB_70vb_26_4	Nu	mensche czwu gomor mase vol [Nu] quamen alle fursten der menige	lemma_4432	ADV|CNJ	ADV	high	claude
WZB_70vb_26_5	quamen	czwu gomor mase vol Nu [quamen] alle fursten der menige vnd	lemma_3400	NOM|VRB	VRB	high	claude
WZB_70vb_26_6	alle	gomor mase vol Nu quamen [alle] fursten der menige vnd kvndigten	lemma_106	ADJ|ADV	ADJ	high	claude
WZB_70vb_27_2	menige	Nu quamen alle fursten der [menige] vnd kvndigten das Der sprach	lemma_4080	NOM|VRB	NOM	high	claude
WZB_70vb_27_4	kvndigten	alle fursten der menige vnd [kvndigten] das Der sprach Das ist					
WZB_70vb_28_0	das	fursten der menige vnd kvndigten [das] Der sprach Das ist das	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_70vb_28_4	sprach	menige vnd kvndigten das Der [sprach] Das ist das das vnser	lemma_5693	NOM|VRB	VRB	high	claude
WZB_70vb_29_0	Das	vnd kvndigten das Der sprach [Das] ist das das vnser herre	lemma_1097	ART|CNJ	DET	medium	claude-context
WZB_70vb_29_1	ist	kvndigten das Der sprach Das [ist] das das vnser herre gesprochen	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70vb_29_2	das	das Der sprach Das ist [das] das vnser herre gesprochen hat	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_70vb_29_5	das	Der sprach Das ist das [das] vnser herre gesprochen hat Rue	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_70vb_29_6	vnser	sprach Das ist das das [vnser] herre gesprochen hat Rue des	lemma_7643	POS|PRO	POS	high	claude
WZB_70vb_30_0	gesprochen	ist das das vnser herre [gesprochen] hat Rue des heiligen tages	lemma_5693	NOM|VRB	VRB	high	claude
WZB_70vb_30_1	hat	das das vnser herre gesprochen [hat] Rue des heiligen tages der	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_70vb_30_4	Rue	das vnser herre gesprochen hat [Rue] des heiligen tages der do					
WZB_70vb_30_6	heiligen	herre gesprochen hat Rue des [heiligen] tages der do geheiligt ist	lemma_2708	ADJ|ADV|GRA|NOM	ADJ	high	claude
WZB_70vb_31_0	tages	gesprochen hat Rue des heiligen [tages] der do geheiligt ist vnserm	lemma_5994	ADV|NOM	NOM	high	claude
WZB_70vb_31_6	ist	heiligen tages der do geheiligt [ist] vnserm herren Morgen was do	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70vb_32_0	vnserm	tages der do geheiligt ist [vnserm] herren Morgen was do czu	lemma_7643	POS|PRO	POS	high	claude
WZB_70vb_32_4	Morgen	do geheiligt ist vnserm herren [Morgen] was do czu arbeiten ist	lemma_4201	ADJ|ADV|NOM	NOM	high	claude
WZB_70vb_32_5	was	geheiligt ist vnserm herren Morgen [was] do czu arbeiten ist das	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70vb_33_1	czu	vnserm herren Morgen was do [czu] arbeiten ist das tut vnd	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70vb_33_3	ist	Morgen was do czu arbeiten [ist] das tut vnd was zu	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70vb_33_5	das	was do czu arbeiten ist [das] tut vnd was zu kochen	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70vb_33_6	tut	do czu arbeiten ist das [tut] vnd was zu kochen ist	lemma_6301	NOM|VRB	VRB	high	claude
WZB_70vb_34_0	was	arbeiten ist das tut vnd [was] zu kochen ist das kochet	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70vb_34_1	zu	ist das tut vnd was [zu] kochen ist das kochet Was	lemma_7770	CNJ|PRP	PRP	high	claude
WZB_70vb_34_3	ist	tut vnd was zu kochen [ist] das kochet Was aber des	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70vb_34_5	das	vnd was zu kochen ist [das] kochet Was aber des vberigen	lemma_1097	ART|CNJ	SCNJ	high	claude-context
WZB_70vb_34_6	kochet	was zu kochen ist das [kochet] Was aber des vberigen ist					
WZB_70vb_35_0	Was	zu kochen ist das kochet [Was] aber des vberigen ist das	lemma_7505	NOM|VRB	VRB	high	claude
WZB_70vb_35_1	aber	kochen ist das kochet Was [aber] des vberigen ist das EXO	lemma_35	ADV|CNJ	CCNJ	high	claude
WZB_70vb_35_4	ist	kochet Was aber des vberigen [ist] das EXO seczet hin bis	lemma_5432	VEX|VRB	VEX	high	claude
WZB_70vb_35_6	das	Was aber des vberigen ist [das] EXO seczet hin bis morgen	lemma_1097	ART|CNJ	DET	high	claude-context
WZB_71ra_2_0	seczet	des vberigen ist das EXO [seczet] hin bis morgen Und si	lemma_5423	NOM|VRB	VRB	high	claude
WZB_71ra_2_3	morgen	das EXO seczet hin bis [morgen] Und si taten also als	lemma_4201	ADJ|ADV|NOM	NOM	high	claude
WZB_71ra_2_7	si	seczet hin bis morgen Und [si] taten also als in gepoten	lemma_5454	POS|PRO	PRO	high	claude
WZB_71ra_3_0	taten	hin bis morgen Und si [taten] also als in gepoten hett	lemma_6301	NOM|VRB	VRB	high	claude
WZB_71ra_3_5	gepoten	si taten also als in [gepoten] hett Und es vorvoulte ł	lemma_1971	NOM|VRB	VRB	high	claude
WZB_71ra_3_6	hett	taten also als in gepoten [hett] Und es vorvoulte ł nicht	lemma_2598	NOM|VEX|VRB	VEX	high	claude-context
WZB_71ra_4_2	es	als in gepoten hett Und [es] vorvoulte ł nicht noch kein	lemma_1762	POS|PRO	PRO	high	claude
WZB_71ra_4_3	vorvoulte	in gepoten hett Und es [vorvoulte] ł nicht noch kein maden					
WZB_71ra_5_0	nicht	hett Und es vorvoulte ł [nicht] noch kein maden wurden funden	lemma_4377	ADJ|ADV|NEG|NOM	NEG	high	claude
