xml_id;form;form_schluessel;lemma;pos;typ;belege_ausserhalb_wzb;sigel_anzahl;sigel_probe
WZB_61va_2_0;pharaoni;pharaoni;lemma_4626;NAM;type_133706;2;2;BDK PKP
WZB_61va_2_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_3_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_3_4;volke;volke;lemma_7166;NOM;type_25442;131;43;ADP ALX ANN AXH AXU BRF DIO EID
WZB_61va_5_5;du;du;lemma_1242;PRO;type_3966;1303;167;ABS ADP APO ARB AXU BMG BRH BST
WZB_61va_7_1;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_61va_7_5;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_61va_7_6;hin;hin;lemma_2837;ADV;type_9597;12289;467;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_61va_7_9;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_8_2;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_61va_8_6;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_61va_9_3;tat;tat;lemma_6301;VRB;type_22317;407;68;AMI AUN AXW CHH CRO DBS DFS DGK
WZB_61va_10_4;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_10_6;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_11_0;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_61va_11_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_12_3;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_13_0;volke;volke;lemma_7166;NOM;type_25442;131;43;ADP ALX ANN AXH AXU BRF DIO EID
WZB_61va_13_3;noch;noch;lemma_4415;ADV;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_61va_14_0;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_61va_15_4;also;also;lemma_152;ADV;type_378;14303;424;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_61va_16_2;ouch;ouch;lemma_4523;CCNJ;type_15677;22328;475;ABG ABS ADP AGS AK ALL AMI AML
WZB_61va_16_3;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_61va_17_3;enlies;enlies;lemma_8161;VRB;type_146716;11;8;DRE DUM FLG1 MR2 MRS NEI NEIC SAX
WZB_61va_19_1;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_61va_19_2;sprach;sprach;lemma_5693;VRB;type_19957;43455;394;AC1 AC2 AC3 ADP AK AMI AML ANN
WZB_61va_20_3;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_61va_20_4;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_61va_20_7;sprich;sprich;lemma_5693;VRB;type_19975;638;171;ABG AC2 ADP AMI APO AX AXR AXU
WZB_61va_20_8;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_61va_20_9;im;im;lemma_1517;PRO;type_32780;53217;434;ABS AC1 AC2 AC3 ADP AGS AK AMI
WZB_61va_21_3;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_61va_21_5;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_61va_22_0;Las;las;lemma_3567;VRB;type_84202;98;5;MBS1 MBS7 NEI NEIC PUC
WZB_61va_22_1;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_61va_22_6;mir;mir;lemma_3001;PRO;type_10237;48071;519;ABG AC1 AC2 AC3 ADP AK ALL ALX
WZB_61va_22_7;opfer;opfer;lemma_4488;NOM;type_15587;314;46;ADP AXU AXW CHH DFT DLF DME DTP
WZB_61va_24_0;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_24_3;du;du;lemma_1242;PRO;type_3966;1303;167;ABS ADP APO ARB AXU BMG BRH BST
WZB_61va_24_5;noch;noch;lemma_4415;ADV;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_61va_25_2;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_61va_26_3;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_61va_27_1;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_61va_27_2;ros;ros;lemma_4973;NOM;type_17184;1806;134;AMI ANN ARB ARK AT AXH AXR AXS
WZB_61va_27_6;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_61va_28_3;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_61va_29_1;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_61va_29_6;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_61va_30_0;schafe;schafe;lemma_5143;NOM;type_139883;8;6;BRW DJEM HUL KVO PKP PUC
WZB_61va_30_1;gar;gar;lemma_1913;ADV;type_6476;21894;545;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61va_30_2;ein;ein;lemma_1331;DET;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_61va_31_1;machen;machen;lemma_3917;VRB;type_13685;2563;302;ABS AC1 AC2 AC3 ADP AK AMI APO
WZB_61va_31_4;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_61va_32_0;ein;ein;lemma_1331;NUM;type_4319;32235;383;AC1 AC2 AC3 ADP AGS AK ALL AMI
WZB_61va_35_2;also;also;lemma_152;ADV;type_378;14303;424;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_61vb_2_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_3_0;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_61vb_3_1;gehoret;gehoret;lemma_2885;VRB;type_47119;67;30;AC2 AC3 ADP BIL DEK DMD EKO FDS
WZB_61vb_3_2;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_61vb_4_0;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_61vb_4_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_5_4;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_61vb_6_5;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_61vb_6_8;Nu;nu;lemma_4432;ADV;type_15441;21525;515;AC1 AC2 AC3 ADP AK ALX AMI AML
WZB_61vb_7_0;tat;tat;lemma_6301;VRB;type_22317;407;68;AMI AUN AXW CHH CRO DBS DFS DGK
WZB_61vb_7_2;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_61vb_10_4;gar;gar;lemma_1913;ADV;type_6476;21894;545;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_12_3;Noch;noch;lemma_4415;ADV;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_61vb_13_0;tot;tot;lemma_6118;ADJ;type_68170;3099;219;ABG AC1 AC2 AC3 ADP AGS AMI AUK
WZB_61vb_13_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_13_9;Besweret;besweret;lemma_611;VRB;type_265754;23;15;DGR FDS FLG1 FR3 JT MAI MR2 NBB
WZB_61vb_14_5;lies;lies;lemma_3567;VRB;type_45514;223;35;ADP AXS BOP DFE DIO DLF DRE DSW
WZB_61vb_15_5;herr;herr;lemma_2684;NOM;type_9038;1882;99;AC2 ADP AK APO ASG AXR AXW BAB
WZB_61vb_15_6;sprach;sprach;lemma_5693;VRB;type_19957;43455;394;AC1 AC2 AC3 ADP AK AMI AML ANN
WZB_61vb_16_0;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_61vb_16_2;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_61vb_17_0;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_61vb_17_1;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_17_3;vol;vol;lemma_7163;ADJ;type_25418;2352;299;ABS AC1 AC2 AC3 ADP AK AMI ARB
WZB_61vb_18_6;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_19_4;hern;hern;lemma_2684;NOM;type_9037;149;22;AXW CR CRO DA DZB ERM GAR GOL
WZB_61vb_20_4;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_61vb_21_2;So;so;lemma_5601;ADV;type_19596;46543;550;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_61vb_22_2;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_61vb_23_0;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_61vb_23_2;vihe;vihe;lemma_7074;NOM;type_25006;189;54;ABG AK AXR AXS AXU BAR BZI CR
WZB_61vb_24_0;blasen;blasen;lemma_733;VRB;type_2283;1;1;DWS
WZB_61vb_24_5;si;si;lemma_5454;PRO;type_19043;1833;164;ADP AGS AUK AXS BDK BRH BUH BUS
WZB_61vb_25_0;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_26_2;hern;hern;lemma_2684;NOM;type_9037;149;22;AXW CR CRO DA DZB ERM GAR GOL
WZB_61vb_27_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_29_2;blasen;blasen;lemma_733;VRB;type_2283;1;1;DWS
WZB_61vb_29_3;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_61vb_30_3;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_61vb_30_5;vihe;vihe;lemma_7074;NOM;type_25006;189;54;ABG AK AXR AXS AXU BAR BZI CR
WZB_61vb_31_0;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_61vb_31_1;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_33_3;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_61vb_33_4;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_61vb_33_5;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_61vb_33_6;in;in;lemma_5454;PRO;type_305666;530;122;ADP ALL AML AUK BES BIM BMG BRF
WZB_61vb_33_7;waren;waren;lemma_7505;VRB;type_273620;305;37;ADP AML BIB BMG CLV CRO DGP DKK
WZB_62ra_3_2;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_62ra_3_4;herte;herte;lemma_2789;VRB;type_81469;1;1;JT
WZB_62ra_4_3;horte;horte;lemma_2885;VRB;type_9849;407;73;ADP AXR BRW CHH CRO DHE DIO DJR
WZB_62ra_4_4;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_62ra_6_0;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_62ra_6_5;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_62ra_7_0;sprach;sprach;lemma_5693;VRB;type_19957;43455;394;AC1 AC2 AC3 ADP AK AMI AML ANN
WZB_62ra_7_1;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_62ra_7_5;stee;stee;lemma_5710;VRB;type_118213;50;22;AC1 AC3 APO CRO DIS DNT FGP FR3
WZB_62ra_8_3;herren;herren;lemma_2684;NOM;type_9040;8925;255;AC1 AC2 AC3 ADP AK ALL AMI AML
WZB_62ra_9_0;sprich;sprich;lemma_5693;VRB;type_19975;638;171;ABG AC2 ADP AMI APO AX AXR AXU
WZB_62ra_9_1;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_62ra_9_2;im;im;lemma_1517;PRO;type_32780;53217;434;ABS AC1 AC2 AC3 ADP AGS AK AMI
WZB_62ra_9_5;Also;also;lemma_152;ADV;type_378;14303;424;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_9_7;got;got;lemma_2465;NOM;type_8253;21621;519;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_62ra_9_9;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_62ra_10_4;Las;las;lemma_3567;VRB;type_84202;98;5;MBS1 MBS7 NEI NEIC PUC
WZB_62ra_10_6;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_62ra_11_2;mir;mir;lemma_3001;PRO;type_10237;48071;519;ABG AC1 AC2 AC3 ADP AK ALL ALX
WZB_62ra_11_3;opfer;opfer;lemma_4488;NOM;type_15587;314;46;ADP AXU AXW CHH DFT DLF DME DTP
WZB_62ra_11_7;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_62ra_11_8;diser;diser;lemma_1169;DET;type_3692;1417;133;AC1 AC2 AC3 ADP AK APO ASG ATF
WZB_62ra_12_0;vrist;vrist;lemma_7242;NOM;type_25803;885;102;ALX AMI AX AXH AXR BAR BDK BRW
WZB_62ra_12_1;wil;wil;lemma_7473;VEM;type_26922;12100;293;ADP AGS AK AMI AT AX AXH AXK
WZB_62ra_12_2;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_13_1;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62ra_13_2;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_62ra_13_5;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62ra_14_4;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62ra_14_5;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_62ra_15_1;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_62ra_16_0;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_62ra_16_5;wil;wil;lemma_7473;VEM;type_26922;12100;293;ADP AGS AK AMI AT AX AXH AXK
WZB_62ra_16_6;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_17_0;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_62ra_17_4;wil;wil;lemma_7473;VEM;type_26922;12100;293;ADP AGS AK AMI AT AX AXH AXK
WZB_62ra_17_5;dich;dich;lemma_1242;PRO;type_3956;12994;412;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_62ra_17_6;slahen;slahen;lemma_5525;VRB;type_19341;400;100;AC1 AC2 AC3 ADP AK AX AXR AXU
WZB_62ra_18_1;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_62ra_19_0;vorterben;vorterben;lemma_6835;VRB;type_237782;2;2;RSP VTC
WZB_62ra_19_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_19_4;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_62ra_20_3;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_20_4;dich;dich;lemma_1242;PRO;type_3956;12994;412;ABG AC1 AC2 AC3 ADP AK ALX AMI
WZB_62ra_20_5;gesaczt;gesaczt;lemma_5423;VRB;type_158788;84;13;EHB FR3 HZU2 LUU NEIC PL1 PL2 PL3
WZB_62ra_21_3;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_21_7;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_62ra_22_4;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_23_1;in;in;lemma_1517;PRO;type_5008;2486;233;ADP AGS AML APO AT AUK AUN AXK
WZB_62ra_23_3;erden;erden;lemma_1545;NOM;type_5166;2991;198;AC1 AC2 AC3 ADP AK ALX AMI ANN
WZB_62ra_23_6;noch;noch;lemma_4415;PRP;type_15400;9523;250;ADP AGS AK AMI AML ANN AT AX
WZB_62ra_24_1;mein;mein;lemma_3001;POS;type_83864;880;21;AC2 CRO DBE DNT HUG HZU HZU2 MAI
WZB_62ra_25_1;lasen;lasen;lemma_3567;VRB;type_109829;3;2;NEI NEIC
WZB_62ra_25_6;ich;ich;lemma_3001;PRO;type_10212;138359;601;ABG AC1 AC2 AC3 ADP AGS AK ALL
WZB_62ra_25_7;wil;wil;lemma_7473;VEM;type_26922;12100;293;ADP AGS AK AMI AT AX AXH AXK
WZB_62ra_26_1;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_62ra_26_2;diser;diser;lemma_1169;DET;type_3692;1417;133;AC1 AC2 AC3 ADP AK APO ASG ATF
WZB_62ra_26_4;gar;gar;lemma_1913;ADV;type_6476;21894;545;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_27_5;glich;glich;lemma_2065;ADV;type_44451;482;56;ABS ADP AZW CL CRO DIO DKN DUZ
WZB_62ra_28_0;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_28_2;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_29_3;gestiftet;gestiftet;lemma_5771;VRB;type_20309;39;23;AXR AXU BVSN DFL DJUM FR3 GAR HH
WZB_62ra_29_4;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_29_6;vncz;vncz;lemma_6687;PRP;type_95184;103;11;BRIX DES2 HUB2 HZU2 KBL3 KME KSA1 MBS5
WZB_62ra_30_0;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_62ra_30_1;dise;dise;lemma_1169;DET;type_3688;3433;230;AC2 ADP AK AMI APO ATF AUP AXH
WZB_62ra_30_6;Sende;sende;lemma_5396;VRB;type_18806;33;16;DA FH GZM HK HSB JT MBH MKB
WZB_62ra_31_4;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_62ra_32_6;du;du;lemma_1242;PRO;type_3966;1303;167;ABS ADP APO ARB AXU BMG BRH BST
WZB_62ra_32_7;hast;hast;lemma_2598;VRB;type_8756;1640;163;AC1 AC2 AC3 ADP AMI APO ARB AXW
WZB_62ra_32_9;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_33_6;ist;ist;lemma_5432;VEX;type_18956;60723;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_34_2;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62ra_34_3;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_62ra_34_6;sie;sie;lemma_5454;PRO;type_19044;296;60;AC1 AML AXH AXU BAR BIM CR DA
WZB_62ra_35_4;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_62ra_35_6;gotes;gotes;lemma_2465;NOM;type_8256;4244;278;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_62ra_36_1;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62ra_36_8;vlihen;vlihen;lemma_7129;VRB;type_114908;7;5;DES MAI RF TSM WGA
WZB_62ra_36_9;seine;seine;lemma_5377;ADJ;type_18749;44;18;AK AXR BAR BRF DFL ER FD FDS
WZB_62ra_36_10;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62rb_2_5;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62rb_3_2;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_62rb_3_4;gotes;gotes;lemma_2465;NOM;type_8256;4244;278;ABG AC1 AC3 ADP AGS AK ALL ALX
WZB_62rb_4_4;lies;lies;lemma_3567;VRB;type_45514;223;35;ADP AXS BOP DFE DIO DLF DRE DSW
WZB_62rb_5_1;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62rb_6_1;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_62rb_6_2;sprach;sprach;lemma_5693;VRB;type_19957;43455;394;AC1 AC2 AC3 ADP AK AMI AML ANN
WZB_62rb_6_3;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
WZB_62rb_7_2;dein;dein;lemma_1242;POS;type_67142;2610;69;AC1 AC2 AC3 ALX APO ASG AXW BAB
WZB_62rb_8_3;so;so;lemma_5601;ADV;type_19596;46543;550;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_62rb_8_6;werde;werde;lemma_7489;VEX;type_27049;130;51;BUH BVH CR CRO DA DHA DHW DKA
WZB_62rb_10_0;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62rb_10_1;leute;leute;lemma_3806;NOM;type_13262;227;55;AC1 AC2 AC3 BGM CHH CRO DDE DEK
WZB_62rb_13_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62rb_13_3;rute;rute;lemma_5033;NOM;type_133210;4;4;DMN FR1 FR3 ZUK
WZB_62rb_14_5;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_62rb_16_1;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62rb_16_2;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62rb_17_2;herre;herre;lemma_2684;NOM;type_9039;15932;320;AC1 AC2 AC3 ADP AK AMI APO AX
WZB_62rb_18_0;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62rb_18_1;die;die;lemma_1139;DET;type_3568;152340;644;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62rb_19_3;fewer;fewer;lemma_7108;NOM;type_115362;108;32;AC3 AXW BRIX BVSN DES2 DGH DKA DML
WZB_62rb_19_4;glich;glich;lemma_2065;ADV;type_44451;482;56;ABS ADP AZW CL CRO DIO DKN DUZ
WZB_62rb_21_2;grose;grose;lemma_2534;ADJ;type_167377;17;7;FLG1 NBU NEI NEIC PUC WGM WVE
WZB_62rb_22_0;also;also;lemma_152;ADV;type_378;14303;424;ABS AC1 AC2 AC3 ADP AGS AK ALL
WZB_62va_2_0;erschinen;erschinen;lemma_1638;VRB;type_5555;26;22;ADP AMI AXU CRO ECK EHB ESB FLD
WZB_62va_2_4;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62va_2_10;volke;volke;lemma_7166;NOM;type_25442;131;43;ADP ALX ANN AXH AXU BRF DIO EID
WZB_62va_3_1;gestiftet;gestiftet;lemma_5771;VRB;type_20309;39;23;AXR AXU BVSN DFL DJUM FR3 GAR HH
WZB_62va_4_0;slug;slug;lemma_5525;VRB;type_43051;361;35;AC1 AC2 AC3 AXW BAB CRO DIO DMN
WZB_62va_4_6;do;do;lemma_1180;ADV;type_3738;20157;256;ADP AK AMI AML ARB AT AUK AUN
WZB_62va_4_8;ouf;ouf;lemma_6330;PRP;type_65838;155;16;BUS CHH DES DFR DME DRA GRG HZU2
WZB_62va_5_3;von;von;lemma_7193;PRP;type_25544;107920;623;ABG ABS AC1 AC2 AC3 ADP AGS AK
WZB_62va_6_0;an;an;lemma_199;PRP;type_522;37541;356;ABS AC1 AC2 ADP AGS AK ALL AMI
WZB_62va_7_1;slug;slug;lemma_5525;VRB;type_43051;361;35;AC1 AC2 AC3 AXW BAB CRO DIO DMN
WZB_62va_8_2;reiches;reiches;lemma_4872;NOM;type_68066;53;16;AC1 AC2 AC3 CRO ESB LZT MAI MLB
WZB_62va_8_3;zu;zu;lemma_7770;PRP;type_31260;30290;332;ABS AC1 AC2 AC3 ADP AGS ALX AMI
