lemma_id;lemma;normalisiert;pos;pos_alle;ist_name;sprachkonzepte;konzepte_gesamt;belege;texte;belegklasse;handpruefung
lemma_18863;tenebrae;tenebrae;NOM;NOM;nein;Lateinisch;4;9;5;6 bis 20;nein
lemma_26109;Tenedon;tenedon;NAM;NAM;ja;Griechisch;3;9;2;6 bis 20;nein
lemma_36987;Tepl;tepl;NAM;NAM;ja;Tschechisch;4;9;3;6 bis 20;nein
lemma_6072;Theodorus;theodorus;NAM;NAM;ja;Lateinisch;4;9;3;6 bis 20;nein
lemma_16076;tribûnus;tribunus;NOM;NOM;nein;Lateinisch;3;9;1;6 bis 20;nein
lemma_18005;Tryphon;tryphon;NAM;NAM;ja;Griechisch;4;9;4;6 bis 20;nein
lemma_19924;ubi;ubi;IPA;IPA;nein;Lateinisch;2;9;4;6 bis 20;nein
lemma_63808;Ursian;ursian;NAM;NAM;ja;Griechisch;3;9;1;6 bis 20;nein
lemma_16858;væle;vaele;NOM;NOM;nein;Französisch, Lateinisch;7;9;4;6 bis 20;nein
lemma_22653;Valentinus;valentinus;NAM;NAM;ja;Lateinisch;4;9;5;6 bis 20;nein
lemma_40212;vir;vir;NOM;NOM;nein;Lateinisch;3;9;4;6 bis 20;nein
lemma_1931;wastël;wastël;NOM;NOM;nein;Französisch;3;9;4;6 bis 20;nein
lemma_9883;wirne;wirne;NEG;NEG PRO;nein;Lateinisch;4;9;3;6 bis 20;nein
lemma_64279;Ysachor;ysachor;NAM;NAM;ja;Griechisch;3;9;1;6 bis 20;nein
lemma_10986;Zenos;zenos;NAM;NAM;ja;Griechisch;3;9;2;6 bis 20;nein
lemma_11468;zitôl;zitol;NOM;NOM;nein;Französisch;2;9;7;6 bis 20;nein
lemma_22307;Alius;alius;NAM;NAM;ja;Lateinisch;3;8;1;6 bis 20;nein
lemma_23594;amare;amare;VRB;VRB;nein;Lateinisch;3;8;4;6 bis 20;nein
lemma_30740;ambulare;ambulare;VRB;VRB;nein;Lateinisch;3;8;2;6 bis 20;nein
lemma_18755;Anastasius;anastasius;NAM;NAM;ja;Lateinisch;4;8;2;6 bis 20;nein
lemma_52074;Apuleius;apuleius;NAM;NAM;ja;Lateinisch;6;8;1;6 bis 20;nein
lemma_28420;Arius;arius;NAM;NAM;ja;Lateinisch;4;8;3;6 bis 20;nein
lemma_65609;Avenor;avenor;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_27710;Basilius;basilius;NAM;NAM;ja;Griechisch, Lateinisch;5;8;4;6 bis 20;nein
lemma_44266;Bogist;bogist;NAM;NAM;ja;Tschechisch;2;8;2;6 bis 20;nein
lemma_29694;Cantipus;cantipus;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_64675;Carpius;carpius;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_28500;Cedius;cedius;NAM;NAM;ja;Griechisch;3;8;2;6 bis 20;nein
lemma_27886;Christophorus;christophorus;NAM;NAM;ja;Griechisch;4;8;5;6 bis 20;nein
lemma_25166;Clara;clara;NAM;NAM;ja;Lateinisch;4;8;4;6 bis 20;nein
lemma_35134;cognoscere;cognoscere;VRB;VRB;nein;Lateinisch;6;8;3;6 bis 20;nein
lemma_28219;Constantius;constantius;NAM;NAM;ja;Lateinisch;3;8;1;6 bis 20;nein
lemma_64328;crêatiurlich;creatiurlich;ADJ;ADJ;nein;Lateinisch;7;8;2;6 bis 20;nein
lemma_20775;Crîses;crises;NAM;NAM;ja;Griechisch;3;8;2;6 bis 20;nein
lemma_64690;Critogolan;critogolan;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_23780;Cupesus;cupesus;NAM;NAM;ja;Griechisch;3;8;2;6 bis 20;nein
lemma_42444;Czirat;czirat;NAM;NAM;ja;Tschechisch;3;8;1;6 bis 20;nein
lemma_61154;datum;datum;NOM;NOM;nein;Lateinisch;2;8;4;6 bis 20;nein
lemma_25422;decrêt;decret;NOM;NOM;nein;Lateinisch;5;8;3;6 bis 20;nein
lemma_23770;Diogenes;diogenes;NAM;NAM;ja;Griechisch;5;8;4;6 bis 20;nein
lemma_25384;domenica;domenica;NOM;NOM;nein;Lateinisch;3;8;2;6 bis 20;nein
lemma_28339;Emulus;emulus;NAM;NAM;ja;Griechisch;3;8;3;6 bis 20;nein
lemma_28060;Eugenius;eugenius;NAM;NAM;ja;Lateinisch;4;8;5;6 bis 20;nein
lemma_23663;Exodus;exodus;NAM;NAM;ja;Lateinisch;4;8;3;6 bis 20;nein
lemma_28396;Faustus;faustus;NAM;NAM;ja;Lateinisch;3;8;1;6 bis 20;nein
lemma_48076;fest;fest;NOM;NOM;nein;Lateinisch;4;8;4;6 bis 20;nein
lemma_1805;flora;flora;NOM;NOM;nein;Französisch, Lateinisch;7;8;3;6 bis 20;nein
lemma_1864;Galagandreiz;galagandreiz;NAM;NAM;ja;Französisch;3;8;4;6 bis 20;nein
lemma_2015;gegensidele;gegensidele;NOM;NOM;nein;Lateinisch;6;8;7;6 bis 20;nein
lemma_51023;gîselitze;giselitze;NOM;NOM;nein;Slawisch;7;8;5;6 bis 20;nein
lemma_2432;Glockenitz;glockenitz;NAM;NAM;ja;Slawisch;2;8;4;6 bis 20;nein
lemma_2493;gramerzî;gramerzi;ADV;ADV NOM;nein;Französisch;3;8;7;6 bis 20;nein
lemma_9838;gurgel;gurgel;NOM;NOM;nein;Lateinisch;5;8;5;6 bis 20;nein
lemma_28405;Helius;helius;NAM;NAM;ja;Griechisch, Lateinisch;4;8;3;6 bis 20;nein
lemma_44664;Hrzewetz;hrzewetz;NAM;NAM;ja;Tschechisch;3;8;1;6 bis 20;nein
lemma_29436;Hubertus;hubertus;NAM;NAM;ja;Lateinisch;4;8;2;6 bis 20;nein
lemma_38341;inter;inter;PRP;PRP;nein;Lateinisch;3;8;3;6 bis 20;nein
lemma_31461;Îolê;iole;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_2977;Îrôt;irot;NAM;NAM;ja;Französisch;3;8;2;6 bis 20;nein
lemma_27656;judicare;judicare;VRB;VRB;nein;Lateinisch;3;8;4;6 bis 20;nein
lemma_63788;Laudorie;laudorie;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_42437;Libitz;libitz;NAM;NAM;ja;Slawisch, Tschechisch;3;8;2;6 bis 20;nein
lemma_27261;locus;locus;NOM;NOM;nein;Lateinisch;5;8;6;6 bis 20;nein
lemma_20524;logieren;logieren;VRB;VRB;nein;Französisch;5;8;1;6 bis 20;nein
lemma_71328;lëcze;lëcze;NOM;NOM;nein;Lateinisch;6;8;6;6 bis 20;nein
lemma_3939;mal;mal;ADJ;ADJ ADV NOM;nein;Französisch;4;8;6;6 bis 20;nein
lemma_22752;Maternus;maternus;NAM;NAM;ja;Lateinisch;4;8;2;6 bis 20;nein
lemma_44904;Maximus;maximus;NAM;NAM;ja;Lateinisch;3;8;4;6 bis 20;nein
lemma_20973;Medates;medates;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_9912;meile;meile;NOM;NOM;nein;Französisch;2;8;6;6 bis 20;nein
lemma_44468;Melnik;melnik;NAM;NAM;ja;Tschechisch;2;8;2;6 bis 20;nein
lemma_30972;mensura;mensura;NOM;NOM;nein;Lateinisch;3;8;6;6 bis 20;nein
lemma_30405;minister;minister;NOM;NOM;nein;Lateinisch;4;8;4;6 bis 20;nein
lemma_16886;monarcha;monarcha;NOM;NOM;nein;Griechisch, Lateinisch;4;8;2;6 bis 20;nein
lemma_10415;Mycene;mycene;NAM;NAM;ja;Griechisch;3;8;3;6 bis 20;nein
lemma_27812;natus;natus;ADJ;ADJ;nein;Lateinisch;3;8;5;6 bis 20;nein
lemma_28604;Nazarenus;nazarenus;NAM;NAM;ja;Hebräisch, Lateinisch;6;8;5;6 bis 20;nein
lemma_45272;notarius;notarius;NOM;NOM;nein;Lateinisch;5;8;4;6 bis 20;nein
lemma_59074;numen;numen;INJ;INJ;nein;Lateinisch;3;8;1;6 bis 20;nein
lemma_19295;Ödipus;oedipus;NAM;NAM;ja;Griechisch;4;8;2;6 bis 20;nein
lemma_28689;Palladium;palladium;NAM;NAM;ja;Griechisch;2;8;2;6 bis 20;nein
lemma_27116;parlament;parlament;NOM;NOM;nein;Französisch;4;8;7;6 bis 20;nein
lemma_25203;Pelôpones;pelopones;NAM;NAM;ja;Griechisch;3;8;2;6 bis 20;nein
lemma_31440;perficere;perficere;VRB;VRB;nein;Lateinisch;4;8;3;6 bis 20;nein
lemma_23303;pietas;pietas;NOM;NOM;nein;Lateinisch;6;8;5;6 bis 20;nein
lemma_4687;Plipalinot;plipalinot;NAM;NAM;ja;Französisch;3;8;1;6 bis 20;nein
lemma_28450;plus;plus;ADV;ADV;nein;Lateinisch;2;8;5;6 bis 20;nein
lemma_26483;Polipercôn;polipercon;NAM;NAM;ja;Griechisch;3;8;2;6 bis 20;nein
lemma_28062;praestare;praestare;VRB;VRB;nein;Lateinisch;6;8;3;6 bis 20;nein
lemma_21325;princeps;princeps;NOM;NOM;nein;Lateinisch;4;8;5;6 bis 20;nein
lemma_38613;prudentia;prudentia;NOM;NOM;nein;Lateinisch;6;8;2;6 bis 20;nein
lemma_21936;punjûr;punjur;NOM;NOM;nein;Französisch;3;8;3;6 bis 20;nein
lemma_25382;quartus;quartus;ADJ;ADJ NUM;nein;Lateinisch;7;8;7;6 bis 20;nein
lemma_69888;quidem;quidem;ADV;ADV;nein;Lateinisch;2;8;2;6 bis 20;nein
lemma_47412;regimentum;regimentum;NOM;NOM;nein;Lateinisch;4;8;5;6 bis 20;nein
lemma_67905;resurgere;resurgere;VRB;VRB;nein;Lateinisch;5;8;2;6 bis 20;nein
lemma_28320;resurrectio;resurrectio;NOM;NOM;nein;Lateinisch;6;8;2;6 bis 20;nein
lemma_29076;salutare;salutare;NOM;NOM VRB;nein;Lateinisch;6;8;7;6 bis 20;nein
lemma_16185;salvator;salvator;NOM;NOM;nein;Lateinisch;4;8;7;6 bis 20;nein
lemma_10098;schanzûn;schanzun;NOM;NOM;nein;Französisch;2;8;2;6 bis 20;nein
lemma_40245;sciscere;sciscere;VRB;VRB;nein;Lateinisch;5;8;1;6 bis 20;nein
lemma_18294;septus;septus;ADJ;ADJ ADV NUM;nein;Lateinisch;2;8;6;6 bis 20;nein
lemma_31927;servire;servire;VRB;VRB;nein;Italienisch, Lateinisch;5;8;3;6 bis 20;nein
lemma_36975;Seth;seth;NAM;NAM;ja;Hebräisch;4;8;3;6 bis 20;nein
lemma_28437;solus;solus;ADJ;ADJ GRA;nein;Lateinisch;3;8;2;6 bis 20;nein
lemma_34754;spondere;spondere;NOM;NOM VRB;nein;Lateinisch;6;8;4;6 bis 20;nein
lemma_44569;Starquas;starquas;NAM;NAM;ja;Tschechisch;3;8;1;6 bis 20;nein
lemma_44574;Stibor;stibor;NAM;NAM;ja;Slawisch;3;8;2;6 bis 20;nein
lemma_35506;surgere;surgere;VRB;VRB;nein;Lateinisch;6;8;4;6 bis 20;nein
lemma_25381;tertius;tertius;ADJ;ADJ NUM;nein;Lateinisch;6;8;6;6 bis 20;nein
lemma_29457;testis;testis;NOM;NOM;nein;Lateinisch;7;8;3;6 bis 20;nein
lemma_19325;Thelogonus;thelogonus;NAM;NAM;ja;Griechisch;3;8;1;6 bis 20;nein
lemma_30080;tribulatio;tribulatio;NOM;NOM;nein;Lateinisch;3;8;4;6 bis 20;nein
lemma_6264;tu;tu;PRO;PRO;nein;Französisch, Slawisch;3;8;8;6 bis 20;nein
lemma_45696;turba;turba;NOM;NOM;nein;Lateinisch;6;8;2;6 bis 20;nein
lemma_23572;venter;venter;NOM;NOM;nein;Lateinisch;3;8;5;6 bis 20;nein
lemma_23619;Ytis;ytis;NAM;NAM;ja;Griechisch;4;8;1;6 bis 20;nein
lemma_18571;zodiacus;zodiacus;NOM;NOM;nein;Griechisch, Lateinisch;4;8;5;6 bis 20;nein
lemma_15981;Abednego;abednego;NAM;NAM;ja;Hebräisch;4;7;5;6 bis 20;nein
lemma_25635;abewerfen;abewerfen;PRP;PRP VRB;nein;Lateinisch;8;7;5;6 bis 20;nein
lemma_21359;abstinentia;abstinentia;NOM;NOM;nein;Lateinisch;6;7;2;6 bis 20;nein
lemma_28433;agnus;agnus;NOM;NOM;nein;Lateinisch;5;7;4;6 bis 20;nein
lemma_23589;Amontâ;amonta;NAM;NAM;ja;Griechisch, Lateinisch;4;7;2;6 bis 20;nein
lemma_21768;Amphiôn;amphion;NAM;NAM;ja;Griechisch;3;7;3;6 bis 20;nein
lemma_65209;Antipolar;antipolar;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_26182;Ariolus;ariolus;NAM;NAM;ja;Griechisch;3;7;4;6 bis 20;nein
lemma_26579;Asahel;asahel;NAM;NAM;ja;Hebräisch;4;7;6;6 bis 20;nein
lemma_76848;assise;assise;NOM;NOM;nein;Französisch;6;7;2;6 bis 20;nein
lemma_25543;at;at;PRP;PRP;nein;Lateinisch;2;7;3;6 bis 20;nein
lemma_15664;Azariah;azariah;NAM;NAM;ja;Hebräisch;4;7;4;6 bis 20;nein
lemma_35841;Bavor;bavor;NAM;NAM;ja;Tschechisch;3;7;3;6 bis 20;nein
lemma_15135;bêamîs;beamis;NOM;NOM;nein;Französisch, Lateinisch;6;7;2;6 bis 20;nein
lemma_421;Beamunt;beamunt;NAM;NAM;ja;Französisch;3;7;4;6 bis 20;nein
lemma_14680;Belfortemunt;belfortemunt;NAM;NAM;ja;Französisch;2;7;1;6 bis 20;nein
lemma_68073;benediz;benediz;NOM;NOM;nein;Lateinisch;5;7;3;6 bis 20;nein
lemma_18634;Boêzîe;boezie;NAM;NAM;ja;Griechisch;3;7;5;6 bis 20;nein
lemma_9284;burgunjois;burgunjois;ADJ;ADJ;nein;Französisch;2;7;2;6 bis 20;nein
lemma_25666;caeles;caeles;ADJ;ADJ NOM;nein;Lateinisch;3;7;6;6 bis 20;nein
lemma_28586;Cassiodorus;cassiodorus;NAM;NAM;ja;Lateinisch;4;7;2;6 bis 20;nein
lemma_29306;Cecilia;cecilia;NAM;NAM;ja;Lateinisch;4;7;7;6 bis 20;nein
lemma_44310;Chrudim;chrudim;NAM;NAM;ja;Tschechisch;2;7;2;6 bis 20;nein
lemma_30765;Cicero;cicero;NAM;NAM;ja;Lateinisch;3;7;3;6 bis 20;nein
lemma_46085;citatio;citatio;NOM;NOM;nein;Lateinisch;5;7;1;6 bis 20;nein
lemma_36908;civitas;civitas;NOM;NOM;nein;Lateinisch;3;7;3;6 bis 20;nein
lemma_35115;cognitio;cognitio;NOM;NOM;nein;Lateinisch;5;7;1;6 bis 20;nein
lemma_29044;collecte;collecte;NOM;NOM;nein;Lateinisch;5;7;4;6 bis 20;nein
lemma_45800;colligere;colligere;VRB;VRB;nein;Lateinisch;3;7;6;6 bis 20;nein
lemma_45624;considerare;considerare;VRB;VRB;nein;Lateinisch;4;7;2;6 bis 20;nein
lemma_62154;Constancia;constancia;NAM;NAM;ja;Lateinisch;3;7;2;6 bis 20;nein
lemma_28473;creare;creare;VRB;VRB;nein;Lateinisch;5;7;3;6 bis 20;nein
lemma_44578;Ctirat;ctirat;NAM;NAM;ja;Tschechisch;3;7;1;6 bis 20;nein
lemma_1041;cuns;cuns;NOM;NOM;nein;Einzelsprachen;2;7;2;6 bis 20;nein
lemma_45531;currere;currere;VRB;VRB;nein;Lateinisch;4;7;3;6 bis 20;nein
lemma_18410;dexter;dexter;ADJ;ADJ;nein;Lateinisch;3;7;5;6 bis 20;nein
lemma_31241;dîadêm;diadem;NOM;NOM;nein;Lateinisch;4;7;5;6 bis 20;nein
lemma_34889;dignus;dignus;ADJ;ADJ NOM;nein;Lateinisch;3;7;4;6 bis 20;nein
lemma_10811;discantare;discantare;NOM;NOM VRB;nein;Französisch, Lateinisch;5;7;5;6 bis 20;nein
lemma_28918;divinitas;divinitas;NOM;NOM;nein;Lateinisch;2;7;3;6 bis 20;nein
lemma_24306;Dolon;dolon;NAM;NAM;ja;Griechisch;3;7;2;6 bis 20;nein
lemma_21867;Domicianus;domicianus;NAM;NAM;ja;Lateinisch;4;7;4;6 bis 20;nein
lemma_33759;dum;dum;ADV;ADV;nein;Lateinisch;2;7;5;6 bis 20;nein
lemma_27332;duo;duo;ADJ;ADJ NUM;nein;Lateinisch;2;7;4;6 bis 20;nein
lemma_15708;Elizabel;elizabel;NAM;NAM;ja;Französisch;3;7;1;6 bis 20;nein
lemma_20636;Eteocles;eteocles;NAM;NAM;ja;Griechisch;4;7;4;6 bis 20;nein
lemma_73116;fehler;fehler;NOM;NOM;nein;Französisch;5;7;1;6 bis 20;nein
lemma_21146;figûren;figuren;VRB;VRB;nein;Lateinisch;6;7;6;6 bis 20;nein
lemma_27423;Finees;finees;NAM;NAM;ja;Hebräisch;4;7;4;6 bis 20;nein
lemma_40088;Florentina;florentina;NAM;NAM;ja;Lateinisch;3;7;1;6 bis 20;nein
lemma_45906;gaudere;gaudere;VRB;VRB;nein;Lateinisch;3;7;5;6 bis 20;nein
lemma_2137;Genteflûr;genteflur;NAM;NAM;ja;Französisch;4;7;3;6 bis 20;nein
lemma_20388;Gillebert;gillebert;NAM;NAM;ja;Französisch, Griechisch;4;7;5;6 bis 20;nein
lemma_16645;Gradimonte;gradimonte;NAM;NAM;ja;Französisch;2;7;1;6 bis 20;nein
lemma_44083;gubernator;gubernator;NOM;NOM;nein;Lateinisch;5;7;1;6 bis 20;nein
lemma_47932;hieltten;hieltten;VRB;VRB;nein;Rotwelsch;7;7;2;6 bis 20;nein
lemma_20458;indulgentia;indulgentia;NOM;NOM VRB;nein;Lateinisch;4;7;5;6 bis 20;nein
lemma_8164;inlant;inlant;ADV;ADV;nein;Lateinisch;4;7;6;6 bis 20;nein
lemma_38656;introire;introire;VRB;VRB;nein;Lateinisch;4;7;4;6 bis 20;nein
lemma_20977;Joab;joab;NAM;NAM;ja;Hebräisch;4;7;3;6 bis 20;nein
lemma_3132;Joas;joas;NAM;NAM;ja;Hebräisch;4;7;2;6 bis 20;nein
lemma_26144;Jocundille;jocundille;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_28173;Jubal;jubal;NAM;NAM;ja;Hebräisch;4;7;3;6 bis 20;nein
lemma_26820;Justinianus;justinianus;NAM;NAM;ja;Lateinisch;3;7;1;6 bis 20;nein
lemma_36666;Kosdras;kosdras;NAM;NAM;ja;Persisch;3;7;3;6 bis 20;nein
lemma_3551;Kuraus;kuraus;NAM;NAM;ja;Lateinisch;3;7;2;6 bis 20;nein
lemma_28643;Lausus;lausus;NAM;NAM;ja;Lateinisch;3;7;1;6 bis 20;nein
lemma_26401;Levi;levi;NAM;NAM;ja;Hebräisch;4;7;4;6 bis 20;nein
lemma_25523;lixa;lixa;NOM;NOM;nein;Lateinisch;3;7;2;6 bis 20;nein
lemma_44460;Lorc;lorc;NAM;NAM;ja;Slawisch;3;7;2;6 bis 20;nein
lemma_43905;Lusitz;lusitz;NAM;NAM;ja;Slawisch;3;7;4;6 bis 20;nein
lemma_15860;magister;magister;NOM;NOM VRB;nein;Lateinisch;4;7;5;6 bis 20;nein
lemma_15735;Marcellus;marcellus;NAM;NAM;ja;Lateinisch;4;7;6;6 bis 20;nein
lemma_20441;Margriez;margriez;NAM;NAM;ja;Arabisch;3;7;1;6 bis 20;nein
lemma_3993;Marlanz;marlanz;NAM;NAM;ja;Arabisch;3;7;1;6 bis 20;nein
lemma_23252;meditari;meditari;VRB;VRB;nein;Lateinisch;8;7;3;6 bis 20;nein
lemma_9364;medius;medius;ADV;ADV;nein;Lateinisch;4;7;4;6 bis 20;nein
lemma_16208;mêridiân;meridian;NOM;NOM;nein;Lateinisch;6;7;3;6 bis 20;nein
lemma_29572;Metha;metha;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_21863;murmel;murmel;NOM;NOM;nein;Lateinisch;8;7;5;6 bis 20;nein
lemma_28511;Nessus;nessus;NAM;NAM;ja;Griechisch;4;7;2;6 bis 20;nein
lemma_34918;oriri;oriri;VRB;VRB;nein;Lateinisch;5;7;4;6 bis 20;nein
lemma_19227;Panfimeiz;panfimeiz;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_37226;papier;papier;ADJ;ADJ NOM;nein;Lateinisch;3;7;6;6 bis 20;nein
lemma_34794;peccatorius;peccatorius;NOM;NOM;nein;Lateinisch;3;7;5;6 bis 20;nein
lemma_13308;pedûn;pedun;NOM;NOM;nein;Französisch;6;7;3;6 bis 20;nein
lemma_18675;pharisei;pharisei;NOM;NOM;nein;Hebräisch, Lateinisch;6;7;3;6 bis 20;nein
lemma_62248;Phariseus;phariseus;NAM;NAM;ja;Hebräisch, Lateinisch;5;7;6;6 bis 20;nein
lemma_28584;Piso;piso;NAM;NAM;ja;Lateinisch;4;7;3;6 bis 20;nein
lemma_63853;Pligor;pligor;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_26488;Politetes;politetes;NAM;NAM;ja;Griechisch;3;7;2;6 bis 20;nein
lemma_4719;pover;pover;ADJ;ADJ ADV;nein;Französisch;7;7;5;6 bis 20;nein
lemma_23068;privilegium;privilegium;NOM;NOM;nein;Lateinisch;5;7;6;6 bis 20;nein
lemma_26628;promissio;promissio;NOM;NOM;nein;Lateinisch;2;7;6;6 bis 20;nein
lemma_38259;prudens;prudens;ADJ;ADJ ADV NOM;nein;Lateinisch;6;7;4;6 bis 20;nein
lemma_39122;quando;quando;ADV;ADV IPA;nein;Lateinisch;2;7;5;6 bis 20;nein
lemma_47664;quintieren;quintieren;VRB;VRB;nein;Lateinisch;8;7;5;6 bis 20;nein
lemma_16861;Raphael;raphael;NAM;NAM;ja;Hebräisch;5;7;6;6 bis 20;nein
lemma_45773;res;res;NOM;NOM;nein;Lateinisch;13;7;5;6 bis 20;nein
lemma_4871;Rhadamanthys;rhadamanthys;NAM;NAM;ja;Griechisch;4;7;3;6 bis 20;nein
lemma_4971;Romanus;romanus;NAM;NAM;ja;Lateinisch;3;7;7;6 bis 20;nein
lemma_27304;ruta;ruta;ADJ;ADJ NOM;nein;Lateinisch;4;7;4;6 bis 20;nein
lemma_22240;Sadoch;sadoch;NAM;NAM;ja;Hebräisch;4;7;3;6 bis 20;nein
lemma_26654;Sârtibarzânes;sartibarzanes;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_24889;schuolære;schuolaere;NOM;NOM;nein;Lateinisch;2;7;3;6 bis 20;nein
lemma_45695;sequi;sequi;VRB;VRB;nein;Lateinisch;13;7;5;6 bis 20;nein
lemma_39550;servare;servare;VRB;VRB;nein;Lateinisch;5;7;5;6 bis 20;nein
lemma_23664;sextus;sextus;NUM;NUM;nein;Lateinisch;3;7;6;6 bis 20;nein
lemma_15979;Shadrach;shadrach;NAM;NAM;ja;Hebräisch;4;7;5;6 bis 20;nein
lemma_42100;sic;sic;ADV;ADV;nein;Lateinisch;4;7;2;6 bis 20;nein
lemma_24835;Silviûs;silvius;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_26251;Sogdianos;sogdianos;NAM;NAM;ja;Persisch;5;7;1;6 bis 20;nein
lemma_25388;solstitium;solstitium;NOM;NOM;nein;Lateinisch;5;7;1;6 bis 20;nein
lemma_35246;stare;stare;VRB;VRB;nein;Lateinisch;4;7;4;6 bis 20;nein
lemma_28468;temptare;temptare;VRB;VRB;nein;Lateinisch;6;7;1;6 bis 20;nein
lemma_67904;tradere;tradere;VRB;VRB;nein;Lateinisch;6;7;2;6 bis 20;nein
lemma_63629;Turian;turian;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_19125;Tyrrhenus;tyrrhenus;NAM;NAM;ja;Griechisch;3;7;1;6 bis 20;nein
lemma_18726;urinâl;urinal;NOM;NOM;nein;Lateinisch;5;7;2;6 bis 20;nein
lemma_43066;Wnislaw;wnislaw;NAM;NAM;ja;Slawisch;3;7;3;6 bis 20;nein
lemma_44524;Zawisch;zawisch;NAM;NAM;ja;Slawisch;3;7;2;6 bis 20;nein
lemma_7790;Zeleon;zeleon;NAM;NAM;ja;Hebräisch;4;7;2;6 bis 20;nein
lemma_17504;Zephilus;zephilus;NAM;NAM;ja;Griechisch;4;7;2;6 bis 20;nein
lemma_35066;Abigail;abigail;NAM;NAM;ja;Hebräisch;4;6;4;6 bis 20;nein
lemma_21363;absolvieren;absolvieren;VRB;VRB;nein;Lateinisch;5;6;5;6 bis 20;nein
lemma_25392;æquinoctium;aequinoctium;NOM;NOM;nein;Lateinisch;3;6;2;6 bis 20;nein
lemma_87;Agrippa;agrippa;NAM;NAM;ja;Griechisch, Lateinisch;6;6;4;6 bis 20;nein
lemma_25199;Alchamîs;alchamis;NAM;NAM;ja;Griechisch;3;6;2;6 bis 20;nein
lemma_34861;alphabeta;alphabeta;NOM;NOM;nein;Griechisch;2;6;3;6 bis 20;nein
lemma_28578;Altissimus;altissimus;NAM;NAM;ja;Lateinisch;6;6;4;6 bis 20;nein
lemma_26419;Ambrius;ambrius;NAM;NAM;ja;Griechisch;3;6;4;6 bis 20;nein
lemma_64889;Aminal;aminal;NAM;NAM;ja;Griechisch;3;6;1;6 bis 20;nein
lemma_65488;Ammoreon;ammoreon;NAM;NAM;ja;Griechisch;3;6;1;6 bis 20;nein
lemma_26553;Ananîas;ananias;NAM;NAM;ja;Hebräisch;4;6;3;6 bis 20;nein
lemma_24476;ancilla;ancilla;NOM;NOM;nein;Lateinisch;3;6;3;6 bis 20;nein
lemma_26614;Aquilâ;aquila;NAM;NAM;ja;Lateinisch;4;6;1;6 bis 20;nein
lemma_17670;Archeis;archeis;NAM;NAM;ja;Griechisch;3;6;3;6 bis 20;nein
lemma_25227;Argus;argus;NAM;NAM;ja;Griechisch;5;6;3;6 bis 20;nein
lemma_26701;astronomicus;astronomicus;NOM;NOM;nein;Lateinisch;6;6;6;6 bis 20;nein
lemma_21070;auctor;auctor;NOM;NOM;nein;Lateinisch;5;6;5;6 bis 20;nein
lemma_39789;Bacillus;bacillus;NAM;NAM;ja;Lateinisch;3;6;1;6 bis 20;nein
lemma_386;barchant;barchant;NOM;NOM;nein;Arabisch;2;6;3;6 bis 20;nein
lemma_64673;Barufart;barufart;NAM;NAM;ja;Griechisch;3;6;1;6 bis 20;nein
lemma_44647;Beneda;beneda;NAM;NAM;ja;Tschechisch;3;6;1;6 bis 20;nein
lemma_48826;bredigunge;bredigunge;NOM;NOM;nein;Lateinisch;5;6;3;6 bis 20;nein
lemma_13871;Budas;budas;NAM;NAM;ja;Ungarisch;3;6;6;6 bis 20;nein
lemma_34991;canonisieren;canonisieren;VRB;VRB;nein;Lateinisch;4;6;2;6 bis 20;nein
lemma_34590;Carthago;carthago;NAM;NAM;ja;Lateinisch;2;6;3;6 bis 20;nein
lemma_51107;carus;carus;ADJ;ADJ GRA;nein;Lateinisch;3;6;3;6 bis 20;nein
lemma_993;Chrestien;chrestien;NAM;NAM;ja;Französisch;4;6;4;6 bis 20;nein
lemma_34289;citare;citare;VRB;VRB;nein;Lateinisch;6;6;5;6 bis 20;nein
lemma_61650;comedere;comedere;VRB;VRB;nein;Lateinisch;7;6;2;6 bis 20;nein
lemma_27227;comesse;comesse;NOM;NOM VRB;nein;Lateinisch;2;6;1;6 bis 20;nein
lemma_37960;con;con;ADV;ADV PRP;nein;Lateinisch;4;6;5;6 bis 20;nein
lemma_15258;concordia;concordia;NOM;NOM;nein;Lateinisch;7;6;2;6 bis 20;nein
lemma_35830;contra;contra;ADV;ADV;nein;Lateinisch;4;6;5;6 bis 20;nein
lemma_28229;corona;corona;NOM;NOM VRB;nein;Lateinisch;5;6;3;6 bis 20;nein
