xml_id	form	context	match_type	candidate_lemmas	resolved_lemma	confidence	reviewer
WZB_61vb_27_4	ł	die in ł den himel	unmatched		lemma_2	high	claude
WZB_61vb_28_3	es	himel vnd es wurden sweren	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_61vb_28_5	sweren	es wurden sweren vnd geswolne	ambiguous	lemma_5924|lemma_5963	lemma_5924	high	claude
WZB_61vb_29_1	geswolne	sweren vnd geswolne blasen an	unmatched				
WZB_61vb_29_3	an	geswolne blasen an den leuten	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_61vb_30_3	an	leuten vnd an dem vihe	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_61vb_30_4	dem	vnd an dem vihe noch	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_61vb_31_0	noch	dem vihe noch die czouberer	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_61vb_31_1	die	vihe noch die czouberer mochten	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_61vb_31_2	czouberer	noch die czouberer mochten nicht	unmatched		lemma_7903	high	claude
WZB_61vb_32_1	gesteen	mochten nicht gesteen vor vor	unmatched				
WZB_61vb_33_1	sweren	vor den sweren die do	ambiguous	lemma_5924|lemma_5963	lemma_5924	high	claude
WZB_61vb_33_3	die	den sweren die do an	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_61vb_33_4	do	sweren die do an in	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_61vb_33_5	an	die do an in waren	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_61vb_33_6	in	do an in waren EXO	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_61vb_33_7	waren	an in waren EXO Und	ambiguous	lemma_7338|lemma_7505	lemma_7505	high	claude
WZB_62ra_1_0	EXO	in waren EXO Und in	unmatched		lemma_2	high	claude
WZB_62ra_2_1	in	EXO Und in Und vnser	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62ra_3_2	herre	Und vnser herre er herte	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62ra_3_3	er	vnser herre er herte das	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_62ra_3_4	herte	herre er herte das hercze	ambiguous	lemma_17742|lemma_2787|lemma_2789|lemma_2795	lemma_2789	high	claude
WZB_62ra_3_5	das	er herte das hercze vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_4_2	er	hercze vnd er horte sie	ambiguous	lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117	lemma_1517	high	claude
WZB_62ra_4_4	sie	er horte sie nicht als	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_62ra_6_5	herre	Und vnser herre sprach zu	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62ra_7_0	sprach	vnser herre sprach zu Uru	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_62ra_7_4	Uru	sprach zu Uru stee ouff	unmatched				
WZB_62ra_7_6	ouff	Uru stee ouff vnd ste	unmatched		lemma_6330	high	claude
WZB_62ra_8_3	herren	ste vor herren vnd sprich	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_62ra_9_2	im	sprich zu im Also spricht	ambiguous	lemma_10734|lemma_1517|lemma_1762	lemma_1517	medium	claude
WZB_62ra_9_9	herre	spricht got herre der hebreer	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62ra_10_0	der	got herre der hebreer Las	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62ra_10_1	hebreer	herre der hebreer Las geen	unmatched		lemma_2	high	claude
WZB_62ra_10_4	Las	der hebreer Las geen mein	ambiguous	lemma_3567|lemma_3643|lemma_3720	lemma_3567	high	claude
WZB_62ra_10_6	mein	Las geen mein volk das	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62ra_11_0	das	mein volk das es mir	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_11_1	es	volk das es mir opfer	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_62ra_11_3	opfer	es mir opfer Wenne an	ambiguous	lemma_4488|lemma_4489	lemma_4488	high	claude
WZB_62ra_11_7	an	opfer Wenne an diser vrist	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_62ra_12_1	wil	diser vrist wil ich senden	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_62ra_12_3	senden	wil ich senden alle meine	ambiguous	lemma_5396|lemma_69474	lemma_5396	high	claude
WZB_62ra_12_5	meine	senden alle meine pflage ouf	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62ra_15_0	das	dein volk das mein gleich	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_15_1	mein	volk das mein gleich nicht	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62ra_15_4	sei	gleich nicht sei in aller	ambiguous	lemma_5432|lemma_56116	lemma_5432	high	claude
WZB_62ra_15_5	in	nicht sei in aller erden	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62ra_16_0	erden	in aller erden Wenne nv	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_62ra_16_5	wil	Wenne nv wil ich ous	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_62ra_16_8	recken	ich ous recken mein hant	ambiguous	lemma_4824|lemma_4825|lemma_4896	lemma_4825	high	claude
WZB_62ra_17_0	mein	ous recken mein hant vnd	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62ra_17_1	hant	recken mein hant vnd wil	ambiguous	lemma_2598|lemma_2640	lemma_2640	high	claude
WZB_62ra_17_4	wil	hant vnd wil dich slahen	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_62ra_18_4	seuche	volk mit seuche vnd vorterben	unmatched		lemma_11369	high	claude
WZB_62ra_19_3	der	wirstu von der erden wenne	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62ra_19_4	erden	von der erden wenne dorumbe	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_62ra_20_1	dorumbe	erden wenne dorumbe hab ich	unmatched		lemma_30703	high	claude
WZB_62ra_20_2	hab	wenne dorumbe hab ich dich	ambiguous	lemma_2593|lemma_2598	lemma_2598	high	claude
WZB_62ra_21_2	das	dich gesaczt das ich czeige	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_21_4	czeige	das ich czeige in dir	unmatched		lemma_7784	high	claude
WZB_62ra_21_5	in	ich czeige in dir mein	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62ra_21_6	dir	czeige in dir mein stercke	ambiguous	lemma_1169|lemma_1242	lemma_1242	high	claude
WZB_62ra_21_7	mein	in dir mein stercke Und	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62ra_22_3	das	stercke Und das ich kvnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_22_5	kvnd	das ich kvnd meinen namen	unmatched				
WZB_62ra_22_6	meinen	ich kvnd meinen namen in	ambiguous	lemma_3001|lemma_4051	lemma_3001	high	claude
WZB_62ra_23_0	namen	kvnd meinen namen in aller	ambiguous	lemma_4306|lemma_4308|lemma_4330	lemma_4306	high	claude
WZB_62ra_23_1	in	meinen namen in aller erden	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62ra_23_3	erden	in aller erden noch heldestu	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_62ra_23_6	noch	aller erden noch heldestu mein	ambiguous	lemma_14402|lemma_4281|lemma_4415	lemma_4415	high	claude
WZB_62ra_24_0	heldestu	erden noch heldestu mein volk	unmatched				
WZB_62ra_24_1	mein	noch heldestu mein volk vnd	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62ra_24_5	wilt	volk vnd wilt des nicht	ambiguous	lemma_7473|lemma_7615|lemma_7627	lemma_7627	high	claude
WZB_62ra_24_6	des	vnd wilt des nicht lasen	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_62ra_25_1	lasen	des nicht lasen Sich ich	ambiguous	lemma_3567|lemma_3720	lemma_3567	high	claude
WZB_62ra_25_4	Sich	nicht lasen Sich ich wil	ambiguous	lemma_42100|lemma_5366|lemma_5445|lemma_5455	lemma_5445	high	claude
WZB_62ra_25_7	wil	Sich ich wil regene morgen	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_62ra_26_0	morgen	wil regene morgen an diser	ambiguous	lemma_1778|lemma_4201	lemma_4201	high	claude
WZB_62ra_26_1	an	regene morgen an diser stvnt	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_62ra_26_5	vil	stvnt gar vil groses hagils	ambiguous	lemma_6741|lemma_7053|lemma_7075	lemma_7075	high	claude
WZB_62ra_27_0	groses	gar vil groses hagils des	unmatched		lemma_2534	high	claude
WZB_62ra_27_1	hagils	vil groses hagils des glich	unmatched				
WZB_62ra_27_4	des	groses hagils des glich nicht	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_62ra_27_5	glich	hagils des glich nicht gewesen	ambiguous	lemma_2065|lemma_2066	lemma_2065	high	claude
WZB_62ra_28_1	in	gewesen ist in von dem	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62ra_28_3	dem	in von dem tage als	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_62ra_29_2	es	tage als es gestiftet ist	ambiguous	lemma_1762|lemma_38737	lemma_1762	high	claude
WZB_62ra_29_7	bis	ist vncz bis an dise	ambiguous	lemma_10651|lemma_5432|lemma_9197	lemma_10651	high	claude
WZB_62ra_30_0	an	vncz bis an dise gegewortige	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_62ra_30_2	gegewortige	an dise gegewortige czeit Sende	unmatched				
WZB_62ra_30_6	Sende	gegewortige czeit Sende dorumme nv	ambiguous	lemma_18884|lemma_26093|lemma_5396|lemma_5401|lemma_69473|lemma_69474	lemma_5396	high	claude
WZB_62ra_32_5	das	vnd alles das du hast	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_32_6	du	alles das du hast von	ambiguous	lemma_1139|lemma_1180|lemma_1241|lemma_1242	lemma_1242	high	claude
WZB_62ra_32_7	hast	das du hast von dem	ambiguous	lemma_2598|lemma_2681	lemma_2598	high	claude
WZB_62ra_33_0	dem	hast von dem acker Wenne	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_62ra_33_7	das	vnd ist das der hagil	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62ra_34_0	der	ist das der hagil ouf	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62ra_34_3	sie	hagil ouf sie vellet sie	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_62ra_34_4	vellet	ouf sie vellet sie sterben	ambiguous	lemma_6741|lemma_6792	lemma_6741	high	claude
WZB_62ra_34_6	sie	sie vellet sie sterben Und	ambiguous	lemma_5432|lemma_5454|lemma_56116	lemma_5454	high	claude
WZB_62ra_35_3	der	sterben Und der do vorchte	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62ra_35_4	do	Und der do vorchte gotes	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_62ra_35_5	vorchte	der do vorchte gotes wort	ambiguous	lemma_7201|lemma_7298	lemma_7298	medium	claude
WZB_62ra_36_6	der	den knechten der hies vlihen	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62ra_36_9	seine	hies vlihen seine die DUS	ambiguous	lemma_1517|lemma_19022|lemma_5377	lemma_5377	high	claude
WZB_62ra_36_10	die	vlihen seine die DUS ner	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62rb_1_0	DUS	seine die DUS ner vnd	ambiguous	lemma_21148|lemma_8073	lemma_2	high	claude
WZB_62rb_2_0	ner	die DUS ner vnd ir	ambiguous	lemma_19555|lemma_4335	lemma_2	high	claude
WZB_62rb_2_2	ir	ner vnd ir vich in	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_62rb_2_4	in	ir vich in die heuser	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62rb_2_5	die	vich in die heuser Aber	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62rb_3_0	Aber	die heuser Aber der do	ambiguous	lemma_18792|lemma_35	lemma_35	high	claude
WZB_62rb_3_1	der	heuser Aber der do vorsoumte	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62rb_3_2	do	Aber der do vorsoumte gotes	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_62rb_3_3	vorsoumte	der do vorsoumte gotes wort	unmatched				
WZB_62rb_4_3	der	gotes wort der lies sein	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62rb_4_4	lies	wort der lies sein vich	ambiguous	lemma_3567|lemma_3720	lemma_3567	high	claude
WZB_62rb_4_5	sein	der lies sein vich vnd	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_62rb_4_8	sein	vich vnd sein knechte ouf	ambiguous	lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432	lemma_1517	medium	claude
WZB_62rb_5_2	dem	knechte ouf dem acker Und	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_62rb_6_1	herre	Und vnser herre sprach zu	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62rb_6_2	sprach	vnser herre sprach zu Recke	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_62rb_7_0	Recke	sprach zu Recke ous dein	ambiguous	lemma_4824|lemma_4825	lemma_4825	high	claude
WZB_62rb_7_3	hant	ous dein hant gegen dem	ambiguous	lemma_2598|lemma_2640	lemma_2640	high	claude
WZB_62rb_7_4	gegen	dein hant gegen dem himel	ambiguous	lemma_11822|lemma_2007	lemma_2007	high	claude
WZB_62rb_8_0	dem	hant gegen dem himel so	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_62rb_8_4	das	himel so das hagil werde	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62rb_8_6	werde	das hagil werde in vber	ambiguous	lemma_7489|lemma_7500|lemma_7644	lemma_7489	medium	claude
WZB_62rb_9_0	in	hagil werde in vber die	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62rb_9_1	vber	werde in vber die leute	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_62rb_10_0	die	in vber die leute vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62rb_10_3	vber	leute vnd vber das vich	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_62rb_10_4	das	vnd vber das vich vnd	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62rb_11_1	vber	vich vnd vber alle wurcze	ambiguous	lemma_6359|lemma_6698	lemma_6359	high	claude
WZB_62rb_11_4	der	alle wurcze der ekker der	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62rb_12_0	der	der ekker der U -	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62rb_12_3	U	ekker der U - Und	ambiguous	lemma_2|lemma_56117	lemma_2	high	claude
WZB_62rb_12_4	-	der U - Und rakte	unmatched		lemma_2	high	claude
WZB_62rb_13_2	die	Und rakte die rute in	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62rb_13_3	rute	rakte die rute in den	unmatched		lemma_5033	high	claude
WZB_62rb_13_4	in	die rute in den himel	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62rb_14_5	herre	Und vnser herre gab doner	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62rb_15_0	gab	vnser herre gab doner vnd	ambiguous	lemma_1839|lemma_1961	lemma_1961	high	claude
WZB_62rb_16_0	plikczen	vnd loufende plikczen ouf die	unmatched				
WZB_62rb_16_2	die	plikczen ouf die erde Und	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62rb_16_3	erde	ouf die erde Und vnser	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_62rb_17_2	herre	Und vnser herre regente hagil	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62rb_18_1	die	hagil ouf die Und hagil	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62rb_19_4	glich	vnd fewer glich gemischet wurden	ambiguous	lemma_2065|lemma_2066	lemma_2065	high	claude
WZB_62rb_20_2	gefurt	gemischet wurden gefurt In sulcher	ambiguous	lemma_2316|lemma_7283	lemma_7283	high	claude
WZB_62rb_21_0	In	wurden gefurt In sulcher grose	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62rb_21_3	was	sulcher grose was her daz	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_62rb_21_4	her	grose was her daz also	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_62rb_21_6	daz	was her daz also groser	ambiguous	lemma_1097|lemma_14087	lemma_1097	high	claude
WZB_62rb_22_5	waz	vor ny waz EXO erschinen	ambiguous	lemma_5941|lemma_7343|lemma_7505	lemma_7505	high	claude
WZB_62va_1_0	EXO	ny waz EXO erschinen in	unmatched		lemma_2	high	claude
WZB_62va_2_1	in	EXO erschinen in aller von	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62va_2_5	der	aller von der czeit das	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_2_8	das	der czeit das das volke	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_2_9	das	czeit das das volke was	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_3_0	was	das volke was gestiftet Und	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_62va_3_5	der	gestiftet Und der hagil slug	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_4_1	in	hagil slug in aller alles	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62va_4_5	das	aller alles das do was	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_4_6	do	alles das do was ouf	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_62va_4_7	was	das do was ouf den	ambiguous	lemma_29723|lemma_5941|lemma_7505	lemma_7505	high	claude
WZB_62va_5_0	eckern	ouf den eckern von dem	unmatched		lemma_51	high	claude
WZB_62va_5_4	dem	eckern von dem menschen bis	ambiguous	lemma_1097|lemma_1119	lemma_1119	high	claude
WZB_62va_5_5	menschen	von dem menschen bis an	ambiguous	lemma_4082|lemma_44421	lemma_4082	high	claude
WZB_62va_5_6	bis	dem menschen bis an das	ambiguous	lemma_10651|lemma_5432|lemma_9197	lemma_10651	high	claude
WZB_62va_6_0	an	menschen bis an das vich	ambiguous	lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570	lemma_199	high	claude
WZB_62va_6_1	das	bis an das vich Alle	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_6_7	der	Alle wurcze der ecker slug	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_7_2	der	ecker slug der hagil vnd	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_8_1	des	als holcz des reiches zu	ambiguous	lemma_1097|lemma_1119|lemma_1186	lemma_1119	high	claude
WZB_62va_8_5	her	zu brach her Nur alleine	ambiguous	lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825	lemma_1517	high	claude
WZB_62va_9_2	in	Nur alleine in der erden	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62va_9_3	der	alleine in der erden waren	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_9_4	erden	in der erden waren do	ambiguous	lemma_1545|lemma_57649	lemma_1545	high	claude
WZB_62va_10_0	waren	der erden waren do gevil	ambiguous	lemma_7338|lemma_7505	lemma_7505	high	claude
WZB_62va_11_2	do	erden waren do gevil nicht	ambiguous	lemma_1055|lemma_1180|lemma_1242|lemma_4445	lemma_1180	high	claude
WZB_62va_11_5	der	gevil nicht der hagil Und	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_12_1	sante	hagil Und sante vnd rufte	ambiguous	lemma_18884|lemma_5396	lemma_5396	high	claude
WZB_62va_13_2	sprach	vnd vnd sprach zu in	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_62va_14_1	in	sprach zu in Ich hab	ambiguous	lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472	lemma_3028	medium	claude
WZB_62va_14_5	hab	in Ich hab gesundigt ouch	ambiguous	lemma_2593|lemma_2598	lemma_2598	high	claude
WZB_62va_14_6	gesundigt	Ich hab gesundigt ouch nv	unmatched				
WZB_62va_15_3	Der	ouch nv Der herre ist	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_15_4	herre	nv Der herre ist gerecht	ambiguous	lemma_2684|lemma_2761	lemma_2684	high	claude
WZB_62va_16_2	mein	ich vnd mein volk bŏze	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62va_16_4	bŏze	mein volk bŏze Bitet den	unmatched		lemma_788	high	claude
WZB_62va_16_7	Bitet	volk bŏze Bitet den herren	ambiguous	lemma_687|lemma_722	lemma_722	high	claude
WZB_62va_17_1	herren	Bitet den herren das die	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_62va_17_4	das	den herren das die dŏner	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_17_5	die	herren das die dŏner gotis	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62va_17_6	dŏner	das die dŏner gotis zu	unmatched		lemma_1198	high	claude
WZB_62va_18_4	der	geen vnd der hagil vnd	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_19_1	wil	hagil vnd wil euch lasen	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_62va_19_3	lasen	wil euch lasen Und mit	ambiguous	lemma_3567|lemma_3720	lemma_3567	high	claude
WZB_62va_20_0	nichtenicht	Und mit nichtenicht bleibt ir	unmatched		lemma_2	high	claude
WZB_62va_20_2	ir	nichtenicht bleibt ir furbas hie	ambiguous	lemma_1517|lemma_5454|lemma_56116|lemma_56117	lemma_56117	medium	claude
WZB_62va_21_0	hie	ir furbas hie sprach Wenne	ambiguous	lemma_1517|lemma_2588|lemma_2705|lemma_2825|lemma_2923	lemma_2825	high	claude
WZB_62va_21_3	sprach	furbas hie sprach Wenne ich	ambiguous	lemma_5692|lemma_5693	lemma_5693	high	claude
WZB_62va_22_1	kvme	Wenne ich kvme ous diser	unmatched		lemma_3494	high	claude
WZB_62va_22_4	stat	ous diser stat so wil	ambiguous	lemma_5710|lemma_5732	lemma_5732	high	claude
WZB_62va_23_0	wil	stat so wil ich recken	ambiguous	lemma_7473|lemma_7529|lemma_7620	lemma_7473	high	claude
WZB_62va_23_2	recken	wil ich recken meine hende	ambiguous	lemma_4824|lemma_4825|lemma_4896	lemma_4825	high	claude
WZB_62va_23_3	meine	ich recken meine hende zu	ambiguous	lemma_3001|lemma_4048|lemma_4051	lemma_3001	high	claude
WZB_62va_24_2	herren	zu vnserm herren vnd ouff	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_62va_24_5	ouff	herren vnd ouff horen werden	unmatched		lemma_6330	high	claude
WZB_62va_25_0	horen	vnd ouff horen werden die	ambiguous	lemma_2885|lemma_2904	lemma_2885	high	claude
WZB_62va_25_1	werden	ouff horen werden die dŏner	ambiguous	lemma_62628|lemma_7489|lemma_7500	lemma_7489	high	claude
WZB_62va_25_2	die	horen werden die dŏner vnd	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
WZB_62va_25_3	dŏner	werden die dŏner vnd der	unmatched		lemma_1198	high	claude
WZB_62va_26_0	der	dŏner vnd der hagil wirt	ambiguous	lemma_1055|lemma_1119|lemma_8031	lemma_1119	high	claude
WZB_62va_26_2	wirt	der hagil wirt nicht das	ambiguous	lemma_7489|lemma_7652	lemma_7489	high	claude
WZB_62va_26_6	das	wirt nicht das du wissest	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_26_7	du	nicht das du wissest das	ambiguous	lemma_1139|lemma_1180|lemma_1241|lemma_1242	lemma_1242	high	claude
WZB_62va_27_0	wissest	das du wissest das vnsers	unmatched				
WZB_62va_27_3	das	du wissest das vnsers herren	ambiguous	lemma_1097|lemma_13169	lemma_1097	high	claude
WZB_62va_27_5	herren	das vnsers herren ist die	ambiguous	lemma_2684|lemma_42447	lemma_2684	high	claude
WZB_62va_28_0	die	herren ist die erde Aber	ambiguous	lemma_1139|lemma_1161	lemma_1139	high	claude
