form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
powleute	unmatched	2		vnd meine powleute Dorvmme alles			
besiczer	unmatched	2		dem ersten besiczer Welcher do			
lŏset	unmatched	2		vormag er lŏset sich Achtende			
rechnunge	unmatched	2		iare vnd rechnunge des dienstes			
Uallen	unmatched	2		czehen tousent Uallen werden ewer			
irresal	unmatched	2		zu einem irresal furet mein			
widerwerticlichen	unmatched	2		Und ouch widerwerticlichen wil ich			
veiertagen	unmatched	2		in den veiertagen irr wustenunge			
vligenden	unmatched	2		rousch eines vligenden blatis vnd			
leidende	unmatched	2		heiligen tagen leidende wustenunge durch			
geloset	unmatched	2		mag nicht geloset werden von			
lŏsen	unmatched	2		aber wŏlle lŏsen seinen czehenden			
edilsten	unmatched	2		sint die edilsten fursten der			
besvnderlichen	unmatched	2		yclicher houbt besvnderlichen alles das			
cz	unmatched	2		geslechte von cz czweinczig iaren			
diensten	unmatched	2		in seinen diensten vnd in			
czig	unmatched	2		Nui NUM czig tousent vier			
leczsten	unmatched	2		an dem leczsten sullen sie			
hantreichen	unmatched	2		sie ym hantreichen vnd wachen			
Czele	unmatched	2		in sprechende Czele die kinder			
erstgepurden	unmatched	2		von den erstgepurden funf scot			
heiligtumes;	unmatched	2		mase des heiligtumes; ein -			
vorwindeln	unmatched	2		sullen sie vorwindeln mit einer			
׀	unmatched	2		heilicheit sei ׀ e sie			
heissende	unmatched	2		des dienstes; heissende vnd seine			
geczeuknŭsse	unmatched	2		gelubdes des geczeuknŭsse Das sint			
ebrechens	unmatched	2		opfer des ebrechens Opfern sol			
geswellende	unmatched	2		׀ vnd geswellende deinen bouch			
hassunge	unmatched	2		e der hassunge Und ist			
vladen	unmatched	2		vnd vngesowerte vladen gesalbet mit			
tŭ	unmatched	2		hat also tŭ her zu			
volkvmenheit	unmatched	2		zu der volkvmenheit seiner heiligunge			
gekresmet	unmatched	2		als her gekresmet wart Und			
besunderlichen	unmatched	2		fursten an besunderlichen tagen sullen			
seczest	unmatched	2		Wenne du seczest die siben			
capitulum	unmatched	2		vber ix capitulum ix Numeri			
heilikeiten	unmatched	2		alle seinen heilikeiten vnd seynen			
gerechtikeiten	unmatched	2		vnd seynen gerechtikeiten Und gepot			
inlendigen	unmatched	2		als dem inlendigen An dem			
vorlase	unmatched	2		sprach her vorlase vns wenne			
entspros	unmatched	2		I des entspros ein murmeln			
Besammen	unmatched	2		sprach zu Besammen mir sibenczig			
weissagten	unmatched	2		in do weissagten sie noch			
erreiczet	unmatched	2		herren wart erreiczet in das			
brengt	unmatched	2		euch vnd brengt vns von			
men	ambiguous	2	lemma_3921|lemma_3958|lemma_4078	qua ERI men zu vnd			
murmelten	unmatched	2		nacht vnd murmelten wider vnd			
bekvmet	unmatched	2		nicht wol bekvmet Nicht czihet			
iagten	unmatched	2		vnd vallende iagten sie sie			
hochczeiten	unmatched	2		in ewern hochczeiten enczundende suzen			
yclichn	unmatched	2		opfertir zu yclichn lemmern Und			
friedsame	unmatched	2		gelubde oder friedsame opfertir so			
vorgessenheit	unmatched	2		volkis von vorgessenheit V Vnd			
sevme	unmatched	2		in machen sevme durch di			
ousgefurt	unmatched	2		du vns ousgefurt hast von			
vorgeenden	unmatched	2		geschrei der vorgeenden sprechende Das			
gestreusse	unmatched	2		sich ein gestreusse erhub vnd			
gegiengen	unmatched	2		in das gegiengen do bedakt			
pressen	unmatched	2		von den pressen vnd aller			
sprengwasser	unmatched	2		in ein sprengwasser Wenne vmme			
gesetit	unmatched	2		das sie gesetit werden vnd			
mŭge	unmatched	2		dem steine mŭge wir euch			
vngeloubig	unmatched	2		das er vngeloubig ist gewesen			
chananeer	unmatched	2		hette der chananeer der kvnig			
fewereine	unmatched	2		das volk fewereine natern Uon			
mvde	unmatched	2		bis zu mvde sint sie			
lantschaft	unmatched	2		besasen sein lantschaft et cetera			
ousgeczogen	unmatched	2		sprechen Sich ousgeczogen ist das			
siczenden	unmatched	2		der erden siczenden wider mich			
vorhette	unmatched	2		wenne her vorhette gesant Und			
bloses	unmatched	2		habende ein bloses swert in			
hende;	unmatched	2		in der hende; Und her			
anpette	unmatched	2		Und her anpette neigende ouf			
vorbanne	unmatched	2		her vnd vorbanne NUM Wie			
ersteet	unmatched	2		das volk ersteet alls ein			
veuchten	unmatched	2		als die veuchten gerten bei			
vorgesaczt	unmatched	2		deine stat vorgesaczt hatte ich			
groslich	unmatched	2		dich mir groslich zu eren			
boses	unmatched	2		gutes oder boses vorbrenge ous			
sterklichen	unmatched	2		v wirt sterklichen tvn Uon			
gelgen	unmatched	2		sie an gelgen gegen der			
madianitischen	unmatched	2		zu einer madianitischen huren das			
garczal	unmatched	2		ist die garczal die geczalt			
Gebet	ambiguous	2	lemma_1961|lemma_1965	einen svn Gebet vns besiczunge			
vorheissen	unmatched	2		sie hat vorheissen vnd gelobt			
gleicheit	unmatched	2		teile in gleicheit den roup			
vorkeret	unmatched	2		alhie Worumme vorkeret ir die			
vorkarten	unmatched	2		reich do vorkarten sie die			
kvnicreich	unmatched	2		svnes das kvnicreich des kvnigs			
negil	unmatched	2		als die negil in den			
gesteige	unmatched	2		vber das gesteige der scorpionen			
magschefte	unmatched	2		noch irr magschefte czal vnd			
vorheuser	unmatched	2		vnd haben vorheuser iren schafen			
beschirmvnge	unmatched	2		sein zu beschirmvnge den vluchtigen			
manslechtigen	unmatched	2		sol den manslechtigen tŏten zu			
manslechtige	unmatched	2		wonungen Der manslechtige vnder geczeugen			
preuten	unmatched	2		gepoten vnd preuten vnd vnd			
Deutronomius	unmatched	2		das buch Deutronomius das do			
libanischen	unmatched	2		vnd des libanischen pergis vncz			
quemet	unmatched	2		bis ir quemet an dise			
vleissiclichen	unmatched	2		Dorvmme sehet vleissiclichen das ir			
stappen	unmatched	2		einen fuz stappen wenne zu			
wuftenunge	unmatched	2		zu der wuftenunge Und vnser			
vorterbende	unmatched	2		kvnige von vorterbende alle stete			
vmmeligenden	unmatched	2		vnd ir vmmeligenden creisse vncz			
creftige	unmatched	2		gepent vnd creftige in vnd			
vorterbt	unmatched	2		Wie her vorterbt hat alle			
vorsecze	unmatched	2		ich heute vorsecze vor deinen			
vorgis	unmatched	2		sele Nicht vorgis der wort			
enynkel	unmatched	2		Und deine enynkel den tag			
geuellen	unmatched	2		zu den geuellen des pergis			
vinsternŭsse	unmatched	2		im waren vinsternŭsse vnd wolken			
anpetest	unmatched	2		du sie anpetest vnd vor			
vorczerendes	unmatched	2		got ein vorczerendes fewer ist			
holczern	unmatched	2		sint gemachet holczern vnd steinen			
vorchtlichen	unmatched	2		armen vnd vorchtlichen gesichten noch			
rŭ	unmatched	2		das ist rŭ deines herren			
behieldest	unmatched	2		das du behieldest den veier			
schreibe	unmatched	2		ougen vnd schreibe die ouf			
gefŭret	unmatched	2		dich ein gefŭret dein herre			
olgerten	unmatched	2		weingerten vnd olgerten die du			
groserr	unmatched	2		geslechte vil groserr czal wenne			
behutende	unmatched	2		getrewer vnd behutende fride vnd			
vorchtlicher	unmatched	2		got vnd vorchtlicher der wirt			
growe	unmatched	2		Wenne ein growe ist es			
vorvnmenschet	unmatched	2		vormeiligunge vnd vorvnmenschet soltu das			
vorsage	unmatched	2		yczunt ł vorsage ich dir			
knvtschet	unmatched	2		sie zu knvtschet vnd vortilget			
gedroet	unmatched	2		hette DEUTRO gedroet Und betende			
vorhout	unmatched	2		dorvmme die vorhout der schame			
vorchtsamer	unmatched	2		mechtiger vnd vorchtsamer der die			
anhengen	unmatched	2		Im soltu anhengen vnd sweren			
steest	unmatched	2		dich vnd steest vf schreib			
anhenget	unmatched	2		der himel anhenget der erden			
hevte	unmatched	2		ich euch hevte gepite; Den			
enwisset	unmatched	2		ir nicht enwisset Uorware ł			
vreier	unmatched	2		vnd von vreier willekure opfern			
vorlasest	unmatched	2		du icht vorlasest den NOMIUS			
erweitet	unmatched	2		herre gote erweitet deine creisse			
weinpresse	unmatched	2		von deiner weinpresse in den			
gesowerteigtes	unmatched	2		dor an gesowerteigtes brot Siben			
kvmene	unmatched	2		der new kvmene vnd der			
waise	unmatched	2		vnd der waise vnd die			
vodrist	unmatched	2		vberhaben Czu vodrist wenne ewer			
gepuret	unmatched	2		noch steunge gepuret Wenne du			
gleiche	ambiguous	2	lemma_2065|lemma_2066	in drei gleiche teil aller			
vorderpnusse	unmatched	2		von der vorderpnusse Und die			
gehessigen	unmatched	2		vorgeseczen der gehessigen svn Svnder			
iuncvrowlichkeit	unmatched	2		czeichen irr iuncvrowlichkeit zu den			
breiten	ambiguous	2	lemma_846|lemma_847	tochter Vnd breiten ouf das			
buchil	unmatched	2		ir das buchil der vortreibunge			
vortreibunge	unmatched	2		buchil der vortreibunge vnd gebe			
czogt	unmatched	2		do ir czogt von Wenne			
lisest	unmatched	2		die frucht lisest deiner olpovm			
vngerechtikeit	unmatched	2		vrteilen der vngerechtikeit Ist aber			
leset	unmatched	2		vnd NOMIUS leset ir hant			
geczeuhest	unmatched	2		du ein geczeuhest in die			
cistel	unmatched	2		ein czeineine cistel vnd czeuch			
erfullest	unmatched	2		Wenne du erfullest den czehenden			
geschreiben	unmatched	2		dor an geschreiben alle wort			
vngepolirten	unmatched	2		steinen vnd vngepolirten vnd NOMIUS			
schevne	unmatched	2		Gesegent dein schevne vnd gesegent			
vlussiclich	unmatched	2		vorchten Ubir vlussiclich habende wirt			
czeret	unmatched	2		dich vor czeret von der			
vordrucket	unmatched	2		wirst du vordrucket noch en			
kvmmer	unmatched	2		in allem kvmmer vnd wirt			
vorwustenunge	unmatched	2		vnd in vorwustenunge in der			
hangende	unmatched	2		recht als hangende vor dir			
gepetit	unmatched	2		haben an gepetit das leicht			
vorleset	unmatched	2		vnd er vorleset dich nicht			
vorpergen	unmatched	2		wil ich vorpergen vor im			
gesterbe	unmatched	2		so ich gesterbe Besamment zu			
gepetet	unmatched	2		haben an gepetet ire veter			
gepitet	unmatched	2		ir die gepitet ewern kindern			
gerechtisten	unmatched	2		Bei dem gerechtisten wirt der			
sudnischen	unmatched	2		zu dem sudnischen teile Und			
creftig	unmatched	2		vnd bis creftig wenne du			
vorpark	unmatched	2		man vnd vorpark sie vnd			
vlusses	unmatched	2		vber seines vlusses vnd die			
vlussen	unmatched	2		der wustnunge vlussen sie das			
eingank	unmatched	2		vorchtende den eingank Czu den			
Schreiet	unmatched	2		euch spreche Schreiet vnd wuchczet			
eisereiner	unmatched	2		v vnd eisereiner dem herre			
czunten	unmatched	2		was an czunten sie an			
westnische	unmatched	2		menige das westnische teile der			
kvnik	unmatched	2		lebendink den kvnik der stat			
gesteiges	unmatched	2		wek des gesteiges vnd slug			
vorderpnus	unmatched	2		in die vorderpnus Und von			
vmligende	unmatched	2		alle ir vmligende stete slug			
aseroth	unmatched	2		veldis vnd aseroth mit iren			
gepirgen	unmatched	2		in den gepirgen vnd in			
asedoth	unmatched	2		der gegint asedoth vncz bis			
bleiblingen	unmatched	2		von den bleiblingen der do			
ei­ner	unmatched	2		kvnic von ei­ner Der kvnic			
geginten	unmatched	2		vnd ire geginten Und das			
czeuht	unmatched	2		zu vnd czeuht zu der			
czinshaft	unmatched	2		disen tak czinshaft nd XUII			
beschreiben	unmatched	2		erde vnd beschreiben sie noch			
beschreibet	unmatched	2		siben teil beschreibet Und do			
ousgenge	unmatched	2		Und sein ousgenge sint gegen			
gradis	unmatched	2		des nydristen gradis Und den			
stiftende	unmatched	2		herren got stiftende einen alter			
sandunge	unmatched	2		fursten der sandunge Der starcke			
kan	ambiguous	1	lemma_29233|lemma_3400|lemma_3538	wol geschaffen kan An dich			
vorkeuset	unmatched	1		er die vorkeuset Sein arbeit			
sp	unmatched	1		Wenne also sp spricht dein			
stew̆er	unmatched	1		Deiner gnaden stew̆er Des heiligen			
durchfeuchte	unmatched	1		mein sinne durchfeuchte Und mein			
erleuchte	unmatched	1		mein sele erleuchte Und mir			
mvze	unmatched	1		Das ich mvze czu aller			
abenttewer	unmatched	1		diser lieben abenttewer Dem vromen			
getrewen	ambiguous	1	lemma_2278|lemma_2282	Dem werden getrewen diener dein			
beuget	unmatched	1		deinen dienst beuget Vnd manch			
czeuget	unmatched	1		gut testament czeuget Vnd meret			
Muze	ambiguous	1	lemma_4226|lemma_4238	werke gut Muze volfuren in			
loze	unmatched	1		allen cziten loze Recht als			
rose	ambiguous	1	lemma_26308|lemma_4951	ein werde rose Sterck vnd			
vollekumenheit	unmatched	1		Sterck vnd vollekumenheit Das sie			
nota bene	unmatched	1		ersterbe = nota bene PROLOGUS Bis			
gevalle	ambiguous	1	lemma_2292|lemma_6741	leben also gevalle den touben			
czuchticlich	unmatched	1		si muze czuchticlich furen in			
geseczet	unmatched	1		vns han geseczet vor Aufsliessen			
Aufsliessen	unmatched	1		geseczet vor Aufsliessen deiner schrifte			
tor	ambiguous	1	lemma_6113|lemma_9255	deiner schrifte tor Die manchem			
vorsperret	unmatched	1		manchem noch vorsperret sein So			
vorirret	unmatched	1		betoubet vnd vorirret Und von			
lieb	ambiguous	1	lemma_3756|lemma_3765	stunt Ewer lieb mir slafen			
stramen	unmatched	1		heiligen minne stramen Hilffe das			
muzzent	unmatched	1		ioch also muzzent tragen Das			
vaters­	unmatched	1		reich des vaters­ mein Das			
meitlich	unmatched	1		tagen Cristum meitlich hat getragen			
lasent	unmatched	1		sich intrewen lasent vinden Und			
minnen	ambiguous	1	lemma_4130|lemma_4133	heilige schrift minnen Vnd do			
hŏrent	unmatched	1		sie gerne hŏrent lesen Oder			
vorlegen	unmatched	1		ich Hie vorlegen fruntlich Der			
v­	unmatched	1		deutsche czunge v­ vnd sprache			
prologo	unmatched	1		in disen prologo Wenne wer			
schreibet	unmatched	1		als vns schreibet da Der			
trencken	unmatched	1		mit vreuden trencken DIses buches			
buches	ambiguous	1	lemma_912|lemma_933|lemma_936	trencken DIses buches ausganck Ist			
ertrenckte	unmatched	1		Bei gar ertrenckte Und den			
schenckte	unmatched	1		Und den schenckte Swebil vnd			
Ertrenkte	unmatched	1		mere czu Ertrenkte vnd alle			
vbirmut	unmatched	1		In irem vbirmut ł vnd			
hon	ambiguous	1	lemma_12662|lemma_2598|lemma_2866|lemma_2961	ł vnd hon Die erde			
ný	unmatched	1		diener kein ný kein leit			
Svn¬	unmatched	1		kein leit Svn¬ der alle			
sorgen	ambiguous	1	lemma_5613|lemma_5615	aus allen sorgen erlost Mit			
Gespracht	unmatched	1		gegenwurticheit getrost Gespracht mit in			
kunde	ambiguous	1	lemma_3501|lemma_3503|lemma_3535|lemma_3538|lemma_3542	hie nicht kunde Bis czu			
suʒen	unmatched	1		vnd ir suʒen wort Der			
durchluchtigisten	unmatched	1		Und der durchluchtigisten sein Den			
schepfunge	unmatched	1		buche der schepfunge mit sulchen			
creauit	unmatched	1		IN principio creauit worten deus			
etterram	unmatched	1		deus celum etterram Terra autem			
vacua	unmatched	1		inanis et vacua et tenebre			
abyssi	unmatched	1		super faciem abyssi etspiritus domini			
etspiritus	unmatched	1		faciem abyssi etspiritus domini ferebatur			
ferebatur	unmatched	1		etspiritus domini ferebatur sup aquas			
sup	unmatched	1		domini ferebatur sup aquas Dixit			
aquas	unmatched	1		ferebatur sup aquas Dixit quoque			
quod esset bona	unmatched	1		vidit lucem quod esset bona = =			
vnnucz̆	unmatched	1		was aber vnnucz̆ vnd lere			
nan­te	unmatched	1		Und got nan­te das firmament			
Gebere	ambiguous	1	lemma_1953|lemma_1964	Und sprach Gebere die erde			
ŏpfeltragendes	unmatched	1		Und ein ŏpfeltragendes holcz vnd			
furbrachte	unmatched	1		allso Und furbrachte die erde			
in czeichen	unmatched	1		vnd sint in czeichen vnd in			
in tag	unmatched	1		czeit vnd in tag vnd in			
erleuchten	unmatched	1		firmament vnd erleuchten die erde			
furbrengen	unmatched	1		sprach got furbrengen die wasser			
waluische	unmatched	1		grose GENESIS waluische vnd alle			
furbrachten	unmatched	1		die do furbrachten die wasser			
furbrenge	unmatched	1		got sprach furbrenge die erde			
bilde;	unmatched	1		czu seinem bilde; czu gotes			
vnderwerft	unmatched	1		GENESIS vnd vnderwerft sie vnd			
brengent	unmatched	1		die do brengent samen vf			
Uolkvmen	unmatched	1		II CAPITULUM Uolkvmen sint dorumbe			
czirlichkeit	unmatched	1		alle ir czirlichkeit Und got			
volente	unmatched	1		Und got volente des sibenden			
geschepnusse	unmatched	1		sint die geschepnusse himels und			
entsprengte	unmatched	1		der erden entsprengte wenne got			
gereggent	unmatched	1		dennoch nicht gereggent hette auf			
ergiessende	unmatched	1		der erden ergiessende vber alle			
bilte	unmatched	1		erden Nu bilte dorumbe got			
blize	unmatched	1		erden vnd blize im in			
Gepflanczet	unmatched	1		lebendige sele Gepflanczet hett aber			
erfuchten	unmatched	1		der czu erfuchten das Das			
bedellium	unmatched	1		GENESIS man bedellium den edeln			
onichiun	unmatched	1		edeln stein onichiun Vnd der			
vmbfluzzet	unmatched	1		das do vmbfluzzet alle die			
mensschen	unmatched	1		herre den mensschen vnd satste			
satste	unmatched	1		mensschen vnd satste in in			
benante	unmatched	1		name Und benante alle tyr			
mennynne	unmatched	1		geheissen ein mennynne wenne sie			
arglistiger	unmatched	1		die was arglistiger allen tyren			
worvmbe	unmatched	1		dem weibe worvmbe hat euch			
anruren	unmatched	1		das nicht anruren das wir			
gelustig	unmatched	1		czu sehen gelustig vnd nam			
nakkent	unmatched	1		das si nakkent waren do			
bvnden	unmatched	1		waren do bvnden sie czusammen			
czusammen	unmatched	1		bvnden sie czusammen von feigbovm			
feigbovm	unmatched	1		czusammen von feigbovm laup vnd			
qwesten	unmatched	1		in do qwesten Und do			
Vorfluchet	unmatched	1		hast getan Vorfluchet wirstu sein			
sl=	unmatched	1		brust wirstu sl= slingen vnd			
slingen	ambiguous	1	lemma_5545|lemma_5546	wirstu sl= slingen vnd wirdest			
knullen	unmatched	1		wirt czu knullen dein houbt			
geberen	ambiguous	1	lemma_1954|lemma_1964	GENESIS wirdestu geberen deine svne			
Dŏrner	unmatched	1		deines lebens Dŏrner vnd disteln			
wierst	unmatched	1		tragen vnd wierst essen die			
sweisse	unmatched	1		In dem sweisse deines antlitczes			
antlitczes	unmatched	1		sweisse deines antlitczes wirstu essen			
rŏkke	unmatched	1		aus heuten rŏkke vnd tat			
kunnende	unmatched	1		aus vns kunnende gutes vnd			
stiesse	unmatched	1		Und aus stiesse in got			
fewrin	unmatched	1		vnd ein fewrin swert vnd			
reutling	unmatched	1		vnd einen reutling des weges			
schafhirte	unmatched	1		ein s schafhirte vnd ein			
fr	unmatched	1		von den fr fruchten der			
veistesten	unmatched	1		von iren veistesten Und vnser			
vorwandelte	unmatched	1		sein antlicze vorwandelte sich Und			
czornige	unmatched	1		Worumb bistu czornige Und worumb			
vorvellet	unmatched	1		Und worumb vorvellet dein antlicze			
nymestu	unmatched	1		tust das nymestu Ist das			
weiss	unmatched	1		antworte Ich weiss nicht herre			
hirtman	unmatched	1		meines bruders hirtman Und her			
schriet	ambiguous	1	lemma_5310|lemma_5318	deines bruders schriet zu mir			
vfgetan	unmatched	1		die do vfgetan hat iren			
munt	ambiguous	1	lemma_4250|lemma_4252	hat iren munt Vnd hat			
Uorfluchtig	unmatched	1		nicht geben Uorfluchtig vnd irre			
vordiene	unmatched	1		ich rewe vordiene Sich heute			
enpfinc	unmatched	1		wip di enpfinc vnd gebar			
herpfen	ambiguous	1	lemma_10196|lemma_2663	sungen vf herpfen vnd auf			
Sibenueldige	unmatched	1		meinem swerte Sibenueldige rache wirt			
czigstunt	unmatched	1		siben GENESIS czigstunt sibenstunt Und			
geberunge	unmatched	1		buch der geberunge in dem			
geberte	unmatched	1		iar vnd geberte einen svn			
enos	ambiguous	1	lemma_23305|lemma_38173	vnd geperte enos Und lebte			
fvne	unmatched	1		vnd geperte fvne vnd tochter			
achczick	unmatched	1		czwei vnd achczick iare vnd			
trosten	ambiguous	1	lemma_25896|lemma_6223	wirt vns trosten von den			
gerperte	unmatched	1		alt do gerperte er vnd			
iaphet	unmatched	1		er vnd iaphet UI CAPITULUM			
vorrmerten	unmatched	1		werlde die vorrmerten man Aber			
bŏsten	unmatched	1		zu dem bŏsten alle czeit			
zukvnft	unmatched	1		in die zukvnft vnd wart			
erden;	unmatched	1		antlicze der erden; von dem			
volkvmner	unmatched	1		vnd ein volkvmner man in			
vormeiliget	unmatched	1		gesehen das vormeiliget was die			
wonunglein	unmatched	1		gefugen hŏlczern wonunglein mache in			
innewendick	unmatched	1		smier sie innewendick vnd auswendig			
auswendig	unmatched	1		innewendick vnd auswendig Und allso			
Dreihundert	unmatched	1		mache sie Dreihundert dovmelen sol			
wert;	unmatched	1		seiten hinder wert; Muzheuser vnd			
Muzheuser	unmatched	1		hinder wert; Muzheuser vnd drilch			
gekamerte	unmatched	1		vnd drilch gekamerte heuser mache			
zufuren	unmatched	1		ich wil zufuren di wasser			
archen;	unmatched	1		in die archen; du vnd			
y̆ngeen	unmatched	1		yeclichem sulln y̆ngeen mit dir			
wil ich	unmatched	1		siben tage wil ich reggen auf			
gevŏggeln	unmatched	1		aus allen gevŏggeln vnd aus			
sibenczenden	unmatched	1		an dem sibenczenden tage des			
vorborgene	unmatched	1		vnd alle vorborgene schawer wasser			
gelide	ambiguous	1	lemma_3730|lemma_3797	In dem gelide des selben			
vligendes	unmatched	1		ein yeclichs vligendes noch seinem			
si und er	unmatched	1		eyngangen Sie si und er aus allem			
virczick	unmatched	1		ein flute virczick tage vnd			
hŏher	unmatched	1		das wasser hŏher vber die			
gevŏgils	unmatched	1		erden Des gevŏgils der tir			
behielden	unmatched	1		di wasser behielden die erde			
arch	ambiguous	1	lemma_272|lemma_282	Und die arch bestund in			
intruckenten	unmatched	1		die wasser intruckenten vf der			
geraste	unmatched	1		ir fuze geraste do karte			
vienck	unmatched	1		hant vnd vienck sie vnd			
sibentag	unmatched	1		dornach anderr sibentag vnd liesse			
ei¬	unmatched	1		abent tragende ei¬ nen holczweig			
holczweig	unmatched	1		ei¬ nen holczweig mit grunen			
vorname	unmatched	1		Do von vorname das auf			
getruckent	unmatched	1		des menedis getruckent was die			
roch	ambiguous	1	lemma_16892|lemma_31613|lemma_4901|lemma_4956|lemma_4957|lemma_63228	vnser herre roch den ruch			
vorrfluche	unmatched	1		nichte nicht vorrfluche ich furbas			
bŏzem	unmatched	1		herczens zu bŏzem geneiget sint			
sehens	ambiguous	1	lemma_10366|lemma_8679	der erden sehens vnd sneidens			
sneidens	unmatched	1		sehens vnd sneidens kelde vnd			
reget	unmatched	1		das sich reget vnd lebt			
brvders	unmatched	1		vnd seines brvders wil ich			
vŏgeln	unmatched	1		wol in vŏgeln als in			
reisende	unmatched	1		flut zu reisende die erde			
vberczihe	unmatched	1		wenne ich vberczihe mit IX			
cap	unmatched	1		mit IX cap ̄ GENE			
̄	unmatched	1		IX cap ̄ GENE wolken			
voRwar	ambiguous	1	lemma_7014|lemma_8989	vnd vnd voRwar ist ein			
Uorflucht	unmatched	1		sprache her Uorflucht sei das			
Breite	ambiguous	1	lemma_846|lemma_847	sein knecht Breite got vnd			
grŏsseren	unmatched	1		bruder des grŏsseren Dicz sint			
geslechtwn	unmatched	1		in iren geslechtwn Dicz ist			
flūte	unmatched	1		noch der flūte CAPITULUM XI			
Absteig	unmatched	1		alle erden Absteig aber vnser			
bauten	unmatched	1		den do bauten die kinder			
enlasen	unmatched	1		angehaben noch enlasen nicht von			
strew̆te	unmatched	1		danne zu strew̆te sie vnser			
dreissic	unmatched	1		er geperte dreissic vnd virhundert			
achtczehn	unmatched	1		hundert vnd achtczehn iare vnd			
hausvrov	unmatched	1		der name hausvrov was Und			
melcha	unmatched	1		vaters vnd melcha vnd des			
grŏsen	unmatched	1		vnd wil grŏsen deinen namen			
aufganck	unmatched	1		der svnnen aufganck vnd stifte			
gestweise	unmatched	1		were aldo gestweise wenne der			
hausvrow̆	unmatched	1		vnd sein hausvrow̆ vnd alles			
feuchtet	unmatched	1		gar durch feuchtet wart e			
ýeclicher	unmatched	1		ein ander ýeclicher von seinem			
gegnŏten	unmatched	1		in den gegnŏten bei dem			
Dorūmbe	unmatched	1		sie geben Dorūmbe bewegte sein			
leimbrvnne	unmatched	1		hette vil leimbrvnne Und also			
entran	ambiguous	1	lemma_1465|lemma_1470	einer der entran vnd kundigte			
amorrers	unmatched	1		tal des amorrers vnd bruder			
Slahunge	unmatched	1		von der Slahunge Vnd der			
geschep	unmatched	1		do hat geschep ESIS fet			
fet	unmatched	1		geschep ESIS fet himel vnd			
besitczer	unmatched	1		der ein besitczer ist des			
schaffers	unmatched	1		meines houses schaffers svn ist			
turckel	unmatched	1		sei ein turckel touben vnd			
vŏgil	unmatched	1		Aber die vŏgil teilte er			
vorvleugte	unmatched	1		as vnd vorvleugte sie vnd			
vndergieng	unmatched	1		die svnne vndergieng do vil			
vndergienge	unmatched	1		ein vinstere vndergienge yn vnd			
vorenlenden	unmatched	1		samen sich vorenlenden wirt in			
vnderwerfen	unmatched	1		zu dienste vnderwerfen vnd wirt			
vsczihen	unmatched	1		werden sie vsczihen mit grosem			
rauchender	unmatched	1		erscheine ein rauchender bakouen Und			
teilungen	unmatched	1		czwisschen den teilungen An dem			
Saray	unmatched	1		I CAPITULUM Saray do von			
meit	ambiguous	1	lemma_3926|lemma_4112	GENE egiptische meit die hiesse			
eýn	unmatched	1		gepern Gee eýn czu meiner			
vorsmehnusse	unmatched	1		mich in vorsmehnusse Richte got			
Richte	ambiguous	1	lemma_4875|lemma_4912|lemma_4913	in vorsmehnusse Richte got czwischen			
gebruche	unmatched	1		deiner hant gebruche ir als			
kvmestu	unmatched	1		mait wanne kvmestu oder wo			
demutige	unmatched	1		SIS vnd demutige dich vnder			
vormenige	unmatched	1		geczalt werden vormenige Und sprach			
betrubnusse	unmatched	1		hat dein betrubnusse Dieser wirt			
grymmiger	unmatched	1		wirt ein grymmiger mensche sein			
Sechsvndnevnczig	unmatched	1		seinen namen Sechsvndnevnczig iar alt			
grŏslich	unmatched	1		dich wachsende grŏslich vnd wil			
pilgereinunge	unmatched	1		erden deiner pilgereinunge alle die			
dor̆umbe	unmatched	1		Vnd du dor̆umbe wirst behuten			
entspreissen	unmatched	1		volkes werden entspreissen vz im			
wenestu	unmatched	1		seynem herczen wenestu das dem			
nevnczic	unmatched	1		geborn vnd nevnczic iar alt			
vorschame	unmatched	1		vleisch irr vorschame Czu hant			
funden habe	unmatched	1		ich genade funden habe in deinen			
furgee	unmatched	1		ougen nicht furgee deinen diener			
fūrbas	unmatched	1		dornach geet fūrbas Wenne worumbe			
mische	ambiguous	1	lemma_19436|lemma_4138	Eile vnd mische drei maz			
maz	ambiguous	1	lemma_11184|lemma_3913|lemma_4031|lemma_4110	mische drei maz semel meles			
geczeltes	unmatched	1		tur des geczeltes wenne sie			
vnmugliche	unmatched	1		ichtes icht vnmugliche Noch dem			
loukente	unmatched	1		svn Nu loukente = vnd			
beleitende	unmatched	1		mit in beleitende sie Und			
zufure	unmatched	1		so das zufure der herre			
tŏtest	unmatched	1		das du tŏtest den gerechten			
vngerechte	unmatched	1		als der vngerechte Das ist			
vrteilet	unmatched	1		der do vrteilet alle werlt			
funfer	unmatched	1		Ist das funfer mynner sint			
vnmut	unmatched	1		Nicht habe vnmut sprach er			
dreisick	unmatched	1		do vinde dreisick Wenne zu			
czurnest	unmatched	1		du nichte czurnest ob ich			
tustv	unmatched	1		spreche Was tustv denne ob			
osterspeise	unmatched	1		kochte in osterspeise vnd sie			
vmblegten	unmatched	1		stat vnd vmblegten das hous			
Herous	unmatched	1		sie erkennen Herous gieng zu			
gebruchet	unmatched	1		euch vnd gebruchet der wie			
Eyngegangen	unmatched	1		sprachen sie Eyngegangen bistu als			
oussen	unmatched	1		die dort oussen waren slugen			
