file;xml_id;form;action;geaendert;alt_pos;neu_pos;alt_lemmaRef;neu_lemmaRef;alt_ana;neu_ana;alt_corresp;neu_corresp;verdict;confidence;begruendung;hinweis;kontext
NEIC.tei.xml;NEIC_1306010_3;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;hab ich, Hilfsverb zu geleichet;;die vier die hab ich recht zusam geleichet ,
NEIC.tei.xml;NEIC_1314040_5;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit begangen, Relativsatz mit ich;;die ich bei meinen tagen hab begangen .
NEIC.tei.xml;NEIC_1701010_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv: urlaub hab der winter;;urlaub hab der winter
NEIC.tei.xml;NEIC_1901170_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizipien gedienet vnd gesungen, Subjekt ich;;nun hab ich baide umb sunst gedienet vnd gesungen .
NEIC.tei.xml;NEIC_2309030_2;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab dir mit Dativreflexiv;;< das hab dir des von rubental .
NEIC.tei.xml;NEIC_2605010_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv-Hilfsverb mit Partizip erlenget, das-Satz;;sie wollen das sich der winter hewer hab erlenget .
NEIC.tei.xml;NEIC_3005020_5;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip gesprochen, Subjekt ich;;was ich euch zu gute hab gesprochen ,
NEIC.tei.xml;NEIC_3511010_4;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab meinen rat mit Akkusativobjekt;;< tochter , des hab meinen rat !
NEIC.tei.xml;NEIC_3609050_6;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv-Fluch: der teufel hab euch;;pfuh , das euch der teufel hab ,
NEIC.tei.xml;NEIC_4302140_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab dir mit Objekt mein leben;;nu hab dir mein leben , wenn du willt .
NEIC.tei.xml;NEIC_4409110_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Vollverb 1. Plural: die hab wir;;die hab wir , so sind auch ir nicht mer .
NEIC.tei.xml;NEIC_4506060_4;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip getan, Subjekt ich;;als ich der werlt hab getan - das rewet mich mit meinem newen gesange - ,
NEIC.tei.xml;NEIC_4705020_6;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv, Subjekt der, Objekt den schaden;;der sich daheim versawm , der hab den schaden !
NEIC.tei.xml;NEIC_4807040_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Vollverb 1.Pl.: des hab wir ere;;des hab wir imer ere .
NEIC.tei.xml;NEIC_5003060_2;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv-Wunsch: der may hab sein ere;;der may hab sein ere .
NEIC.tei.xml;NEIC_5803060_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv der hab mit Objekt das laub;;der hab das laub von kinden . >
NEIC.tei.xml;NEIC_5906050_0;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77615;lexicon.xml#lemma_2598_sense_77615;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab gedult, Objekt gedult folgt;;hab gedult .
NEIC.tei.xml;NEIC_6206030_8;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip erkorn, Subjekt ich;;lieb vor allem lieb ich mir zu lieb hab
NEIC.tei.xml;NEIC_6401070_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv: des hab der sumer danck;;des hab der sumer danck ,
NEIC.tei.xml;NEIC_6604070_5;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab dein gemach, gemach ist Objekt;;da wir flachten , davon hab dein gemach . >
NEIC.tei.xml;NEIC_7812010_3;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;1. Sg. Indikativ, Subjekt ich, Objekt die schonsten frawen;;herr , ich hab die schonsten frawen ,
NEIC.tei.xml;NEIC_7905090_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv-Wunsch: er hab im mein schuch;;er hab im mein schuch ! - in diesem iar ,
NEIC.tei.xml;NEIC_8002030_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip gesungen, Subjekt ich;;mich verfahet nicht , was ich ir hab lang gesungen .
NEIM.tei.xml;NEIM_109090_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77615;lexicon.xml#lemma_2598_sense_77615;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv, Subjekt sin schere, Objekt undank (Verwuenschungsformel);;das sin schere habe undank ,
NEIM.tei.xml;NEIM_110050_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Vollverb 1. Sg.: den ich habe von diner gebe;;wer behalten , den ich habe von diner milten gebe ,
NEIR.tei.xml;NEIR_1302050_4;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;hab ich niht ze schelten: Subjekt ich;;vrowen und gutiu wip hab ich niht ze schelten :
NEIR.tei.xml;NEIR_2102130_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77615;lexicon.xml#lemma_2598_sense_77615;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;ob siz vur dienst hab: Konjunktiv mit Objekt;;nu seht , ob siz vur dienst hab .
NEIR.tei.xml;NEIR_4008080_5;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77615;lexicon.xml#lemma_2598_sense_77615;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv im daz-Satz: daz du hab undanch;;daz du , vrowe , hab undanch !
NEIR.tei.xml;NEIR_4205090_0;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;medium;"Ausruf, Imperativlesart hab ûf; kein Determinativ davor";Konfidenz unter high, keine Aenderung noetig;hab uof minem schuhe ! - in disem iare ,
NEIR.tei.xml;NEIR_4802020_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb 1.Pl. mit Partizip genozzen;;vreut sich siner chunfte wol . der hab wir e genozzen .
NEIR.tei.xml;NEIR_4803060_2;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv-Wunsch: der maye hab des ere;;der maye hab des ere .
NEIR.tei.xml;NEIR_5108030_2;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ daz hab dir mit Dativreflexiv;;< daz hab dir des von riwental .
NEIR.tei.xml;NEIR_5405050_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab gedult, Objekt gedult folgt;;unt hab gedult .
NLB.tei.xml;NLB_862_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit gesehen, Subjekt ich;;swie ich sîvrîden nimmer habe gesehen ,
NLB.tei.xml;NLB_1082_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb Konjunktiv mit Partizip gesehen;;daz man künec deheinen küener habe gesehen .
NLB.tei.xml;NLB_1093_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz-Satz mit Subjekt ich, Objekte liute unde lant;;daz ich habe von rehte liute unde lant .
NLB.tei.xml;NLB_1422_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip gesendet, indirekte Frage;;wer iuch her habe gesendet , des enhân ich niht vernomen ,
NLB.tei.xml;NLB_2892_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Vollverb 1.Pl.: des hab wir frumen;;daz in diu maget grüeze , des hab wir immer frumen .
NLB.tei.xml;NLB_4112_6;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip gesehen, Subjekt ich;;daz ich ir deheinen nie mêr habe gesehen ,
NLB.tei.xml;NLB_4543_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ hab du die gebaere mit Objekt;;nu hab du die gebaere , diu werc wil ich begân . >
NLB.tei.xml;NLB_4612_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ/Optativ: habe danc mit Genitiv des schuzzes;;< gunther , ritter edele , des schuzzes habe danc . >
NLB.tei.xml;NLB_5182_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv indirekte Rede, Hilfsverb mit gesant;;ich habe gesant nâch tôde : ich wils noch lenger pflegen .
NLB.tei.xml;NLB_5401_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb Konjunktiv mit Partizip vernomen;;unt saget mîner swester , sô si daz habe vernomen ,
NLB.tei.xml;NLB_7512_6;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip genomen, Subjekt der winder;;swenne daz der winder ein ende habe genomen ,
NLB.tei.xml;NLB_8263_0;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv im ob-Satz, Subjekt man, Objekt den lîp;;habe ze solhen êren sô man den mînen tuot . >
NLB.tei.xml;NLB_8292_7;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv-Hilfsverb mit Partizip bekant, Subjekt iemen;;ich wil selbe wesen tiwerr danne iemen habe bekant
NLB.tei.xml;NLB_8533_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Indirekte Rede: Hilfsverb mit Partizip gekebset;;si giht , mich habe gekebset sîfrit ir man . >
NLB.tei.xml;NLB_8564_7;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv, Subjekt der kuenic, Hilfsverb zu besant;;oder von welhen schulden mich der künic habe besant . >
NLB.tei.xml;NLB_8934_6;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konditionalinversion, Hilfsverb zu getân, Subjekt ich;;ern sol des niht engelten , hab ich prünhilde iht getân .
NLB.tei.xml;NLB_9681_10;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv: der lip hab undanc;;dô sprach der herre sîfrit : < ir lîp der hab undanc !
NLB.tei.xml;NLB_10853_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Vollverb: ich habe niemen mâge;;ich habe niemen mâge in nibelunge lant . >
NLB.tei.xml;NLB_11784_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip bekant, Negation ine-;;si sulen sîn vil vremde , ine hab si schiere bekant . >
NLB.tei.xml;NLB_14053_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77615;lexicon.xml#lemma_2598_sense_77615;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Vollverb mit Subjekt ich und Objekt muot;;so enbiut ich mînen vriunden des ich dâ habe muot ,
NLB.tei.xml;NLB_16343_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ: die habe dir, helt;;< die habe dir , helt , ze minnen , daz du mîn friunt sîst .
NLB.tei.xml;NLB_18141_9;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip getân, indirekte Frage;;mich nimt des michel wunder , waz ich iu habe getân ,
NLB.tei.xml;NLB_18452_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz-Satz, Hilfsverb zu Partizip gesehen;;daz wir si bringen innen daz ich si habe gesehen ,
NLB.tei.xml;NLB_19634_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4171;lexicon.xml#lemma_2598_sense_4171;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ: daz habe dir ze botschefte;;< daz habe dir ze botschefte in der burgonden lant . >
NLB.tei.xml;NLB_21474_7;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;habe wir verdienet: Hilfsverb mit Partizip;;si sprach ze rüedegêre : < wie habe wir verdienet daz ,
NST.tei.xml;NST_1571060_7;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Imperativ: hab mich lieb für alle lieb;;ejn guoter frummer mensch begeret von unserm herren dz er im kunt thett warjnnen er sich sölt üben / darjnn er im ein wolgefallen thett . jm ward geantwurt . wilt du got ein besunders wolgefallen tuon / so gib einen pfening hie in diser zeÿt durch gotes willen so du es wol getuon magst / und dÿe weil es dein ist / dz ist mir lieber und dir nüczer / denn ob man nach deinem tod geb eÿnen grossen hauffen . dz ander weine einen zeher waßers umb dein sünd . und umb meines leidens willen / dz ist mir lieber und dir nüczer denn dz du als vil ruoten auf deinen ruck erschlügest als auf einen weiten veld gewachssen möcht dz dritt ist . leid ein verschmechtes hertes wort durch meinen willen / das ist mir lieber und dir nüczer . denn das du einen see vol wassers waÿntest umb zergencklich zeÿtlich ding . das vierd . prich deinen schlaff ab durch meinen willen / dz ist mir lieber und dir nüczer / denn das du schicktest zwelff ritter nach deinem tod zuo dem heiligen grab . dz fünfft ist beherberg den armen menschen und thuo im gütlich durch meinen willen / dz ist mir lieber und dir nüczer denn dz du vÿerczig iar in ÿegklicher wochen dreÿ tag vastest mit wasser und prot . das sechst ist . rede nÿemant übel und argkwan nicht / dz ist mir lieber und dir nüczer denn dz du die ganczen welt umbgiengest / und in ÿegklichen fuoßtrit dein pluot verrertest . dz sibent ist / ker alle ding zuo dem pesten und erger nichcz . das ist mir lieber und dir nüczer denn das du alle tag in den dritten himel verzuckt würdest . das achtent ist / warumb du pittent pist / es seÿ umb leÿb umb sele umb guot oder umb ere / so pit mich selb / dz ist mir lieber und dir nüczer denn das mein liebe muoter und alle heiligen und engel für dich petten . noch wil ich dein rein andechtig gepet lieber erhören . das neünd ist . hab mich lieb für alle lieb / das ist mir lieber und dir nüczer / denn das du ein saul aufgiengest die überal vor scharsach stecket . und dÿe da reÿchet von dem ertreÿch piß an die wolcken / und teglich dein pluot daran vergüssest und versertest . noch ist mir lieber das du mich lieb habest über alle lieb unser lieber herre spricht mer zuo dem menschen . lob mich in deiner getreüen arbeit so würt dein arbeit mein lob . und hab mich lieb in deiner widerwertikeÿt / so würt dein lieb mich ziern gee mir nach in stettikeÿt so würt dein sel mein gefert . sanctus bernhardus spricht so der mensch ÿe grösser sündet so im got ÿe gütlicher nachgeet . sanctus augustinus spricht . hab got lieb von ganczen deinem herczen oder du verdienst den ewigen schmerczen . sanctus paulus der spricht kein mensch ist got als wolgefellig als der der frid in seinem herczen tregt . wann der zorn ist der natur / wenn man in übet so er ÿe mer wachsset / und enzündet sich im herczen zuo untugenden . und erleschet alle tugent . wer oren hab zuo hören der höre .
