xml_id,form,context,normalized,match_type,lemma_ids
WZB_41rb_20_2,drei,Drei kŏrbe drei tage noch,drei,matched,lemma_1216
WZB_41rb_20_3,tage,kŏrbe drei tage noch sint,tage,matched,lemma_5994
WZB_41rb_20_4,noch,drei tage noch sint noch,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_41rb_20_5,sint,tage noch sint noch den,sint,ambiguous,lemma_5432|lemma_5434|lemma_5496
WZB_41rb_20_7,noch,noch sint noch den wirt,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_41rb_21_0,den,sint noch den wirt ouf,den,matched,lemma_1119
WZB_41rb_21_1,wirt,noch den wirt ouf heben,wirt,ambiguous,lemma_7489|lemma_7652
WZB_41rb_21_2,ouf,den wirt ouf heben ł,ouf,matched,lemma_6330
WZB_41rb_21_3,heben,wirt ouf heben ł dein,heben,matched,lemma_2688
WZB_41rb_21_4,ł,ouf heben ł dein houbt,ł,unmatched,
WZB_41rb_22_0,dein,heben ł dein houbt vnd,dein,matched,lemma_1242
WZB_41rb_22_1,houbt,ł dein houbt vnd wirt,houbt,matched,lemma_2912
WZB_41rb_22_2,vnd,dein houbt vnd wirt dich,vnd,matched,lemma_6467
WZB_41rb_22_3,wirt,houbt vnd wirt dich an,wirt,ambiguous,lemma_7489|lemma_7652
WZB_41rb_22_4,dich,vnd wirt dich an ein,dich,matched,lemma_1242
WZB_41rb_22_5,an,wirt dich an ein kreucz,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41rb_23_0,ein,dich an ein kreucz hengen,ein,ambiguous,lemma_119|lemma_13|lemma_1331|lemma_2975
WZB_41rb_23_1,kreucz,an ein kreucz hengen vnd,kreucz,unmatched,
WZB_41rb_23_2,hengen,ein kreucz hengen vnd die,hengen,matched,lemma_2758
WZB_41rb_23_4,vnd,kreucz hengen vnd die e,vnd,matched,lemma_6467
WZB_41rb_23_5,die,hengen vnd die e GENE,die,ambiguous,lemma_1139|lemma_1161
WZB_41rb_24_0,e,vnd die e GENE vogil,e,ambiguous,lemma_10937|lemma_1281|lemma_3004
WZB_41va_1_0,GENE,die e GENE vogil werden,gene,unmatched,
WZB_41va_2_0,vogil,e GENE vogil werden dein,vogil,matched,lemma_7154
WZB_41va_2_1,werden,GENE vogil werden dein vleisch,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_41va_2_2,dein,vogil werden dein vleisch zu,dein,matched,lemma_1242
WZB_41va_2_3,vleisch,werden dein vleisch zu reissen,vleisch,matched,lemma_7121
WZB_41va_2_4,zu,dein vleisch zu reissen vnd,zu,matched,lemma_7770
WZB_41va_2_5,reissen,vleisch zu reissen vnd von,reissen,unmatched,
WZB_41va_3_2,vnd,zu reissen vnd von dem,vnd,matched,lemma_6467
WZB_41va_3_3,von,reissen vnd von dem tage,von,matched,lemma_7193
WZB_41va_3_4,dem,vnd von dem tage der,dem,ambiguous,lemma_1097|lemma_1119
WZB_41va_3_5,tage,von dem tage der dritte,tage,matched,lemma_5994
WZB_41va_3_6,der,dem tage der dritte tag,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41va_3_7,dritte,tage der dritte tag was,dritte,matched,lemma_1230
WZB_41va_4_0,tag,der dritte tag was der,tag,ambiguous,lemma_1061|lemma_5994
WZB_41va_4_1,was,dritte tag was der gepurtliche,was,ambiguous,lemma_29723|lemma_5941|lemma_7505
WZB_41va_4_2,der,tag was der gepurtliche tack,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41va_4_3,gepurtliche,was der gepurtliche tack hern,gepurtliche,unmatched,
WZB_41va_4_4,tack,der gepurtliche tack hern Der,tack,matched,lemma_5994
WZB_41va_5_0,hern,gepurtliche tack hern Der machte,hern,ambiguous,lemma_2682|lemma_2684|lemma_2761|lemma_8335
WZB_41va_5_3,Der,tack hern Der machte ł,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41va_5_4,machte,hern Der machte ł ein,machte,ambiguous,lemma_3917|lemma_3937|lemma_4240
WZB_41va_5_5,ł,Der machte ł ein grose,ł,unmatched,
WZB_41va_6_0,ein,machte ł ein grose wirtschaft,ein,ambiguous,lemma_119|lemma_13|lemma_1331|lemma_2975
WZB_41va_6_1,grose,ł ein grose wirtschaft seinen,grose,matched,lemma_2534
WZB_41va_6_2,wirtschaft,ein grose wirtschaft seinen kindern,wirtschaft,matched,lemma_7655
WZB_41va_6_3,seinen,grose wirtschaft seinen kindern Und,seinen,matched,lemma_1517
WZB_41va_6_4,kindern,wirtschaft seinen kindern Und gedachte,kindern,matched,lemma_3313
WZB_41va_7_1,Und,seinen kindern Und gedachte vnder,und,matched,lemma_6467
WZB_41va_7_2,gedachte,kindern Und gedachte vnder dem,gedachte,matched,lemma_1992
WZB_41va_7_3,vnder,Und gedachte vnder dem essin,vnder,matched,lemma_6471
WZB_41va_7_4,dem,gedachte vnder dem essin an,dem,ambiguous,lemma_1097|lemma_1119
WZB_41va_8_0,essin,vnder dem essin an der,essin,matched,lemma_1764
WZB_41va_8_2,an,dem essin an der schenkin,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_8_3,der,essin an der schenkin meister,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41va_8_4,schenkin,an der schenkin meister vnd,schenkin,ambiguous,lemma_5206|lemma_5208
WZB_41va_8_5,meister,der schenkin meister vnd an,meister,matched,lemma_4059
WZB_41va_9_0,vnd,schenkin meister vnd an den,vnd,matched,lemma_6467
WZB_41va_9_1,an,meister vnd an den fursten,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_9_2,den,vnd an den fursten der,den,matched,lemma_1119
WZB_41va_9_3,fursten,an den fursten der pecken,fursten,matched,lemma_7307
WZB_41va_9_4,der,den fursten der pecken Und,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41va_9_5,pecken,fursten der pecken Und saczte,pecken,unmatched,
WZB_41va_10_0,Und,der pecken Und saczte einen,und,matched,lemma_6467
WZB_41va_10_1,saczte,pecken Und saczte einen wider,saczte,matched,lemma_5423
WZB_41va_10_2,einen,Und saczte einen wider an,einen,ambiguous,lemma_1331|lemma_31353
WZB_41va_10_3,wider,saczte einen wider an seyn,wider,ambiguous,lemma_12326|lemma_7557
WZB_41va_10_4,an,einen wider an seyn ampt,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_10_5,seyn,wider an seyn ampt das,seyn,ambiguous,lemma_1517|lemma_5432
WZB_41va_11_0,ampt,an seyn ampt das er,ampt,matched,lemma_179
WZB_41va_11_3,das,seyn ampt das er reichte,das,ambiguous,lemma_1097|lemma_13169
WZB_41va_11_4,er,ampt das er reichte herren,er,ambiguous,lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117
WZB_41va_11_5,reichte,das er reichte herren ł,reichte,ambiguous,lemma_4842|lemma_4875
WZB_41va_11_6,herren,er reichte herren ł zu,herren,ambiguous,lemma_2684|lemma_42447
WZB_41va_11_7,ł,reichte herren ł zu trincken,ł,unmatched,
WZB_41va_12_0,zu,herren ł zu trincken Den,zu,matched,lemma_7770
WZB_41va_12_1,trincken,ł zu trincken Den andern,trincken,matched,lemma_6207
WZB_41va_12_4,Den,zu trincken Den andern hienk,den,matched,lemma_1119
WZB_41va_12_5,andern,trincken Den andern hienk her,andern,matched,lemma_204
WZB_41va_13_0,hienk,Den andern hienk her an,hienk,unmatched,
WZB_41va_13_1,her,andern hienk her an den,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_41va_13_2,an,hienk her an den galgin,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_13_3,den,her an den galgin so,den,matched,lemma_1119
WZB_41va_13_4,galgin,an den galgin so das,galgin,unmatched,
WZB_41va_14_0,so,den galgin so das des,so,matched,lemma_5601
WZB_41va_14_2,das,galgin so das des ouslegers,das,ambiguous,lemma_1097|lemma_13169
WZB_41va_14_3,des,so das des ouslegers warheit,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_41va_14_4,ouslegers,das des ouslegers warheit wurde,ouslegers,unmatched,
WZB_41va_14_5,warheit,des ouslegers warheit wurde geprufet,warheit,matched,lemma_7340
WZB_41va_15_0,wurde,ouslegers warheit wurde geprufet Und,wurde,matched,lemma_7489
WZB_41va_15_1,geprufet,warheit wurde geprufet Und doch,geprufet,unmatched,
WZB_41va_15_4,Und,wurde geprufet Und doch der,und,matched,lemma_6467
WZB_41va_15_5,doch,geprufet Und doch der schenken,doch,matched,lemma_1185
WZB_41va_15_6,der,Und doch der schenken probst,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41va_16_0,schenken,doch der schenken probst do,schenken,ambiguous,lemma_5206|lemma_5208
WZB_41va_16_1,probst,der schenken probst do yms,probst,matched,lemma_881
WZB_41va_16_4,do,schenken probst do yms wol,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_41va_16_5,yms,probst do yms wol was,yms,matched,lemma_14004
WZB_41va_16_6,wol,do yms wol was ergangen,wol,matched,lemma_7677
WZB_41va_17_0,was,yms wol was ergangen vor,was,ambiguous,lemma_29723|lemma_5941|lemma_7505
WZB_41va_17_1,ergangen,wol was ergangen vor gase,ergangen,matched,lemma_1556
WZB_41va_17_4,vor,was ergangen vor gase seines,vor,matched,lemma_7194
WZB_41va_17_5,gase,ergangen vor gase seines troumes,gase,unmatched,
WZB_41va_17_6,seines,vor gase seines troumes ouslegers,seines,matched,lemma_1517
WZB_41va_17_7,troumes,gase seines troumes ouslegers ICAPITULUM,troumes,matched,lemma_6239
WZB_41va_17_8,ouslegers,seines troumes ouslegers ICAPITULUM nOch,ouslegers,unmatched,
WZB_41va_18_2,ICAPITULUM,troumes ouslegers ICAPITULUM nOch czwein,icapitulum,unmatched,
WZB_41va_19_0,nOch,ouslegers ICAPITULUM nOch czwein iaren,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_41va_19_1,czwein,ICAPITULUM nOch czwein iaren sach,czwein,matched,lemma_7929
WZB_41va_19_2,iaren,nOch czwein iaren sach einen,iaren,matched,lemma_3096
WZB_41va_19_3,sach,czwein iaren sach einen trovme,sach,ambiguous,lemma_5046|lemma_5062|lemma_5366
WZB_41va_20_0,einen,iaren sach einen trovme In,einen,ambiguous,lemma_1331|lemma_31353
WZB_41va_20_1,trovme,sach einen trovme In douchte,trovme,matched,lemma_6239
WZB_41va_21_0,In,einen trovme In douchte wie,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_41va_21_1,douchte,trovme In douchte wie her,douchte,matched,lemma_1256
WZB_41va_21_3,wie,In douchte wie her stunde,wie,ambiguous,lemma_11087|lemma_7608
WZB_41va_21_4,her,douchte wie her stunde ouf,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_41va_21_5,stunde,wie her stunde ouf einem,stunde,matched,lemma_5842
WZB_41va_21_6,ouf,her stunde ouf einem wasser,ouf,matched,lemma_6330
WZB_41va_22_0,einem,stunde ouf einem wasser ous,einem,matched,lemma_1331
WZB_41va_22_1,wasser,ouf einem wasser ous dem,wasser,matched,lemma_7419
WZB_41va_22_4,ous,einem wasser ous dem wasser,ous,matched,lemma_6342
WZB_41va_22_5,dem,wasser ous dem wasser giengen,dem,ambiguous,lemma_1097|lemma_1119
WZB_41va_22_6,wasser,ous dem wasser giengen siben,wasser,matched,lemma_7419
WZB_41va_23_0,giengen,dem wasser giengen siben schŏne,giengen,matched,lemma_1844
WZB_41va_23_1,siben,wasser giengen siben schŏne ochssen,siben,matched,lemma_5437
WZB_41va_23_2,schŏne,giengen siben schŏne ochssen gar,schŏne,unmatched,
WZB_41va_23_3,ochssen,siben schŏne ochssen gar veiste,ochssen,matched,lemma_4480
WZB_41va_24_0,gar,schŏne ochssen gar veiste vnd,gar,matched,lemma_1913
WZB_41va_24_1,veiste,ochssen gar veiste vnd giengen,veiste,unmatched,
WZB_41va_24_3,vnd,gar veiste vnd giengen an,vnd,matched,lemma_6467
WZB_41va_24_4,giengen,veiste vnd giengen an einer,giengen,matched,lemma_1844
WZB_41va_24_5,an,vnd giengen an einer weide,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_24_6,einer,giengen an einer weide an,einer,matched,lemma_1331
WZB_41va_25_0,weide,an einer weide an hulbigen,weide,matched,lemma_7449
WZB_41va_25_2,an,einer weide an hulbigen steten,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_25_3,hulbigen,weide an hulbigen steten Und,hulbigen,unmatched,
WZB_41va_25_4,steten,an hulbigen steten Und anderr,steten,ambiguous,lemma_5713|lemma_5716|lemma_5732
WZB_41va_26_0,Und,hulbigen steten Und anderr siben,und,matched,lemma_6467
WZB_41va_26_1,anderr,steten Und anderr siben ochsen,anderr,matched,lemma_204
WZB_41va_26_2,siben,Und anderr siben ochsen oufstunden,siben,matched,lemma_5437
WZB_41va_26_3,ochsen,anderr siben ochsen oufstunden ous,ochsen,matched,lemma_4480
WZB_41va_26_4,oufstunden,siben ochsen oufstunden ous dem,oufstunden,unmatched,
WZB_41va_27_0,ous,ochsen oufstunden ous dem wasser,ous,matched,lemma_6342
WZB_41va_27_1,dem,oufstunden ous dem wasser gar,dem,ambiguous,lemma_1097|lemma_1119
WZB_41va_27_2,wasser,ous dem wasser gar vngenemer,wasser,matched,lemma_7419
WZB_41va_27_4,gar,dem wasser gar vngenemer vnd,gar,matched,lemma_1913
WZB_41va_28_0,vngenemer,wasser gar vngenemer vnd vorkrankt,vngenemer,unmatched,
WZB_41va_28_2,vnd,gar vngenemer vnd vorkrankt an,vnd,matched,lemma_6467
WZB_41va_28_3,vorkrankt,vngenemer vnd vorkrankt an durre,vorkrankt,unmatched,
WZB_41va_29_0,an,vnd vorkrankt an durre vnd,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_29_1,durre,vorkrankt an durre vnd an,durre,matched,lemma_1251
WZB_41va_29_2,vnd,an durre vnd an mager,vnd,matched,lemma_6467
WZB_41va_29_3,an,durre vnd an mager Und,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_29_4,mager,vnd an mager Und giengen,mager,matched,lemma_8572
WZB_41va_29_6,Und,an mager Und giengen an,und,matched,lemma_6467
WZB_41va_30_0,giengen,mager Und giengen an einer,giengen,matched,lemma_1844
WZB_41va_30_1,an,Und giengen an einer weide,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_30_2,einer,giengen an einer weide an,einer,matched,lemma_1331
WZB_41va_30_3,weide,an einer weide an dem,weide,matched,lemma_7449
WZB_41va_30_4,an,einer weide an dem vber,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_30_5,dem,weide an dem vber des,dem,ambiguous,lemma_1097|lemma_1119
WZB_41va_31_0,vber,an dem vber des wassers,vber,ambiguous,lemma_6359|lemma_6698
WZB_41va_31_1,des,dem vber des wassers an,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_41va_31_2,wassers,vber des wassers an grvnen,wassers,matched,lemma_7419
WZB_41va_31_4,an,des wassers an grvnen vnd,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_31_5,grvnen,wassers an grvnen vnd an,grvnen,unmatched,
WZB_41va_32_0,vnd,an grvnen vnd an fruchtbern,vnd,matched,lemma_6467
WZB_41va_32_1,an,grvnen vnd an fruchtbern stetin,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41va_32_2,fruchtbern,vnd an fruchtbern stetin vnd,fruchtbern,unmatched,
WZB_41va_32_3,stetin,an fruchtbern stetin vnd die,stetin,ambiguous,lemma_46902|lemma_5713|lemma_5732
WZB_41va_32_5,vnd,fruchtbern stetin vnd die selben,vnd,matched,lemma_6467
WZB_41va_33_0,die,stetin vnd die selben magern,die,ambiguous,lemma_1139|lemma_1161
WZB_41va_33_1,selben,vnd die selben magern ochsen,selben,matched,lemma_5385
WZB_41va_33_2,magern,die selben magern ochsen die,magern,matched,lemma_3925
WZB_41va_33_3,ochsen,selben magern ochsen die vrasen,ochsen,matched,lemma_4480
WZB_41va_33_5,die,magern ochsen die vrasen gene,die,ambiguous,lemma_1139|lemma_1161
WZB_41va_34_0,vrasen,ochsen die vrasen gene siben,vrasen,unmatched,
WZB_41va_34_1,gene,die vrasen gene siben ochsen,gene,unmatched,
WZB_41va_34_3,siben,vrasen gene siben ochsen die,siben,matched,lemma_5437
WZB_41va_34_4,ochsen,gene siben ochsen die des,ochsen,matched,lemma_4480
WZB_41va_34_5,die,siben ochsen die des leibes,die,ambiguous,lemma_1139|lemma_1161
WZB_41va_35_0,des,ochsen die des leibes veiste,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_41va_35_1,leibes,die des leibes veiste vnd,leibes,matched,lemma_3738
WZB_41va_35_2,veiste,des leibes veiste vnd wunderschŏne,veiste,unmatched,
WZB_41va_35_3,vnd,leibes veiste vnd wunderschŏne waren,vnd,matched,lemma_6467
WZB_41va_35_4,wunderschŏne,veiste vnd wunderschŏne waren Nu,wunderschŏne,unmatched,
WZB_41va_36_0,waren,vnd wunderschŏne waren Nu erschrak,waren,ambiguous,lemma_7338|lemma_7505
WZB_41va_36_3,Nu,wunderschŏne waren Nu erschrak SIS,nu,matched,lemma_4432
WZB_41va_36_4,erschrak,waren Nu erschrak SIS vnd,erschrak,matched,lemma_1641
WZB_41vb_1_0,SIS,Nu erschrak SIS vnd entslief,sis,ambiguous,lemma_56951|lemma_8004|lemma_8694
WZB_41vb_2_0,vnd,erschrak SIS vnd entslief wider,vnd,matched,lemma_6467
WZB_41vb_2_1,entslief,SIS vnd entslief wider vnd,entslief,matched,lemma_1480
WZB_41vb_2_2,wider,vnd entslief wider vnd sach,wider,ambiguous,lemma_12326|lemma_7557
WZB_41vb_2_3,vnd,entslief wider vnd sach einen,vnd,matched,lemma_6467
WZB_41vb_3_0,sach,wider vnd sach einen andern,sach,ambiguous,lemma_5046|lemma_5062|lemma_5366
WZB_41vb_3_1,einen,vnd sach einen andern trovm,einen,ambiguous,lemma_1331|lemma_31353
WZB_41vb_3_2,andern,sach einen andern trovm Siben,andern,matched,lemma_204
WZB_41vb_3_3,trovm,einen andern trovm Siben eher,trovm,matched,lemma_6239
WZB_41vb_3_6,Siben,andern trovm Siben eher die,siben,matched,lemma_5437
WZB_41vb_4_0,eher,trovm Siben eher die wuchsen,eher,matched,lemma_1281
WZB_41vb_4_1,die,Siben eher die wuchsen ous,die,ambiguous,lemma_1139|lemma_1161
WZB_41vb_4_2,wuchsen,eher die wuchsen ous einem,wuchsen,unmatched,
WZB_41vb_4_3,ous,die wuchsen ous einem ł,ous,matched,lemma_6342
WZB_41vb_4_4,einem,wuchsen ous einem ł halme,einem,matched,lemma_1331
WZB_41vb_4_5,ł,ous einem ł halme voller,ł,unmatched,
WZB_41vb_5_0,halme,einem ł halme voller getreides,halme,matched,lemma_2622
WZB_41vb_5_2,voller,ł halme voller getreides vnd,voller,matched,lemma_7163
WZB_41vb_5_3,getreides,halme voller getreides vnd gar,getreides,unmatched,
WZB_41vb_5_6,vnd,voller getreides vnd gar schŏner,vnd,matched,lemma_6467
WZB_41vb_6_0,gar,getreides vnd gar schŏner Und,gar,matched,lemma_1913
WZB_41vb_6_1,schŏner,vnd gar schŏner Und ander,schŏner,unmatched,
WZB_41vb_6_4,Und,gar schŏner Und ander siben,und,matched,lemma_6467
WZB_41vb_6_5,ander,schŏner Und ander siben eher,ander,matched,lemma_204
WZB_41vb_6_6,siben,Und ander siben eher entsprussen,siben,matched,lemma_5437
WZB_41vb_7_0,eher,ander siben eher entsprussen ous,eher,matched,lemma_1281
WZB_41vb_7_1,entsprussen,siben eher entsprussen ous eynem,entsprussen,unmatched,
WZB_41vb_7_2,ous,eher entsprussen ous eynem halm,ous,matched,lemma_6342
WZB_41vb_7_3,eynem,entsprussen ous eynem halm gar,eynem,matched,lemma_1331
WZB_41vb_8_0,halm,ous eynem halm gar dvnner,halm,matched,lemma_2622
WZB_41vb_8_1,gar,eynem halm gar dvnner vnd,gar,matched,lemma_1913
WZB_41vb_8_2,dvnner,halm gar dvnner vnd mit,dvnner,unmatched,
WZB_41vb_8_3,vnd,gar dvnner vnd mit durre,vnd,matched,lemma_6467
WZB_41vb_8_4,mit,dvnner vnd mit durre erslagen,mit,matched,lemma_4172
WZB_41vb_8_5,durre,vnd mit durre erslagen Und,durre,matched,lemma_1251
WZB_41vb_9_0,erslagen,mit durre erslagen Und die,erslagen,matched,lemma_1648
WZB_41vb_9_3,Und,durre erslagen Und die siben,und,matched,lemma_6467
WZB_41vb_9_4,die,erslagen Und die siben durre,die,ambiguous,lemma_1139|lemma_1161
WZB_41vb_9_5,siben,Und die siben durre eher,siben,matched,lemma_5437
WZB_41vb_9_6,durre,die siben durre eher vrasen,durre,matched,lemma_1251
WZB_41vb_10_0,eher,siben durre eher vrasen alczu,eher,matched,lemma_1281
WZB_41vb_10_1,vrasen,durre eher vrasen alczu male,vrasen,unmatched,
WZB_41vb_10_2,alczu,eher vrasen alczu male der,alczu,matched,lemma_9188
WZB_41vb_10_3,male,vrasen alczu male der vorigen,male,ambiguous,lemma_3907|lemma_3908|lemma_3939|lemma_3955|lemma_48083
WZB_41vb_10_4,der,alczu male der vorigen siben,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41vb_11_0,vorigen,male der vorigen siben eher,vorigen,matched,lemma_45087
WZB_41vb_11_1,siben,der vorigen siben eher czirde,siben,matched,lemma_5437
WZB_41vb_11_2,eher,vorigen siben eher czirde vnd,eher,matched,lemma_1281
WZB_41vb_11_3,czirde,siben eher czirde vnd ł,czirde,unmatched,
WZB_41vb_11_4,vnd,eher czirde vnd ł schone,vnd,matched,lemma_6467
WZB_41vb_11_5,ł,czirde vnd ł schone erwacht,ł,unmatched,
WZB_41vb_12_0,schone,vnd ł schone erwacht noch,schone,ambiguous,lemma_5274|lemma_5276|lemma_5280
WZB_41vb_12_3,erwacht,ł schone erwacht noch der,erwacht,matched,lemma_1691
WZB_41vb_12_4,noch,schone erwacht noch der rue,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_41vb_13_0,der,erwacht noch der rue vnd,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41vb_13_1,rue,noch der rue vnd do,rue,ambiguous,lemma_4937|lemma_5034
WZB_41vb_13_3,vnd,der rue vnd do es,vnd,matched,lemma_6467
WZB_41vb_13_4,do,rue vnd do es morgen,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_41vb_13_5,es,vnd do es morgen wart,es,ambiguous,lemma_1762|lemma_38737
WZB_41vb_13_6,morgen,do es morgen wart in,morgen,ambiguous,lemma_1778|lemma_4201
WZB_41vb_13_7,wart,es morgen wart in vorchten,wart,ambiguous,lemma_7405|lemma_7406|lemma_7489|lemma_7505
WZB_41vb_14_0,in,morgen wart in vorchten erschrak,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_41vb_14_1,vorchten,wart in vorchten erschrak her,vorchten,ambiguous,lemma_7201|lemma_7298
WZB_41vb_14_2,erschrak,in vorchten erschrak her vnd,erschrak,matched,lemma_1641
WZB_41vb_14_3,her,vorchten erschrak her vnd sante,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_41vb_14_4,vnd,erschrak her vnd sante zu,vnd,matched,lemma_6467
WZB_41vb_15_0,sante,her vnd sante zu allen,sante,ambiguous,lemma_18884|lemma_5396
WZB_41vb_15_1,zu,vnd sante zu allen czouberern,zu,matched,lemma_7770
WZB_41vb_15_2,allen,sante zu allen czouberern in,allen,matched,lemma_106
WZB_41vb_15_3,czouberern,zu allen czouberern in vnd,czouberern,unmatched,
WZB_41vb_15_4,in,allen czouberern in vnd zu,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_41vb_15_5,vnd,czouberern in vnd zu den,vnd,matched,lemma_6467
WZB_41vb_15_6,zu,in vnd zu den wisen,zu,matched,lemma_7770
WZB_41vb_15_7,den,vnd zu den wisen vnd,den,matched,lemma_1119
WZB_41vb_15_8,wisen,zu den wisen vnd hies,wisen,ambiguous,lemma_7537|lemma_7538|lemma_7540|lemma_7549|lemma_7659
WZB_41vb_15_10,vnd,den wisen vnd hies laden,vnd,matched,lemma_6467
WZB_41vb_16_0,hies,wisen vnd hies laden die,hies,matched,lemma_2731
WZB_41vb_16_1,laden,vnd hies laden die zu,laden,ambiguous,lemma_3572|lemma_3573
WZB_41vb_16_2,die,hies laden die zu im,die,ambiguous,lemma_1139|lemma_1161
WZB_41vb_16_3,zu,laden die zu im vnd,zu,matched,lemma_7770
WZB_41vb_16_4,im,die zu im vnd sagte,im,ambiguous,lemma_10734|lemma_1517|lemma_1762
WZB_41vb_16_5,vnd,zu im vnd sagte den,vnd,matched,lemma_6467
WZB_41vb_16_6,sagte,im vnd sagte den seinen,sagte,matched,lemma_5061
WZB_41vb_17_0,den,vnd sagte den seinen trovm,den,matched,lemma_1119
WZB_41vb_17_1,seinen,sagte den seinen trovm vnd,seinen,matched,lemma_1517
WZB_41vb_17_2,trovm,den seinen trovm vnd keiner,trovm,matched,lemma_6239
WZB_41vb_17_4,vnd,seinen trovm vnd keiner was,vnd,matched,lemma_6467
WZB_41vb_17_5,keiner,trovm vnd keiner was vnder,keiner,matched,lemma_3273
WZB_41vb_18_0,was,vnd keiner was vnder in,was,ambiguous,lemma_29723|lemma_5941|lemma_7505
WZB_41vb_18_1,vnder,keiner was vnder in der,vnder,matched,lemma_6471
WZB_41vb_18_2,in,was vnder in der im,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_41vb_18_5,der,vnder in der im den,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41vb_18_6,im,in der im den ouslegte,im,ambiguous,lemma_10734|lemma_1517|lemma_1762
WZB_41vb_18_7,den,der im den ouslegte Und,den,matched,lemma_1119
WZB_41vb_18_8,ouslegte,im den ouslegte Und zu,ouslegte,unmatched,
WZB_41vb_19_2,Und,den ouslegte Und zu leczten,und,matched,lemma_6467
WZB_41vb_19_3,zu,ouslegte Und zu leczten der,zu,matched,lemma_7770
WZB_41vb_19_4,leczten,Und zu leczten der schenkken,leczten,matched,lemma_3643
WZB_41vb_19_5,der,zu leczten der schenkken meister,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_41vb_19_6,schenkken,leczten der schenkken meister gedachte,schenkken,unmatched,
WZB_41vb_20_0,meister,der schenkken meister gedachte an,meister,matched,lemma_4059
WZB_41vb_20_1,gedachte,schenkken meister gedachte an W,gedachte,matched,lemma_1992
WZB_41vb_20_2,an,meister gedachte an W GENE,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_41vb_21_0,W,gedachte an W GENE vnd,w,matched,lemma_2
WZB_42ra_1_0,GENE,an W GENE vnd trat,gene,unmatched,
WZB_42ra_2_0,vnd,W GENE vnd trat fur,vnd,matched,lemma_6467
