datei,sigle,inhaltstyp,quelle,bytes,zeilen,codierte_zeilen,codebreiten,encoding_gelesen,sha256,dubletten_im_archiv,arbeitskopie_im_repo
erledigt/alte-texte/pms.txt,PMS,volltext,ERLEDIGT/Alte Texte/PMS.txt,10235,192,192,19,utf-8-sig,c3b595d3c3b213ff4c3986a6795966a5ebb61869298cbe3da277290c52636f18,,
erledigt/alte-texte/put.txt,PUT,volltext,ERLEDIGT/Alte Texte/PUT.txt,23956,490,490,19,cp1252,62956782b8c62e6458a0803311f3fe907a2d773450697961e485a31784571d1e,,
erledigt/alte-texte/rbe.txt,RBE,volltext,ERLEDIGT/Alte Texte/RBE.txt,20812,417,417,19,utf-8-sig,0ad578c41be9bd70f55a22dbd6db7f9447be18422889c8a6b6dfa510526cf07c,,
erledigt/alte-texte/rdl.txt,RDL,volltext,ERLEDIGT/Alte Texte/RDL.txt,26603,527,527,19,utf-8-sig,b9e3a2323f0f78a43834d88bfd7fd199edc42072e4b0635731d2bfa7a09ccc12,,
erledigt/alte-texte/ruz.txt,RUZ,volltext,ERLEDIGT/Alte Texte/RUZ.txt,20207,397,397,19,utf-8-sig,353bd965fd7873dc22507c4b43d2b12cf8acea002f68eda4048a44bce0b310ea,,
erledigt/alte-texte/sbv.txt,SBV,volltext,ERLEDIGT/Alte Texte/SBV.txt,3736,72,72,19,utf-8-sig,4c8568cb966dfeaf1ddb16183e5ec443617a4eca50c3ea149b1b2c5fce78b200,,
erledigt/alte-texte/sfl.txt,SFL,volltext,ERLEDIGT/Alte Texte/SFL.txt,249850,5070,5070,19,cp1252,f524c89a41eb4531960dd1d16aebcd228bdf990b769acb3103756f035e424ea8,,
erledigt/alte-texte/sfl1.txt,,,ERLEDIGT/Alte Texte/SFL1.txt,247148,5025,5024,19,cp1252,ed9844fe54a3b49ae597da5e3fbdb2d352ae8b41d638ccf53e31c9df8437ccfa,,
erledigt/alte-texte/svp.txt,SVP,volltext,ERLEDIGT/Alte Texte/SVP.txt,34290,706,706,19,cp1252,aeef32aa429f6c584b549cf374734a1b69b6a4156f483f4bbd605ffefacfb118,,
erledigt/alte-texte/vor.txt,VOR,volltext,ERLEDIGT/Alte Texte/VOR.txt,941,19,19,19,utf-8-sig,46f16f09b850ca12323b12d13acaf457504140c534c179a0a468b15365abf61f,,
erledigt/alte-texte/waf.txt,WAF,volltext,ERLEDIGT/Alte Texte/WAF.txt,5229,100,100,19,utf-8-sig,969e8c0ed1a3a9fb343dbdd38d5df36750544482f019de2deadd519c3c4ad79f,,
erledigt/alte-texte/zwb.txt,ZWB,volltext,ERLEDIGT/Alte Texte/ZWB.txt,4884,92,92,19,utf-8-sig,d9ccd27ebbffaedf5ad76bac6e2ed9bccdf23754d2a478d2dd0624225821e92a,,
erledigt/alte-texte/zwr.txt,ZWR,volltext,ERLEDIGT/Alte Texte/ZWR.txt,1249,24,24,19,utf-8-sig,f9f48e3556ff39257181d630a8c2ce24aed51692da0f25dc7d91a5a2cd9825ac,,
erledigt/cvk_kld_codiert/brh.txt,BRH,volltext,ERLEDIGT/CvK_KLD_codiert/BRH.txt,6028,116,116,"18,19",utf-8-sig,ab46c91c7a6e41817f096d09ea6161d546f2f6411ef3b5e14090fc68e037ddfe,,
erledigt/cvk_kld_codiert/buh.txt,BUH,volltext,ERLEDIGT/CvK_KLD_codiert/BUH.txt,37202,705,705,"19,20",utf-8-sig,0b9688e3f96dde07c1a6a7154751a6a45de120c5a925d991d78734d5826f96a1,,
erledigt/cvk_kld_codiert/bvl.txt,BVL,volltext,ERLEDIGT/CvK_KLD_codiert/BVL.txt,4484,82,82,19,utf-8-sig,9372997eb1444766e052f6a46e149583b1208d164d300736fab05c25c73882af,,
erledigt/cvk_kld_codiert/bvo.txt,BVO,volltext,ERLEDIGT/CvK_KLD_codiert/BVO.txt,6073,118,118,19,utf-8-sig,7a7d1e02ff3a6af8d14f222ccbb2531d82f8f90ef7308c3299db7f716bfce150,ERLEDIGT/Alte Texte/Carl von Kraus/BVO (1).txt,
erledigt/cvk_kld_codiert/cki.txt,CKI,volltext,ERLEDIGT/CvK_KLD_codiert/CKI.txt,12197,232,232,19,utf-8-sig,ccccdf09138b243764599af71ecbd399ab4f7db28f3b953334684d80abb7ecbe,ERLEDIGT/Alte Texte/Carl von Kraus/CKI (1).txt,
erledigt/cvk_kld_codiert/dds.txt,DDS,volltext,ERLEDIGT/CvK_KLD_codiert/DDS.txt,3354,53,53,19,utf-8-sig,ce3eeac873744a1ec9e0bb795397707398f5853866268d281e8fd0e005b78533,ERLEDIGT/Alte Texte/Carl von Kraus/DDS (1).txt,
erledigt/cvk_kld_codiert/dga.txt,DGA,volltext,ERLEDIGT/CvK_KLD_codiert/DGA.txt,2576,41,41,19,utf-8-sig,caaee3688fa4162b87d9e0d329477306715d6d27d9e673e0760518deeed758f8,ERLEDIGT/Alte Texte/Carl von Kraus/DGA (1).txt,
erledigt/cvk_kld_codiert/due.txt,DUE,volltext,ERLEDIGT/CvK_KLD_codiert/DUE.txt,2468,41,41,19,utf-8-sig,ce65f5dfbdf0f5be8f02ef9f72488a8c10dbb84fae9f4214dbf3cf18009d1d4f,ERLEDIGT/Alte Texte/Carl von Kraus/DUE (1).txt,
erledigt/cvk_kld_codiert/dur.txt,DUR,volltext,ERLEDIGT/CvK_KLD_codiert/DUR.txt,10501,175,175,19,utf-8-sig,9c6361ab72f004c773e4177cd54c25134a794823a69a923570813bd72af718c6,ERLEDIGT/Alte Texte/Carl von Kraus/DUR (1).txt,
erledigt/cvk_kld_codiert/dwa.txt,DWA,volltext,ERLEDIGT/CvK_KLD_codiert/DWA.txt,32380,646,646,19,utf-8-sig,20b0f0fefa41029036c09ab2ec404ab2ff02a75a13ae4253d1772c4bccb466e4,,
erledigt/cvk_kld_codiert/fvl.txt,FVL,volltext,ERLEDIGT/CvK_KLD_codiert/FVL.txt,2871,56,56,19,utf-8-sig,bf22486bc8a38e58bd207005b38bbb032c86c57d5dc50bf7142dd8444152f3bf,ERLEDIGT/Alte Texte/Carl von Kraus/FVL (1).txt,
erledigt/cvk_kld_codiert/geg.txt,GEG,volltext,ERLEDIGT/CvK_KLD_codiert/GEG.txt,4520,77,77,19,utf-8-sig,6b2f480cee74758833441c8d08e9bd97b22714987d12dba612c1f9db84e5b0a9,ERLEDIGT/Alte Texte/Carl von Kraus/GEG (1).txt,
erledigt/cvk_kld_codiert/gve.txt,GVE,volltext,ERLEDIGT/CvK_KLD_codiert/GVE.txt,3630,67,67,19,utf-8-sig,95a51e5c340c0827a574267421d91d06cec87b2540412da868ff8899796e0eea,ERLEDIGT/Alte Texte/Carl von Kraus/GVE (1).txt,
erledigt/cvk_kld_codiert/gvn.txt,GVN,volltext,ERLEDIGT/CvK_KLD_codiert/GVN.txt,94901,1743,1743,"18,19,20",utf-8-sig,f0390c34f51897dc41746083412b423f45bb32e20e28ad856cca36db40958a47,,
erledigt/cvk_kld_codiert/gvs.txt,GVS,volltext,ERLEDIGT/CvK_KLD_codiert/GVS.txt,4796,85,85,19,utf-8-sig,6d201c35e072d25e7349e86d49b11c632c11c7865dcd36820dfd1cf06e937970,,
erledigt/cvk_kld_codiert/gvv.txt,GVV,volltext,ERLEDIGT/CvK_KLD_codiert/GVV.txt,17534,339,339,19,utf-8-sig,1a9c8c802e97716022e5eafd8a9561044ba25e62a38ed226839820f47349b7fb,,
erledigt/cvk_kld_codiert/haw.txt,HAW,volltext,ERLEDIGT/CvK_KLD_codiert/HAW.txt,8874,151,151,19,utf-8-sig,7495a4df8d3c50b16709d081c7eb83c65918f4e18b8d5df584ead0bc9cee554d,,
erledigt/cvk_kld_codiert/hdm.txt,HDM,volltext,ERLEDIGT/CvK_KLD_codiert/HDM.txt,4176,69,69,19,utf-8-sig,2676da812f0df5302abd8aa4a2227c89bab6df969b93ea360ad4fbc3bee08e80,,
erledigt/cvk_kld_codiert/hhp.txt,HHP,volltext,ERLEDIGT/CvK_KLD_codiert/HHP.txt,4338,77,77,19,utf-8-sig,6ff1392239b71d531b25df668c811eb50a4183fccceb8ad363068a1f4c34d5d1,,
erledigt/cvk_kld_codiert/hhw.txt,HHW,volltext,ERLEDIGT/CvK_KLD_codiert/HHW.txt,9227,145,145,19,utf-8-sig,6aa96e9a13ce3605d2cd3bce715fa4f862f3ade898d329a0797917d4b919f4a0,,
erledigt/cvk_kld_codiert/hmu.txt,HMU,volltext,ERLEDIGT/CvK_KLD_codiert/HMU.txt,755,13,13,19,utf-8-sig,8379977561b22a21f687faaba0a687c8153685136a1eb3e1bf5a243f33b8d707,,
erledigt/cvk_kld_codiert/hst.txt,HST,volltext,ERLEDIGT/CvK_KLD_codiert/HST.txt,2599,46,46,19,utf-8-sig,76bda4afbf2149f453ff1d67f5ea49f1299482623a35bc28e502c5f8f7db9293,,
erledigt/cvk_kld_codiert/hvs.txt,HVS,volltext,ERLEDIGT/CvK_KLD_codiert/HVS.txt,21322,372,372,19,utf-8-sig,b7442716d90d359076a81ef942d5b7aef2f5ce26f9e41fd941e9b5a950809a1f,,
erledigt/cvk_kld_codiert/hvw.txt,HVW,volltext,ERLEDIGT/CvK_KLD_codiert/HVW.txt,6843,120,120,19,utf-8-sig,d3131de465edeaf4184d47edc6786a0371abd6ee0e48356f02e715e145f5ae14,,
erledigt/cvk_kld_codiert/hwi.txt,HWI,volltext,ERLEDIGT/CvK_KLD_codiert/HWI.txt,3814,70,70,19,utf-8-sig,388dd65133c357a93ebb600a3ccbd7f48c8fe2b349f489435ea3aeaa9572fe4a,,
erledigt/cvk_kld_codiert/kan.txt,KAN,volltext,ERLEDIGT/CvK_KLD_codiert/KAN.txt,66139,1288,1288,19,utf-8-sig,9b82ef85d62661ea1f24a18ece5d5ebc620e16a6fed4c1d92fc5abf882b79220,,
erledigt/cvk_kld_codiert/kcj.txt,KCJ,volltext,ERLEDIGT/CvK_KLD_codiert/KCJ.txt,2157,36,36,19,utf-8-sig,ab800cf9bea07da6dfc10b1c3d9753efe9c68dd8a75e971a56b52ffa7bf2a3bf,,
erledigt/cvk_kld_codiert/kol.txt,KOL,volltext,ERLEDIGT/CvK_KLD_codiert/KOL.txt,2274,33,33,19,utf-8-sig,1d0057928c299649a47c5a516a2bd0b2f3f9de82b96eb1c81852ded78d025cb5,,
erledigt/cvk_kld_codiert/kvh.txt,KVH,volltext,ERLEDIGT/CvK_KLD_codiert/KVH.txt,9726,173,173,19,utf-8-sig,b7707af30107e4cc7eede3e265d1b89310a7965e5f31bb6dd563eb71e0a76b93,,
erledigt/cvk_kld_codiert/kvl.txt,KVL,volltext,ERLEDIGT/CvK_KLD_codiert/KVL.txt,9322,167,167,19,utf-8-sig,60522a0876abdf56fb1d23c12eb9f2a1ecb04d365c83b251a5a74caa786b349f,,
erledigt/cvk_kld_codiert/lvs.txt,LVS,volltext,ERLEDIGT/CvK_KLD_codiert/LVS.txt,9187,155,155,19,utf-8-sig,36a16997dd1f0c14de6c44341ab26de4f6b28b87ba78ea0e652d432c75ba9956,,
erledigt/cvk_kld_codiert/mhm.txt,MHM,volltext,ERLEDIGT/CvK_KLD_codiert/MHM.txt,7409,133,133,19,utf-8-sig,52aa75e7ee66226d82abf0eb4af90857f4d71d3854be03bbdb1fbc70e3c2609b,,
erledigt/cvk_kld_codiert/mun.txt,MUN,volltext,ERLEDIGT/CvK_KLD_codiert/MUN.txt,4128,73,73,19,utf-8-sig,4a719bd3f33b23fc207f3133cbdab2f972a92fc19b3e3ead01d2ec39a47a27d7,,
erledigt/cvk_kld_codiert/mvh.txt,MVH,volltext,ERLEDIGT/CvK_KLD_codiert/MVH.txt,7616,137,137,19,utf-8-sig,f3be08139248d5764ec1171653d21155ecefb915b7a6d96074a58951dc992429,,
erledigt/cvk_kld_codiert/niu.txt,NIU,volltext,ERLEDIGT/CvK_KLD_codiert/NIU.txt,2835,48,48,19,utf-8-sig,ba7708807745e12577c0667099090947ba7dc00be2c9caa8511de11e59da2ce3,,
erledigt/cvk_kld_codiert/nml.txt,NML,volltext,ERLEDIGT/CvK_KLD_codiert/NML.txt,75088,1459,1459,"18,19",utf-8-sig,e1764726d2f702db0919afb1e4777a99415d15637cbbd4a34470bb29f16335d2,,
erledigt/cvk_kld_codiert/obp.txt,OBP,volltext,ERLEDIGT/CvK_KLD_codiert/OBP.txt,6975,125,125,19,utf-8-sig,46fd8f1e9906978a9fbc1bdbb56f87bf8d17412d4e93a77d40af00475ab167f8,,
erledigt/cvk_kld_codiert/ovb.txt,OVB,volltext,ERLEDIGT/CvK_KLD_codiert/OVB.txt,18306,303,303,19,utf-8-sig,401d0bffcaf2f6b68908b9105bd90785d715a26925c68651d7d17722fe270c00,,
erledigt/cvk_kld_codiert/pul.txt,PUL,volltext,ERLEDIGT/CvK_KLD_codiert/PUL.txt,7023,126,126,19,utf-8-sig,d9444aa5b7ba6250d52ba655f400797454cc12cc20728eb282825d25b9123645,,
erledigt/cvk_kld_codiert/rdj.txt,RDJ,volltext,ERLEDIGT/CvK_KLD_codiert/RDJ.txt,788,13,13,19,utf-8-sig,f25cc75fdd1694c8ab7c07a2efa6ca73cad31dc440c31d01666ecc4ed1d7240a,,
erledigt/cvk_kld_codiert/rds.txt,RDS,volltext,ERLEDIGT/CvK_KLD_codiert/RDS.txt,6012,103,103,19,utf-8-sig,d39da571af7b8861304d913f97166d76cdac0a868b93b6db6647f6a65e38884b,,
erledigt/cvk_kld_codiert/rdv.txt,RDV,volltext,ERLEDIGT/CvK_KLD_codiert/RDV.txt,5807,85,85,19,utf-8-sig,f4ca33896b88af59d46fa1965ae63faf2614aae74f82b7e9d8bcebadf49f5692,,
erledigt/cvk_kld_codiert/rub.txt,RUB,volltext,ERLEDIGT/CvK_KLD_codiert/RUB.txt,38897,685,685,19,utf-8-sig,18f045382b362add1d559413277799dae581e87f81b24d9b33529b51a8737044,,
erledigt/cvk_kld_codiert/rur.txt,RUR,volltext,ERLEDIGT/CvK_KLD_codiert/RUR.txt,566,11,11,17,utf-8-sig,350b4a516add32e82a23d2fd39780be292ed7549053fcd3090eb02493e4a9bf4,,
erledigt/cvk_kld_codiert/rvb.txt,RVB,volltext,ERLEDIGT/CvK_KLD_codiert/RVB.txt,18157,275,275,"18,19,20",utf-8-sig,bd023865ae8874b47d5748e4583209feaa47c38f6ff2ee83db2cda246cdcb506,,
erledigt/cvk_kld_codiert/rvr.txt,RVR,volltext,ERLEDIGT/CvK_KLD_codiert/RVR.txt,63785,1105,1105,19,utf-8-sig,8e696de4d7e5e4f073c3aa7c2d02803dfeb66cc9f556bbb28f443a025325a364,,
erledigt/cvk_kld_codiert/sjt.txt,SJT,volltext,ERLEDIGT/CvK_KLD_codiert/SJT.txt,9543,158,158,19,utf-8-sig,ff8e259aa1d4991b0391812a42f645cc1d287699db1f7cd0a9bf1a0b80f40bff,,
erledigt/cvk_kld_codiert/sta.txt,STA,volltext,ERLEDIGT/CvK_KLD_codiert/STA.txt,5795,111,111,19,utf-8-sig,d1b0f09764b9cc162d1a38011dc9646c0be83d9e339cd822fb15d1b489f158ae,,
erledigt/cvk_kld_codiert/sve.txt,SVE,volltext,ERLEDIGT/CvK_KLD_codiert/SVE.txt,12216,205,205,19,utf-8-sig,d1507e72eb1d8c768a3efc69d9cf571a84a5910794d3e30615beee7fa2183e8b,,
erledigt/cvk_kld_codiert/svl.txt,SVL,volltext,ERLEDIGT/CvK_KLD_codiert/SVL.txt,11370,218,218,19,utf-8-sig,a50809e74646c8ae80738a56903c27660fb0bbca48fc3bb8bfb8ec8bb2998124,,
erledigt/cvk_kld_codiert/tus.txt,TUS,volltext,ERLEDIGT/CvK_KLD_codiert/TUS.txt,18344,327,327,19,utf-8-sig,68408f8c25fa8ab5eddac0f58ca1a890a0df09825b2b051c738f1a13bf7e7e11,,
erledigt/cvk_kld_codiert/uvl.txt,UVL,volltext,ERLEDIGT/CvK_KLD_codiert/UVL.txt,129711,2385,2385,19,utf-8-sig,48b21f6376b4a70cd4692bcee43b275f2c17b36f5f4e12f283add7c7becb563d,,
erledigt/cvk_kld_codiert/uvw.txt,UVW,volltext,ERLEDIGT/CvK_KLD_codiert/UVW.txt,93812,1701,1701,19,utf-8-sig,423adcd962336399d4a2f1557ffa4269d03407597e156e6060571ff031a3bf4b,,
erledigt/cvk_kld_codiert/uwl.txt,UWL,volltext,ERLEDIGT/CvK_KLD_codiert/UWL.txt,37907,567,567,19,utf-8-sig,3f75126c417f530bbeba786b3933f93de46ea7dec655c4cb12c64af9b8349bfb,,
erledigt/cvk_kld_codiert/vbu.txt,VBU,volltext,ERLEDIGT/CvK_KLD_codiert/VBU.txt,4808,90,90,19,utf-8-sig,eadad3bd2f76b34688b6f4bc7c399f5c8975ee0c7be9258e3d3e18644b925501,,
erledigt/cvk_kld_codiert/vdk.txt,VDK,volltext,ERLEDIGT/CvK_KLD_codiert/VDK.txt,10988,217,217,19,utf-8-sig,c213eb847a816219715026c147c122b168086dbdb9b9bacb230a42286ba0db3f,,
erledigt/cvk_kld_codiert/vob.txt,VOB,volltext,ERLEDIGT/CvK_KLD_codiert/VOB.txt,9990,181,181,19,utf-8-sig,f8c338d04dc090c0fd9c1a8f4d7fbf39cf6e57647267f5eca1e148bd066df275,,
erledigt/cvk_kld_codiert/vsa.txt,VSA,volltext,ERLEDIGT/CvK_KLD_codiert/VSA.txt,10054,180,180,19,utf-8-sig,8977556aef573da989206587ad66f56ac0641f5adf0c962aa73b1dd25ba0db57,,
erledigt/cvk_kld_codiert/vsb.txt,VSB,volltext,ERLEDIGT/CvK_KLD_codiert/VSB.txt,4137,81,81,19,utf-8-sig,54d5e92e63a44df448b2b14f0d50d70ec46035569ab7cc647cf478caeeb4f97a,,
erledigt/cvk_kld_codiert/vst.txt,VST,volltext,ERLEDIGT/CvK_KLD_codiert/VST.txt,3457,64,64,19,utf-8-sig,72c58c41378685f970ba6280357a947ec35c6996931e7ded02b33e60fb7c0dae,,
erledigt/cvk_kld_codiert/vsu.txt,VSU,volltext,ERLEDIGT/CvK_KLD_codiert/VSU.txt,3570,63,63,19,utf-8-sig,55ee8f7c53c3856a2edc41e1a2139402ec74781b83f37dfef8d720335a7a49b7,,
erledigt/cvk_kld_codiert/vwi.txt,VWI,volltext,ERLEDIGT/CvK_KLD_codiert/VWI.txt,4542,77,77,19,utf-8-sig,dd78235fa52d947c59cdb0a78c77e46243301119b797f0d3e74d89b5ec996fe7,,
erledigt/cvk_kld_codiert/wme.txt,WME,volltext,ERLEDIGT/CvK_KLD_codiert/WME.txt,18250,317,317,19,utf-8-sig,ec5bd14f23b9ca4a964d3c14479aab35b6e783689a9259ea7dbb67a8d05e8418,,
erledigt/cvk_kld_codiert/wvb.txt,WVB,volltext,ERLEDIGT/CvK_KLD_codiert/WVB.txt,7142,120,120,19,utf-8-sig,6a7d98efb5beb513907dbee475fe59011d76b9d5b8d2ac722c700c9d40feea41,,
erledigt/cvk_kld_codiert/wve.txt,WVE,volltext,ERLEDIGT/CvK_KLD_codiert/WVE.txt,17528,329,329,19,utf-8-sig,8d757f3a331b4376e80ca24a1821631b82184aa3d7e202907944d0467509f27e,,
erledigt/cvk_kld_codiert/wvg.txt,WVG,volltext,ERLEDIGT/CvK_KLD_codiert/WVG.txt,3073,51,51,19,utf-8-sig,451f344fdcc2d058cf47a2c35522708ec7e0c2890da95bf6aa43eae1eee6ffa5,,
erledigt/cvk_kld_codiert/wvh.txt,WVH,volltext,ERLEDIGT/CvK_KLD_codiert/WVH.txt,5158,99,99,19,utf-8-sig,1c636f6758c49201768362fa105c309bb867f5826a802ec72adc91886ad7a15e,,
erledigt/cvk_kld_codiert/wvk.txt,WVK,volltext,ERLEDIGT/CvK_KLD_codiert/WVK.txt,9611,175,175,19,utf-8-sig,58071888a33a84de3ee2b32e183651e899b84e1d43d840551ee447d5930341b6,,
erledigt/cvk_kld_codiert/wvm.txt,WVM,volltext,ERLEDIGT/CvK_KLD_codiert/WVM.txt,4995,93,93,19,utf-8-sig,e71cec8d8812e7e304d66bb509a7d0dd9c96cb8c36890e5eeac78f25b86277c1,,
erledigt/cvk_kld_codiert/wvp.txt,WVP,volltext,ERLEDIGT/CvK_KLD_codiert/WVP.txt,14072,246,246,19,utf-8-sig,1998d6db063f973f9cca07a099f4d4bc4622c81cfb0eb4846dc93cfaebbedf7b,,
erledigt/der-junge-meissner/djum.txt,DJUM,volltext,ERLEDIGT/Der junge Meißner/DJUM.txt,124350,2170,2170,19,utf-8-sig,1b725813f38ca1bb06e6af156421d07ea1ba1d0f1a0797228c605f835fafa154,,
erledigt/der-marner/mml.txt,MML,volltext,ERLEDIGT/Der Marner/MML.txt,131222,2235,2235,19,utf-8-sig,7dcfd89bd002cd79d358c0d8577615ba2d885e50919ed0955e4e30919124dfce,,
erledigt/der-marner/mrl.txt,MRL,volltext,ERLEDIGT/Der Marner/MRL.txt,26008,566,566,19,utf-8-sig,2e7f26a492f2d8d16132b128fee0f9a4a44e714c9d4f0b6cd02ea80ced8d7938,,
erledigt/der-marner/mrs.txt,MRS,volltext,ERLEDIGT/Der Marner/MRS.txt,114585,1907,1907,19,utf-8-sig,ea02247499233206fdd994cbe4ab889620467a6ddfdd4cb176dc97e8e3320d5d,,
erledigt/eb1.txt,EB1,volltext,ERLEDIGT/EB1.txt,16920,204,204,19,utf-8-sig,d7777f40e4d2380c353197e01e8e41e6aa9a3f18b5beb23506c78a9cb97b212b,,
erledigt/eb2.txt,EB2,volltext,ERLEDIGT/EB2.txt,11929,145,145,19,utf-8-sig,5dfbec41c72cce98cdbcdbb70522278984b377b8273242d37902259f411f95e2,,
erledigt/ehb.txt,EHB,volltext,ERLEDIGT/EHB.txt,274834,3246,3246,19,utf-8-sig,8063995dd20120a0fddc74c4c5480e0252a027bc454e98069eccd243712ceff6,,
erledigt/fan.txt,FAN,volltext,ERLEDIGT/FAN.txt,14888,183,183,19,utf-8-sig,272b3b79729f29f027ac35ec9b2e24d9d030a70c93fcfa3582f75b99792874dc,,
erledigt/flg.txt,FLG,volltext,ERLEDIGT/FLG.txt,133546,1602,1601,19,utf-8-sig,b2aa65a81f53caccbfd68d11fe7364264634ecb0be0d9782e425b64d85f10fe1,,
erledigt/fr2.txt,FR2,volltext,ERLEDIGT/FR2.txt,22478,416,416,19,utf-8-sig,ae7823c634b70c81329538c6317547b48619e7303b735a683dda8255bc09b886,,scripts/ingest/frauenlob/source/FR2-linecode.txt
erledigt/fr3.txt,FR3,volltext,ERLEDIGT/FR3.txt,522767,9605,9605,"18,19",utf-8-sig,f3b42def38a740c79c15da1547b65787ce5fa05db7f004205f67d8d0985b3294,,scripts/ingest/frauenlob/source/FR3-linecode.txt
erledigt/frauenlob_bd2-codiert.rtf,,,ERLEDIGT/Frauenlob_Bd2-codiert.rtf,2492607,,,,,de9e87bada5981d1a3329e7c220765a61ca41bcc01fe0d3b6720ba0c0284f77e,,
erledigt/gvv.txt,GVV,volltext,ERLEDIGT/GVV.txt,17109,339,338,19,cp1252,296feedf26e448ca18f50687ad09f0272684eaf1e792a3916a7f61059bf1b426,,
erledigt/hni.txt,HNI,volltext,ERLEDIGT/HNI.txt,10513,78,78,19,utf-8-sig,7cd238d854dd93ec0ad7c403e5aa3c7d0c4971f2cbde76bb53dada143e5502b6,,
erledigt/jenaer-meissner/djem.txt,DJEM,volltext,ERLEDIGT/Jenaer Meißner/DJEM.txt,108077,1618,1618,19,utf-8-sig,f51892081f6372313e05c785b546981955d9a28f26713fa0980c3c7791eb06b6,,
erledigt/kochrezepttextsammlungen/fertig-codiert/brix.txt,BRIX,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/BRIX.txt,30948,413,413,19,utf-8-sig,2e328aff0a1f1ee3fa081313d864db84f69f14795b4bdee3d7cdda5c5f5b19d7,,
erledigt/kochrezepttextsammlungen/fertig-codiert/des2.txt,DES2,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/DES2.txt,46135,848,848,19,utf-8-sig,dfcd68916a6fc4ea4c16f4b5c610d70b7dcb7d583959294fb7dea8e551f93e6c,,
erledigt/kochrezepttextsammlungen/fertig-codiert/fwwb.txt,FWWB,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/FWWB.txt,1274,17,17,19,utf-8-sig,b44447eac1a79a81b3282fc53d7ee3757b276f70255891f5b2c392e7620e91a4,,
erledigt/kochrezepttextsammlungen/fertig-codiert/hub1.txt,HUB1,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/HUB1.txt,32768,450,450,19,utf-8-sig,3553148dfa9aab456cc332ca5cb4c0caff026b2d48f35df38ad737499b101f59,,
erledigt/kochrezepttextsammlungen/fertig-codiert/hub2.txt,HUB2,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/HUB2.txt,21992,303,303,19,utf-8-sig,6e0dc3a8674555de0ac1a4a332b52b38f61513e5108b0e9688552eb3dc7a31f3,,
erledigt/kochrezepttextsammlungen/fertig-codiert/hub3.txt,HUB3,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/HUB3.txt,41490,573,573,19,utf-8-sig,413ac1b4475664dbcb57284cb9c6153a50fbea7413da838304396513af0593ca,,
erledigt/kochrezepttextsammlungen/fertig-codiert/kbl3.txt,KBL3,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/KBL3.txt,20827,314,314,19,utf-8-sig,f519bfc3422126bc63e334f60ea717a5a4032151149deff27b4cc4ebda88007d,,
erledigt/kochrezepttextsammlungen/fertig-codiert/kbl4.txt,KBL4,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/KBL4.txt,44928,628,628,19,utf-8-sig,2baefdeb7809fa855bbf9b2c2b8f0370ad64b9339ef56d9f3c7ba7c406540649,,
erledigt/kochrezepttextsammlungen/fertig-codiert/kbl5.txt,KBL4,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/KBL5.txt,44930,629,628,19,utf-8-sig,ae268c1cb8965e68edd9be9597f94149182bd322c94e97309566ff2dca463122,,
erledigt/kochrezepttextsammlungen/fertig-codiert/ksa1.txt,KSA1,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/KSA1.txt,24170,313,313,19,utf-8-sig,2d0819e7e643799ab9c8672210bd52f8a85237aaaca119d3711ebd2cbd53ce6f,,
erledigt/kochrezepttextsammlungen/fertig-codiert/mbs1.txt,MBS1,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/MBS1.txt,1960,27,27,19,utf-8-sig,cc65d9fc02a2d5154b23be2dbd7b3696c01d480d5f3f322eb4a89da05b6d17e6,,
erledigt/kochrezepttextsammlungen/fertig-codiert/mbs2.txt,MBS2,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/MBS2.txt,23750,319,319,19,utf-8-sig,08ea749bd49943b2a6cc6a8db6bbe0749eb47d354d70314ce9fa6884e7645afa,,
erledigt/kochrezepttextsammlungen/fertig-codiert/mbs5.txt,MBS5,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/MBS5.txt,11532,162,162,"18,19",utf-8-sig,52ca2808a84e3ee7146a8fe8077e4927721667ecb4715ef2d8d3027664d86e76,,
erledigt/kochrezepttextsammlungen/fertig-codiert/mbs7.txt,MBS7,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/MBS7.txt,1898,26,26,19,utf-8-sig,76b476744fe66a5761d7c51bf4cb579a2b8935c99e94a300d743b46e77800ec6,,
erledigt/kochrezepttextsammlungen/fertig-codiert/msb1.txt,MSB1,volltext,ERLEDIGT/Kochrezepttextsammlungen/fertig codiert/MSB1.txt,5962,76,76,19,utf-8-sig,61b34dcf48eacaef8b8a1858f30bc6ba2a35eaebffa12cc76a082820a493aa72,,
