folder,file,ext,kategorie,bytes,geaendert
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910004.tif,.tif,scan,205316,2009-04-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910005.tif,.tif,scan,207500,2009-04-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910006.tif,.tif,scan,210640,2009-04-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos s,38. Namenlos s 185 - 2910007.tif,.tif,scan,187464,2009-04-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos Sg,38. Namenlos Sg 1292.tif,.tif,scan,71712,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos W,38. Namenlos W 293.tif,.tif,scan,97648,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990001.tif,.tif,scan,197452,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990002.tif,.tif,scan,201790,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990003.tif,.tif,scan,183114,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990004.tif,.tif,scan,182322,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990005.tif,.tif,scan,185464,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/38. Namenlos x,38. Namenlos x 294 - 2990006.tif,.tif,scan,158268,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/39. Niune,39. Niune 300 - 3010001.tif,.tif,scan,199072,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Seitenbilder/39. Niune,39. Niune 300 - 3010002.tif,.tif,scan,169628,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),1. Der wilde Alexander 1b19.rtf,.rtf,text,56025,2009-08-06
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),10. Der Schulm von Ezzelingen 61b67.rtf,.rtf,text,76462,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),11. Vriderich der Knecht 68b74.rtf,.rtf,text,34928,2009-08-05
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),12. Friderich von Liningen 75u76.rtf,.rtf,text,40162,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),13. Gedrut_Geltar 77b79.rtf,.rtf,text,46552,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),14. Goesli von Ehenhein 80u81.rtf,.rtf,text,39939,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),15. Gottfried von Nifen 82b127.rtf,.rtf,text,251234,2009-08-06
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),16 Götfrit von Strasburg 128 - 130.rtf,.rtf,text,45720,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),17. Günther von dem Vorste 136 - 140.rtf,.rtf,text,87796,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),18. Hartman von Starkenberg 141 u. 142.rtf,.rtf,text,43156,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),19. Hawart 143 - 147.rtf,.rtf,text,61363,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),2. Der grave von Anhalte 19b21.rtf,.rtf,text,39429,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),20. Heinrich Hetzbolt von Wissense 148 - 152.rtf,.rtf,text,78239,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),21. Marcgrave Heinrich von Missen 153 - 156.rtf,.rtf,text,53577,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),22. Heinrich von der Muore 157 - 159.rtf,.rtf,text,44789,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),23. Herzoge Heinrich von Pressela 160 - 162.rtf,.rtf,text,43502,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),24. Hiltbolt von Swanegöi 163 - 174.rtf,.rtf,text,101581,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),25 Margrave von Hohenburg 175 - 179.rtf,.rtf,text,20071,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),26. Hug von Mülndorf 180.rtf,.rtf,text,35309,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),27. Hug von Werbenwag 181 - 184.rtf,.rtf,text,53252,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),28. Der Kanzler 185 - 217.rtf,.rtf,text,184953,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),29. Der Kol von Niunzen 218 - 219.rtf,.rtf,text,39419,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),3. Bruno von Hornberg 22b25.rtf,.rtf,text,53380,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),30. Kristan von Hamle 220 - 224.rtf,.rtf,text,58636,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),31. Kristan von Luppin 225 - 229.rtf,.rtf,text,82839,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),32. Künig Chuonrat der Junge 230 - 231.rtf,.rtf,text,41147,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),33. Chuonrat von Kilchberg  232 - 238.rtf,.rtf,text,66862,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),34. Der Schenke von Limpurg 238 - 244.rtf,.rtf,text,67335,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),35. Liutolt von Savene 245 - 249.rtf,.rtf,text,66223,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),36. Der Burggrave von Lüenz 250 - 252.rtf,.rtf,text,44053,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),37. Von Munegiur 253 - 255.rtf,.rtf,text,45416,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38 Namenlos a 255 - 261.rtf,.rtf,text,121270,2009-08-12
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos D 262 - 263.rtf,.rtf,text,43812,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos El 264.rtf,.rtf,text,36355,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos h 265 -275.rtf,.rtf,text,81382,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos i k 276.rtf,.rtf,text,34468,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos LI 276.rtf,.rtf,text,34779,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos Mb 277 - 278.rtf,.rtf,text,36415,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos n 279 - 282.rtf,.rtf,text,52913,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos p 283 - 284.rtf,.rtf,text,42126,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos s 185 - 291.rtf,.rtf,text,72592,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos Sg 292.rtf,.rtf,text,35500,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos W 293.rtf,.rtf,text,35155,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),38. Namenlos x 294 - 299.rtf,.rtf,text,62824,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),39. Niune 300 - 301.rtf,.rtf,text,46864,2009-04-22
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),4 Brunwart von Oughein.rtf,.rtf,text,59383,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),5. Von Buochein.rtf,.rtf,text,45122,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),6. Burkhart von Hohenvels.rtf,.rtf,text,166561,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),7. Dietmar der Setzer 52u53.rtf,.rtf,text,39846,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),8. Der Dürinc 54b58.rtf,.rtf,text,92732,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),9. Der Dürner 59u60.rtf,.rtf,text,40157,2009-04-26
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BRH.txt,.txt,text,3666,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BUH.txt,.txt,text,22152,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BVL.txt,.txt,text,2746,2009-08-12
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),BVO.txt,.txt,text,3604,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),CKI.txt,.txt,text,7320,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DDS.txt,.txt,text,2226,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DGA.txt,.txt,text,1718,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DUE.txt,.txt,text,1584,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DUR.txt,.txt,text,6685,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),DWA.txt,.txt,text,18849,2009-08-06
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),FVL.txt,.txt,text,1657,2009-08-05
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GEG.txt,.txt,text,2912,2009-08-06
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GVE.txt,.txt,text,2227,2009-08-06
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GVN.txt,.txt,text,58439,2009-08-07
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GVS.txt,.txt,text,3013,2009-08-07
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),GVV.txt,.txt,text,10464,2009-08-07
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HAW.txt,.txt,text,5670,2009-08-07
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HDM.txt,.txt,text,2711,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HHP.txt,.txt,text,2846,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HHW.txt,.txt,text,6222,2009-08-07
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HMU.txt,.txt,text,480,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HST.txt,.txt,text,1642,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HVS.txt,.txt,text,15115,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HVW.txt,.txt,text,4298,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),HWI.txt,.txt,text,2329,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),KAN.txt,.txt,text,39289,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),KCJ.txt,.txt,text,1393,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),KOL.txt,.txt,text,1571,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),KVH.txt,.txt,text,6080,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),KVL.txt,.txt,text,5796,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),LVS.txt,.txt,text,5949,2009-08-11
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),MHM.txt,.txt,text,4626,2009-08-07
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),MUN.txt,.txt,text,2576,2009-08-12
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),MVH.txt,.txt,text,4724,2009-08-10
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),NIU.txt,.txt,text,1814,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),NML.txt,.txt,text,44771,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),OBP.txt,.txt,text,4351,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),OVB.txt,.txt,text,11783,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),OVB.txt.bak,.bak,text,11785,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),PUL.txt,.txt,text,4351,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RDJ.txt,.txt,text,509,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RDS.txt,.txt,text,3756,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RDV.txt,.txt,text,4003,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RUB.txt,.txt,text,24364,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RUR.txt,.txt,text,354,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RUR.txt.bak,.bak,text,356,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RVB.txt,.txt,text,12256,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),RVR.txt,.txt,text,40062,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),SJT.txt,.txt,text,6160,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),STA.txt,.txt,text,3405,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),SVE.txt,.txt,text,8406,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),SVL.txt,.txt,text,6815,2009-08-11
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),TUS.txt,.txt,text,11418,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),UVL.txt,.txt,text,78928,2009-08-18
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),UVW.txt,.txt,text,57790,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),UVW.txt.bak,.bak,text,57792,2009-08-19
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),UWL.txt,.txt,text,25542,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),UWL.txt.bak,.bak,text,25536,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VBU.txt,.txt,text,2947,2009-07-30
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VDK.txt,.txt,text,6422,2009-08-05
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VOB.txt,.txt,text,6163,2009-08-13
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VSA.txt,.txt,text,6251,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VSB.txt,.txt,text,2422,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VST.txt,.txt,text,2111,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VSU.txt,.txt,text,2239,2009-08-14
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),VWI.txt,.txt,text,2896,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WME.txt,.txt,text,11531,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVB.txt,.txt,text,4568,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVE.txt,.txt,text,10585,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVG.txt,.txt,text,1988,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVH.txt,.txt,text,3084,2009-08-21
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVK.txt,.txt,text,5914,2009-08-18
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVM.txt,.txt,text,3019,2009-08-18
ERLEDIGT/Alte Texte/CvKraus - Tanja/CvK Texte 1 b 38 (S 1 b 301),WVP.txt,.txt,text,8900,2009-08-21
ERLEDIGT/Alte Texte/RF,0001.tif,.tif,scan,8529080,2011-07-19
ERLEDIGT/Alte Texte/RF,0002.tif,.tif,scan,8653228,2011-07-19
ERLEDIGT/Alte Texte/RF,0003.tif,.tif,scan,8946184,2011-07-19
ERLEDIGT/Alte Texte/RF,0004.tif,.tif,scan,8878520,2011-07-19
ERLEDIGT/Alte Texte/RF,0005.tif,.tif,scan,8888128,2011-07-19
ERLEDIGT/Alte Texte/RF,0006.tif,.tif,scan,9045188,2011-07-19
ERLEDIGT/Alte Texte/RF,0007.tif,.tif,scan,9092208,2011-07-19
ERLEDIGT/Alte Texte/RF,0008.tif,.tif,scan,9041688,2011-07-19
ERLEDIGT/Alte Texte/RF,0009.tif,.tif,scan,9112712,2011-07-19
ERLEDIGT/Alte Texte/RF,0010.tif,.tif,scan,8854316,2011-07-19
ERLEDIGT/Alte Texte/RF,0011.tif,.tif,scan,8959076,2011-07-19
ERLEDIGT/Alte Texte/RF,0012.tif,.tif,scan,9209328,2011-07-19
ERLEDIGT/Alte Texte/SUW,0001.tif,.tif,scan,8649492,2010-11-27
ERLEDIGT/Alte Texte/SUW,0002.tif,.tif,scan,8831840,2010-11-27
ERLEDIGT/Alte Texte/SUW,0003.tif,.tif,scan,8591144,2010-11-27
ERLEDIGT/Alte Texte/SUW,0004.tif,.tif,scan,8611760,2010-11-27
ERLEDIGT/Alte Texte/SUW,0005.tif,.tif,scan,8620460,2010-11-27
ERLEDIGT/Alte Texte/SUW,0006.tif,.tif,scan,8679172,2010-11-27
ERLEDIGT/Alte Texte/SUW,0007.tif,.tif,scan,8648540,2010-11-27
ERLEDIGT/Alte Texte/SUW,0008.tif,.tif,scan,8634024,2010-11-27
ERLEDIGT/Alte Texte/SUW,0009.tif,.tif,scan,8692252,2010-11-27
ERLEDIGT/Alte Texte/SUW,0010.tif,.tif,scan,8731400,2010-11-27
ERLEDIGT/CvK_KLD_codiert,BRH.txt,.txt,text,6028,2011-05-26
ERLEDIGT/CvK_KLD_codiert,BUH.txt,.txt,text,37202,2011-05-26
ERLEDIGT/CvK_KLD_codiert,BVL.txt,.txt,text,4484,2011-05-26
ERLEDIGT/CvK_KLD_codiert,BVO.txt,.txt,text,6073,2011-05-26
ERLEDIGT/CvK_KLD_codiert,CKI.txt,.txt,text,12197,2011-05-26
ERLEDIGT/CvK_KLD_codiert,DDS.txt,.txt,text,3354,2011-05-27
ERLEDIGT/CvK_KLD_codiert,DGA.txt,.txt,text,2576,2011-05-27
ERLEDIGT/CvK_KLD_codiert,DUE.txt,.txt,text,2468,2011-05-27
ERLEDIGT/CvK_KLD_codiert,DUR.txt,.txt,text,10501,2011-05-27
ERLEDIGT/CvK_KLD_codiert,DWA.txt,.txt,text,32380,2011-05-27
ERLEDIGT/CvK_KLD_codiert,FVL.txt,.txt,text,2871,2011-05-27
ERLEDIGT/CvK_KLD_codiert,GEG.txt,.txt,text,4520,2011-05-27
ERLEDIGT/CvK_KLD_codiert,GVE.txt,.txt,text,3630,2011-05-27
ERLEDIGT/CvK_KLD_codiert,GVN.txt,.txt,text,94901,2011-05-27
ERLEDIGT/CvK_KLD_codiert,GVS.txt,.txt,text,4796,2011-05-27
ERLEDIGT/CvK_KLD_codiert,GVV.txt,.txt,text,17534,2011-05-30
ERLEDIGT/CvK_KLD_codiert,HAW.txt,.txt,text,8874,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HDM.txt,.txt,text,4176,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HHP.txt,.txt,text,4338,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HHW.txt,.txt,text,9227,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HMU.txt,.txt,text,755,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HST.txt,.txt,text,2599,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HVS.txt,.txt,text,21322,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HVW.txt,.txt,text,6843,2011-05-27
ERLEDIGT/CvK_KLD_codiert,HWI.txt,.txt,text,3814,2011-05-27
ERLEDIGT/CvK_KLD_codiert,KAN.txt,.txt,text,66139,2011-05-30
ERLEDIGT/CvK_KLD_codiert,KCJ.txt,.txt,text,2157,2011-05-30
ERLEDIGT/CvK_KLD_codiert,KOL.txt,.txt,text,2274,2011-05-30
ERLEDIGT/CvK_KLD_codiert,KVH.txt,.txt,text,9726,2011-05-30
ERLEDIGT/CvK_KLD_codiert,KVL.txt,.txt,text,9322,2011-05-30
ERLEDIGT/CvK_KLD_codiert,LVS.txt,.txt,text,9187,2011-05-30
ERLEDIGT/CvK_KLD_codiert,MHM.txt,.txt,text,7409,2011-05-30
ERLEDIGT/CvK_KLD_codiert,MUN.txt,.txt,text,4128,2011-05-30
ERLEDIGT/CvK_KLD_codiert,MVH.txt,.txt,text,7616,2011-05-30
ERLEDIGT/CvK_KLD_codiert,NIU.txt,.txt,text,2835,2011-05-30
ERLEDIGT/CvK_KLD_codiert,NML.txt,.txt,text,75088,2011-05-30
ERLEDIGT/CvK_KLD_codiert,OBP.txt,.txt,text,6975,2011-05-30
ERLEDIGT/CvK_KLD_codiert,OVB.txt,.txt,text,18306,2011-05-30
ERLEDIGT/CvK_KLD_codiert,PUL.txt,.txt,text,7023,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RDJ.txt,.txt,text,788,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RDS.txt,.txt,text,6012,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RDV.txt,.txt,text,5807,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RUB.txt,.txt,text,38897,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RUR.txt,.txt,text,566,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RVB.txt,.txt,text,18157,2011-05-30
ERLEDIGT/CvK_KLD_codiert,RVR.txt,.txt,text,63785,2011-05-30
ERLEDIGT/CvK_KLD_codiert,SJT.txt,.txt,text,9543,2011-05-30
